prNumber,Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
powertoys-1258,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,    this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings classthe format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change      1124 *      (  *        \- removed the settingsdesignercs autogen file and settingssettings- moved all the settings from settingsdesignercs as properties in settingscs- implemented save and reload functions for json file read/writing- added thread safety for json file access- added tests for reload/save methods and propertychanged behavior- added newtonsoftjsondll to the msi/msix installer- fixed dll folder locations in packaginglayoutxml (earlier set to x64/release which contained the dlls from the test project changed to x64/release/modules which has the dlls for the correct project)    - added reload_createsfile_when_filenotfound save_creates_file save_json_is_readable_by_reload and reload_raises_propertychanged tests- tried without settingsjson file and with json file in correct format tried changing each of the settings in the settings menu- installed with msix and verified functionality    this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings class. the format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change.     1124  . if not  go over [here](      \ - removed the settings.designer.cs autogen file and settings.settings - moved all the settings from settings.designer.cs as properties in settings.cs - implemented save and reload functions for json file read/writing - added thread safety for json file access - added tests for reload/save methods and propertychanged behavior - added newtonsoft.json.dll to the msi/msix installer - fixed dll folder locations in packaginglayout.xml. (earlier set to x64/release which contained the dlls from the test project. changed to x64/release/modules which has the dlls for the correct project).     - added reload_createsfile_when_filenotfound  save_creates_file  save_json_is_readable_by_reload and reload_raises_propertychanged tests - tried without settings.json file and with json file in correct format. tried changing each of the settings in the settings menu. - installed with msix and verified functionality.
powertoys-1299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    added telemetry base class to use in preview pane c# project and added telemetry events in preview pane       914     1 added telemetry event when markdown is previewed and if markdown preview has errors2 added error bar on top of preview window when preview fails    added telemetry base class to use in preview pane c# project and added telemetry events in preview pane.      914      1. added telemetry event when markdown is previewed and if markdown preview has errors. 2. added error bar on top of preview window when preview fails.
powertoys-1299,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,    added telemetry base class to use in preview pane c# project and added telemetry events in preview pane       914     1 added telemetry event when markdown is previewed and if markdown preview has errors2 added error bar on top of preview window when preview fails    added telemetry base class to use in preview pane c# project and added telemetry events in preview pane.      914      1. added telemetry event when markdown is previewed and if markdown preview has errors. 2. added error bar on top of preview window when preview fails.
powertoys-1303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,    1   bug with html display going out of screen2 replaced `xdocument` with `htmlagilitypack` since xdocument wasnt able to process uncompleted html tags       914    1.  bug with html display going out of screen. 2. replaced  xdocument  with  htmlagilitypack  since xdocument wasn t able to process uncompleted html tags.      914
powertoys-1303,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,    1   bug with html display going out of screen2 replaced `xdocument` with `htmlagilitypack` since xdocument wasnt able to process uncompleted html tags       914    1.  bug with html display going out of screen. 2. replaced  xdocument  with  htmlagilitypack  since xdocument wasn t able to process uncompleted html tags.      914
powertoys-1308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,    this pull request fixes the bug described in #1307          1307 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  :         tested manually in several tricky scenarios     this pull request fixes the bug described in #1307          1307  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. :           tested manually in several tricky scenarios.
powertoys-1308,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,    this pull request fixes the bug described in #1307          1307 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  :         tested manually in several tricky scenarios     this pull request fixes the bug described in #1307          1307  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. :           tested manually in several tricky scenarios.
powertoys-1309,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,      issue #857 its just one line of code         857 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan      nothing too smart going on here    tested on scenarios where the previous version did not work now it works as one might expect      issue #857  it s just one line of code         857  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan.       nothing too smart going on here      tested on scenarios where the previous version did not work  now it works as one might expect.
powertoys-1309,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,      issue #857 its just one line of code         857 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan      nothing too smart going on here    tested on scenarios where the previous version did not work now it works as one might expect      issue #857  it s just one line of code         857  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan.       nothing too smart going on here      tested on scenarios where the previous version did not work  now it works as one might expect.
powertoys-1368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,    customize the web browser control to handle `dispid_ambient_dlcontrol` to block images scripts and other external componentmore details:  pr is build on top of an existing [pr]( changes:1 added an implementation of `webbrowserext` to set flags for securing the preview with web browser control2 removed the implementation of removing `<image>` and `<script>` tags as it will be handle by the control itself      963 *        successfully run and validate the svg preview handlers to block images and scripts    customize the web browser control to handle  dispid_ambient_dlcontrol  to block images  scripts and other external component.  more details:    current pr is build on top of an existing [pr](   changes: 1. added an implementation of  webbrowserext  to set flags for securing the preview with web browser control. 2. removed the implementation of removing  <image>  and  <script>  tags. as it will be handle by the control itself.      963       successfully run and validate the svg preview handlers to block images and scripts.
powertoys-1368,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,    customize the web browser control to handle `dispid_ambient_dlcontrol` to block images scripts and other external componentmore details:  pr is build on top of an existing [pr]( changes:1 added an implementation of `webbrowserext` to set flags for securing the preview with web browser control2 removed the implementation of removing `<image>` and `<script>` tags as it will be handle by the control itself      963 *        successfully run and validate the svg preview handlers to block images and scripts    customize the web browser control to handle  dispid_ambient_dlcontrol  to block images  scripts and other external component.  more details:    current pr is build on top of an existing [pr](   changes: 1. added an implementation of  webbrowserext  to set flags for securing the preview with web browser control. 2. removed the implementation of removing  <image>  and  <script>  tags. as it will be handle by the control itself.      963       successfully run and validate the svg preview handlers to block images and scripts.
powertoys-1456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.
powertoys-1456,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.
powertoys-1456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.
powertoys-1456,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.
powertoys-1458,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows     this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.
powertoys-1458,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows     this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.
powertoys-1458,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows     this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.
powertoys-1458,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows     this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.
powertoys-1464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,    update the markdown previewer to use `webbrowserext` which is implementing in this [pr]( to block external content to load and run on the `webbrowser` control itself additional changes:1 disabled allownavigation option to prevent user to navigate to other pages within the preview pane for markdown and svg previewer2 removed the logic to launch default browser on clicking on the link its failing with `access denied` for the `prevhostexe` to launch browser application which is causing the web browser control to open the web page inside the preview pane itself      914     validated unit tests and test the preview handlers on dev machine to block external content and not opening the urls    update the markdown previewer to use  webbrowserext  which is implementing in this [pr]( to block external content to load and run on the  webbrowser  control itself.   additional changes: 1. disabled allownavigation option to prevent user to navigate to other pages within the preview pane for markdown and svg previewer. 2. removed the logic to launch default browser on clicking on the link. it s failing with  access denied  for the  prevhost.exe  to launch browser application which is causing the web browser control to open the web page inside the preview pane itself.     914      validated unit tests and test the preview handlers on dev machine to block external content and not opening the urls.
powertoys-1464,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,    update the markdown previewer to use `webbrowserext` which is implementing in this [pr]( to block external content to load and run on the `webbrowser` control itself additional changes:1 disabled allownavigation option to prevent user to navigate to other pages within the preview pane for markdown and svg previewer2 removed the logic to launch default browser on clicking on the link its failing with `access denied` for the `prevhostexe` to launch browser application which is causing the web browser control to open the web page inside the preview pane itself      914     validated unit tests and test the preview handlers on dev machine to block external content and not opening the urls    update the markdown previewer to use  webbrowserext  which is implementing in this [pr]( to block external content to load and run on the  webbrowser  control itself.   additional changes: 1. disabled allownavigation option to prevent user to navigate to other pages within the preview pane for markdown and svg previewer. 2. removed the logic to launch default browser on clicking on the link. it s failing with  access denied  for the  prevhost.exe  to launch browser application which is causing the web browser control to open the web page inside the preview pane itself.     914      validated unit tests and test the preview handlers on dev machine to block external content and not opening the urls.
powertoys-1503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios implemented a solution to issue #585: fancyzones: alignment/snapping/ruler     this pr implements one aspect of issue #585. now  windows in the canvas zone editor will snap to each other when being moved and resized.         585  . if not  go over [here](      closed #1277 in favor of this pr  because i messed up the history on the other branch.     manually tested the canvas zone editor in various scenarios.
powertoys-1503,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios implemented a solution to issue #585: fancyzones: alignment/snapping/ruler     this pr implements one aspect of issue #585. now  windows in the canvas zone editor will snap to each other when being moved and resized.         585  . if not  go over [here](      closed #1277 in favor of this pr  because i messed up the history on the other branch.     manually tested the canvas zone editor in various scenarios.
powertoys-1503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios implemented a solution to issue #585: fancyzones: alignment/snapping/ruler     this pr implements one aspect of issue #585. now  windows in the canvas zone editor will snap to each other when being moved and resized.         585  . if not  go over [here](      closed #1277 in favor of this pr  because i messed up the history on the other branch.     manually tested the canvas zone editor in various scenarios.
powertoys-1503,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,implemented a solution to issue #585: fancyzones: alignment/snapping/ruler    this pr implements one aspect of issue #585 now windows in the canvas zone editor will snap to each other when being moved and resized         585 *      (      closed #1277 in favor of this pr because i messed up the history on the other branch    manually tested the canvas zone editor in various scenarios implemented a solution to issue #585: fancyzones: alignment/snapping/ruler     this pr implements one aspect of issue #585. now  windows in the canvas zone editor will snap to each other when being moved and resized.         585  . if not  go over [here](      closed #1277 in favor of this pr  because i messed up the history on the other branch.     manually tested the canvas zone editor in various scenarios.
powertoys-1583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution. these will be add back after fixing the tests.  changed the output directories of unit tests project to not interfere with product dlls.     1567      1. validated both debug and release config. 2. validate msi and msix by launching fanzyzoneeditor
powertoys-1583,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution these will be add back after fixing the tests changed the output directories of unit tests project to not interfere with product dlls      1567     1 validated both debug and release config2 validate msi and msix by launching fanzyzoneeditor    removed out the failing unit tests projects of svgpreviewhandler and previewhandlercommon from the solution. these will be add back after fixing the tests.  changed the output directories of unit tests project to not interfere with product dlls.     1567      1. validated both debug and release config. 2. validate msi and msix by launching fanzyzoneeditor
powertoys-1589,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,   - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx            - added shortcuts guide and powerrename settings pages - stylized textstyles and margins - added visualstate logic for sidepanel containing e.g. learn more buttons and contributors list    #889 #1484 #1482 #1579      . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #        
powertoys-1589,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,   - added shortcuts guide and powerrename settings pages- stylized textstyles and margins- added visualstate logic for sidepanel containing eg learn more buttons and contributors list #889 #1484 #1482 #1579        *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #xxx            - added shortcuts guide and powerrename settings pages - stylized textstyles and margins - added visualstate logic for sidepanel containing e.g. learn more buttons and contributors list    #889 #1484 #1482 #1579      . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #        
powertoys-1610,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,    this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing         this pr 1519 and also fixes #751.         1519 and  #751 . if not  go over [here](        the reason for these crashes is finally known and has been mitigated in this pr. it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel. they stay alive and are still subscribed to events happening to the currently active model. this pr adds checks which prevents these old instances of becoming awake and crashing.    
powertoys-1610,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,    this pr  1519 and also fixes #751         1519 and  #751*      (  *        the reason for these crashes is finally known and has been mitigated in this pr it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel they stay alive and are still subscribed to events happening to the currently active model this pr adds checks which prevents these old instances of becoming awake and crashing         this pr 1519 and also fixes #751.         1519 and  #751 . if not  go over [here](        the reason for these crashes is finally known and has been mitigated in this pr. it comes down to instances of grideditor and canvaseditor persisting after the editor window is closed when clicking cancel. they stay alive and are still subscribed to events happening to the currently active model. this pr adds checks which prevents these old instances of becoming awake and crashing.    
powertoys-1620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation    adds a information bar in case of blocked element is present in svg. fix warning from msi solution because of element referencing variable from other component. unit tests have been tested locally by adding the unit tests project to the solution. unit tests project will be added in the solution file as part of different issue.   image how the info bar looks like on top of preview.  (      963       *  validate with both msi and msix installation.
powertoys-1620,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    adds a information bar in case of blocked element is present in svg fix warning from msi solution because of element referencing variable from other componentunit tests have been tested locally by adding the unit tests project to the solution unit tests project will be added in the solution file as part of different issue image how the info bar looks like on top of preview ( please review the items on the pr checklist before submitting-->     963 *        *   validate with both msi and msix installation    adds a information bar in case of blocked element is present in svg. fix warning from msi solution because of element referencing variable from other component. unit tests have been tested locally by adding the unit tests project to the solution. unit tests project will be added in the solution file as part of different issue.   image how the info bar looks like on top of preview.  (      963       *  validate with both msi and msix installation.
powertoys-1633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    open editor by clicking button or by hotkey with different zone-settings      846    open editor by clicking button or by hotkey with different zone-settings     846
powertoys-1633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    open editor by clicking button or by hotkey with different zone-settings      846    open editor by clicking button or by hotkey with different zone-settings     846
powertoys-1639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    tests for editing template layouts in editor      846    tests for editing template layouts in editor     846
powertoys-1639,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,    tests for editing template layouts in editor      846    tests for editing template layouts in editor     846
powertoys-1648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,    open editor apply template layout check if zones-settings were changed      846    open editor  apply template layout  check if zones-settings were changed     846
powertoys-1648,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,    open editor apply template layout check if zones-settings were changed      846    open editor  apply template layout  check if zones-settings were changed     846
powertoys-1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    added checks for zones count and type in editor templates edit tests      846    added checks for zones count and type in editor templates edit tests     846
powertoys-1667,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,    added checks for zones count and type in editor templates edit tests      846    added checks for zones count and type in editor templates edit tests     846
powertoys-1670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,    replace utf8writer and manual serilalization from editor with jsonserializer this makes this part of code easier to maintain and less error prone if possible changes are made in this area      1672    replace utf8writer and manual serilalization from editor with jsonserializer. this makes this part of code easier to maintain and less error prone if possible changes are made in this area     1672
powertoys-1670,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,    replace utf8writer and manual serilalization from editor with jsonserializer this makes this part of code easier to maintain and less error prone if possible changes are made in this area      1672    replace utf8writer and manual serilalization from editor with jsonserializer. this makes this part of code easier to maintain and less error prone if possible changes are made in this area     1672
powertoys-1695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,    updated html parsing extension in markdown preview pane to display infobar for blocked relative image urls      1677 *        manually validated desired functionality and ensured that tests are passing    updated html parsing extension in markdown preview pane to display infobar for blocked relative image url s.     1677       manually validated desired functionality and ensured that tests are passing
powertoys-1695,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,    updated html parsing extension in markdown preview pane to display infobar for blocked relative image urls      1677 *        manually validated desired functionality and ensured that tests are passing    updated html parsing extension in markdown preview pane to display infobar for blocked relative image url s.     1677       manually validated desired functionality and ensured that tests are passing
powertoys-1735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, - added styles for common margins + textblocks- added shortcutguide page- added powerrename page- added powerlauncher page- added a sidepanel that could include links about the feature and contributors (in shellpage)- minor styling updates to shellpage    references#889 #1484 #1482 #1579      889 #1484 #1482 #1579*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    - not sure if the sidepanel should live in the shellpage or on the separate pages makes it easier for the visualstate/resizing stuff- do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps@laviusmotileng-ms @crutkas thoughts?     - added styles for common margins + textblocks - added shortcutguide page - added powerrename page - added powerlauncher page - added a sidepanel that could include links about the feature and contributors (in shellpage) - minor styling updates to shellpage     references #889 #1484 #1482 #1579     889 #1484 #1482 #1579 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #    - not sure if the sidepanel should live in the shellpage or on the separate pages. makes it easier for the visualstate/resizing stuff. - do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps. @laviusmotileng-ms @crutkas thoughts?     
powertoys-1735,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0, - added styles for common margins + textblocks- added shortcutguide page- added powerrename page- added powerlauncher page- added a sidepanel that could include links about the feature and contributors (in shellpage)- minor styling updates to shellpage    references#889 #1484 #1482 #1579      889 #1484 #1482 #1579*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    - not sure if the sidepanel should live in the shellpage or on the separate pages makes it easier for the visualstate/resizing stuff- do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps@laviusmotileng-ms @crutkas thoughts?     - added styles for common margins + textblocks - added shortcutguide page - added powerrename page - added powerlauncher page - added a sidepanel that could include links about the feature and contributors (in shellpage) - minor styling updates to shellpage     references #889 #1484 #1482 #1579     889 #1484 #1482 #1579 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #    - not sure if the sidepanel should live in the shellpage or on the separate pages. makes it easier for the visualstate/resizing stuff. - do we have a control that we can re-use across settings / editor that take in hot-keys? would be nice to have something that is in terms of visual style and behavior the same across all apps. @laviusmotileng-ms @crutkas thoughts?     
powertoys-1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout    creation  deletion  edit custom layouts tests      tests were revealed problems related to issues #1712  #1754      846        tests done: - create custom layout     - layout with zones     - layout without zones     - layout with empty name     - name with unicode characters     - several layouts with same names   - edit custom layouts:     - add/remove canvas zones     - move borders of canvas zones     - move splitters of grid zones     - create new splitters     - merge grid zones  - delete custom layout    - delete layout and close editor    - delete and add new layout
powertoys-1757,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,    creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout    creation  deletion  edit custom layouts tests      tests were revealed problems related to issues #1712  #1754      846        tests done: - create custom layout     - layout with zones     - layout without zones     - layout with empty name     - name with unicode characters     - several layouts with same names   - edit custom layouts:     - add/remove canvas zones     - move borders of canvas zones     - move splitters of grid zones     - create new splitters     - merge grid zones  - delete custom layout    - delete layout and close editor    - delete and add new layout
powertoys-1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout    creation  deletion  edit custom layouts tests      tests were revealed problems related to issues #1712  #1754      846        tests done: - create custom layout     - layout with zones     - layout without zones     - layout with empty name     - name with unicode characters     - several layouts with same names   - edit custom layouts:     - add/remove canvas zones     - move borders of canvas zones     - move splitters of grid zones     - create new splitters     - merge grid zones  - delete custom layout    - delete layout and close editor    - delete and add new layout
