prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
925,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add tests for metadata parsing This solves #707 and prepares the way to refactor the metadata class.  I added a few methods to the MetaData class to make testing more convenient. Many calls to getData() in fact can be replaced by these new methods. I think this is something for a new PR.  One question: to write the tests in a nice way I had to overwrite a few equals methods. In particular for the LowerCaseChanger. Should I also override equals for all other formatters?
926,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Key bindings are now working in preview panel Fixes #649. Until now the toolbar within the Preview panel held the key bindings which werent active when the toolbar wasnt created. Now the Preview panel itself carries the key bindings. - [x] Change in CHANGELOG.md described? - [X] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
926,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Key bindings are now working in preview panel Fixes #649. Until now the toolbar within the Preview panel held the key bindings which werent active when the toolbar wasnt created. Now the Preview panel itself carries the key bindings. - [x] Change in CHANGELOG.md described? - [X] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
926,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Key bindings are now working in preview panel Fixes #649. Until now the toolbar within the Preview panel held the key bindings which werent active when the toolbar wasnt created. Now the Preview panel itself carries the key bindings. - [x] Change in CHANGELOG.md described? - [X] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
929,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Find unlinked files" freezes when using for PDF 1. Fixed #410 Reason was an IllegalArgumentException thrown by DOI class when pasting the contents of the whole first PDF page to the constructor. 2. The DOI class can only handle real DOIs and does not extract Strings that might look like a DOI from the text  therefore the whole DOI scraper was removed in https://github.com/JabRef/jabref/commit/acdcd829c304e03b9bfd92d6eba383b5a1d52108 3. The whole PDFImporter class is screwed and a monkeypatch. It should be reimplemented from scratch.
929,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"Find unlinked files" freezes when using for PDF 1. Fixed #410 Reason was an IllegalArgumentException thrown by DOI class when pasting the contents of the whole first PDF page to the constructor. 2. The DOI class can only handle real DOIs and does not extract Strings that might look like a DOI from the text  therefore the whole DOI scraper was removed in https://github.com/JabRef/jabref/commit/acdcd829c304e03b9bfd92d6eba383b5a1d52108 3. The whole PDFImporter class is screwed and a monkeypatch. It should be reimplemented from scratch.
929,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,"Find unlinked files" freezes when using for PDF 1. Fixed #410 Reason was an IllegalArgumentException thrown by DOI class when pasting the contents of the whole first PDF page to the constructor. 2. The DOI class can only handle real DOIs and does not extract Strings that might look like a DOI from the text  therefore the whole DOI scraper was removed in https://github.com/JabRef/jabref/commit/acdcd829c304e03b9bfd92d6eba383b5a1d52108 3. The whole PDFImporter class is screwed and a monkeypatch. It should be reimplemented from scratch.
947,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[WIP] Fix for undoing deletion/cutting multiple entries Workaround for #796. When an undo with multiple entries is undone  each entry is undone one at a time. The Problem herein lies  that when the first entry is undone  the insertion in the database triggers the creation and insertion of an NamedCompund into the UndoManager which kills the main Undo (the one with the multiple entries)  which result in just one entry being undone.  With this Workaround each entry has its own NamedCompund which solves the Problem but the user has to call the UndoAction several times (Ctrl-Z for each entry). - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
947,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,[WIP] Fix for undoing deletion/cutting multiple entries Workaround for #796. When an undo with multiple entries is undone  each entry is undone one at a time. The Problem herein lies  that when the first entry is undone  the insertion in the database triggers the creation and insertion of an NamedCompund into the UndoManager which kills the main Undo (the one with the multiple entries)  which result in just one entry being undone.  With this Workaround each entry has its own NamedCompund which solves the Problem but the user has to call the UndoAction several times (Ctrl-Z for each entry). - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
947,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,[WIP] Fix for undoing deletion/cutting multiple entries Workaround for #796. When an undo with multiple entries is undone  each entry is undone one at a time. The Problem herein lies  that when the first entry is undone  the insertion in the database triggers the creation and insertion of an NamedCompund into the UndoManager which kills the main Undo (the one with the multiple entries)  which result in just one entry being undone.  With this Workaround each entry has its own NamedCompund which solves the Problem but the user has to call the UndoAction several times (Ctrl-Z for each entry). - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [ ] Tests created for changes? - [x] Tests green?
974,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Always trim fields on save and remove TrimFormatter The consensus in #920 was that fields should always be written without leading or trailing whitespace. This is done in this PR and the TrimFormatter is removed. (by the way  empty fields are never written as one of the added tests shows)  - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
974,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Always trim fields on save and remove TrimFormatter The consensus in #920 was that fields should always be written without leading or trailing whitespace. This is done in this PR and the TrimFormatter is removed. (by the way  empty fields are never written as one of the added tests shows)  - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
974,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Always trim fields on save and remove TrimFormatter The consensus in #920 was that fields should always be written without leading or trailing whitespace. This is done in this PR and the TrimFormatter is removed. (by the way  empty fields are never written as one of the added tests shows)  - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
979,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Refactored Singlebibtexfield Based on the initial ideas in #978 the class SingleBibtexField is extracted and two EnumSets are used for implementing the existing functionality.
979,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,Refactored Singlebibtexfield Based on the initial ideas in #978 the class SingleBibtexField is extracted and two EnumSets are used for implementing the existing functionality.
979,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,Refactored Singlebibtexfield Based on the initial ideas in #978 the class SingleBibtexField is extracted and two EnumSets are used for implementing the existing functionality.
988,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,When clicking on a tab  the first field now has the focus - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?  This is referes to #623  I just had to add the activateVisible() Method to the ChangeListener to ensure the focus is set.
988,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,When clicking on a tab  the first field now has the focus - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?  This is referes to #623  I just had to add the activateVisible() Method to the ChangeListener to ensure the focus is set.
988,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,When clicking on a tab  the first field now has the focus - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?  This is referes to #623  I just had to add the activateVisible() Method to the ChangeListener to ensure the focus is set.
996,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,fix entry deletion from database Fixes #991  a Bug introduced in b3aee00bae8b589aa1252ef182f8b3293d06bd69.  While moving from `Map` to `List` as the data structure for the stored `BibEntries` is has been forgotten to adjust the `removeEntry`-Method. - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
996,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,fix entry deletion from database Fixes #991  a Bug introduced in b3aee00bae8b589aa1252ef182f8b3293d06bd69.  While moving from `Map` to `List` as the data structure for the stored `BibEntries` is has been forgotten to adjust the `removeEntry`-Method. - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
996,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,fix entry deletion from database Fixes #991  a Bug introduced in b3aee00bae8b589aa1252ef182f8b3293d06bd69.  While moving from `Map` to `List` as the data structure for the stored `BibEntries` is has been forgotten to adjust the `removeEntry`-Method. - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
999,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
999,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
999,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
999,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
999,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
999,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,DB properties layout and save order config changed - [x] Change in CHANGELOG.md described? - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests green?  Fixes  #957  and #958   Fix height of the dialog and add spacing between OK/Cancel Button and  border Changed JComboxBox to editable and removed the unnecessary textfields Added JCombobox for selecting the fields to apply the selected formatter to Changed position of Delete Button Removed IndexOutOfBound Exception when no item is selected  Edit// I just see this PR is #999  )
1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Added initial tests for ExportFormat Really trivial and early test  but could maybe avoid bugs like #1001 to happen (and form a foundation to extend on).
1010,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Added initial tests for ExportFormat Really trivial and early test  but could maybe avoid bugs like #1001 to happen (and form a foundation to extend on).
1010,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Added initial tests for ExportFormat Really trivial and early test  but could maybe avoid bugs like #1001 to happen (and form a foundation to extend on).
1014,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Improved Exception Handling in Tests cases Never catch an Exception Removed unnecessary Exceptions Throw specific Exceptions  never only Exception Ref #1012  - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
1014,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Improved Exception Handling in Tests cases Never catch an Exception Removed unnecessary Exceptions Throw specific Exceptions  never only Exception Ref #1012  - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
1014,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Improved Exception Handling in Tests cases Never catch an Exception Removed unnecessary Exceptions Throw specific Exceptions  never only Exception Ref #1012  - [x] Changes in pull request outlined? (What  why  ...) - [x] Tests created for changes? - [x] Tests green?
1041,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Write database type in lower case into the bib file This finally fixes #963. A quick fix has been introduced in 661eea007e555  but that does not cover the lower case writing of the type.  ``` @Comment{jabref-meta: DATABASE_TYPE:BibTeX } ```  finally gets  ``` @Comment{jabref-meta: databaseType:bibtex } ``` - [ ] Change in CHANGELOG.md described -> This has been introduced in the development versions after the last release  thus no entry required - [x] Tests created for changes -> tests have been adapted to match this new implementation
1041,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,Write database type in lower case into the bib file This finally fixes #963. A quick fix has been introduced in 661eea007e555  but that does not cover the lower case writing of the type.  ``` @Comment{jabref-meta: DATABASE_TYPE:BibTeX } ```  finally gets  ``` @Comment{jabref-meta: databaseType:bibtex } ``` - [ ] Change in CHANGELOG.md described -> This has been introduced in the development versions after the last release  thus no entry required - [x] Tests created for changes -> tests have been adapted to match this new implementation
1041,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,Write database type in lower case into the bib file This finally fixes #963. A quick fix has been introduced in 661eea007e555  but that does not cover the lower case writing of the type.  ``` @Comment{jabref-meta: DATABASE_TYPE:BibTeX } ```  finally gets  ``` @Comment{jabref-meta: databaseType:bibtex } ``` - [ ] Change in CHANGELOG.md described -> This has been introduced in the development versions after the last release  thus no entry required - [x] Tests created for changes -> tests have been adapted to match this new implementation
1050,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Restructrued CleanUp Formatters dialog  #1038 Reworked CleanUp Formatter dlg: - [x] Description updates when and Item is selected. Also on startup. The field is now also multilane with auto resizing and word wrap. - [x] After deleting a selected item in the list  the next one (previous) is selected - [x] Changed layout to be more consistent   Renamings to be more precise and moving in new package. Added tests. - [ X] Change in CHANGELOG.md described - [ X] Tests created for changes - [ X] Screenshots added (for bigger UI changes)  ![cleanupentriesdialog](https://cloud.githubusercontent.com/assets/320228/14066003/1fa8ac48-f43f-11e5-9d5c-782a027ad581.png)
1050,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Restructrued CleanUp Formatters dialog  #1038 Reworked CleanUp Formatter dlg: - [x] Description updates when and Item is selected. Also on startup. The field is now also multilane with auto resizing and word wrap. - [x] After deleting a selected item in the list  the next one (previous) is selected - [x] Changed layout to be more consistent   Renamings to be more precise and moving in new package. Added tests. - [ X] Change in CHANGELOG.md described - [ X] Tests created for changes - [ X] Screenshots added (for bigger UI changes)  ![cleanupentriesdialog](https://cloud.githubusercontent.com/assets/320228/14066003/1fa8ac48-f43f-11e5-9d5c-782a027ad581.png)
1050,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Restructrued CleanUp Formatters dialog  #1038 Reworked CleanUp Formatter dlg: - [x] Description updates when and Item is selected. Also on startup. The field is now also multilane with auto resizing and word wrap. - [x] After deleting a selected item in the list  the next one (previous) is selected - [x] Changed layout to be more consistent   Renamings to be more precise and moving in new package. Added tests. - [ X] Change in CHANGELOG.md described - [ X] Tests created for changes - [ X] Screenshots added (for bigger UI changes)  ![cleanupentriesdialog](https://cloud.githubusercontent.com/assets/320228/14066003/1fa8ac48-f43f-11e5-9d5c-782a027ad581.png)
1054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fix sorting of entries on save Fix sorting of entries on save (this shouldnt affect the sorting of export  so is unrelated to #1051). In the end it was just a wrong boolean in the preference. - [ ] Change in CHANGELOG.md described - no  I think the issue was introduced in this version - [ ] Tests created for changes - kind of  there is a test for the sorting now but it passed before any fix  no test added for the boolean in the preference - [ ] Screenshots added (for bigger UI changes)
1054,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Fix sorting of entries on save Fix sorting of entries on save (this shouldnt affect the sorting of export  so is unrelated to #1051). In the end it was just a wrong boolean in the preference. - [ ] Change in CHANGELOG.md described - no  I think the issue was introduced in this version - [ ] Tests created for changes - kind of  there is a test for the sorting now but it passed before any fix  no test added for the boolean in the preference - [ ] Screenshots added (for bigger UI changes)
1054,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix sorting of entries on save Fix sorting of entries on save (this shouldnt affect the sorting of export  so is unrelated to #1051). In the end it was just a wrong boolean in the preference. - [ ] Change in CHANGELOG.md described - no  I think the issue was introduced in this version - [ ] Tests created for changes - kind of  there is a test for the sorting now but it passed before any fix  no test added for the boolean in the preference - [ ] Screenshots added (for bigger UI changes)
1064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix #1062 Merge entry with DOI information now also applies changes to entry type <describe the changes you have made here: what  why  ...> - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1064,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,Fix #1062 Merge entry with DOI information now also applies changes to entry type <describe the changes you have made here: what  why  ...> - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1064,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Fix #1062 Merge entry with DOI information now also applies changes to entry type <describe the changes you have made here: what  why  ...> - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1089,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,FileList field size now dependent on its content Fixes #672. The FileList (within the EntryEditor) now automatically resizes its Columns dependent on the length of its content.  ![java 2016-04-03 12-13-50-65](https://cloud.githubusercontent.com/assets/15333371/14231930/de478ace-f995-11e5-8ef7-3efff0f97eb4.jpg) - [X] Change in CHANGELOG.md described - [ ] Tests created for changes - [X] Screenshots added (for bigger UI changes)
1089,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,FileList field size now dependent on its content Fixes #672. The FileList (within the EntryEditor) now automatically resizes its Columns dependent on the length of its content.  ![java 2016-04-03 12-13-50-65](https://cloud.githubusercontent.com/assets/15333371/14231930/de478ace-f995-11e5-8ef7-3efff0f97eb4.jpg) - [X] Change in CHANGELOG.md described - [ ] Tests created for changes - [X] Screenshots added (for bigger UI changes)
1089,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,FileList field size now dependent on its content Fixes #672. The FileList (within the EntryEditor) now automatically resizes its Columns dependent on the length of its content.  ![java 2016-04-03 12-13-50-65](https://cloud.githubusercontent.com/assets/15333371/14231930/de478ace-f995-11e5-8ef7-3efff0f97eb4.jpg) - [X] Change in CHANGELOG.md described - [ ] Tests created for changes - [X] Screenshots added (for bigger UI changes)
1116,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1116,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1116,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1116,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1116,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1116,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,Open Jdk problems with Look and Feels See #393 #638.  Still not 100% sure if this only applies to OpenJDK and GTK L&F or also to Oracle JDK and GTK L&F. Metal L&F seems to work but looks ugly.  Idea is to try Metal on OpenJDK and wait if more bug reports pop up even for Oracle. - [x] Maybe we should close at least one of the two bug reports that seem to be related to OpenJDK and GTK #393 #638 Or maybe even open a new one with possible solutions.  Also see https://bugs.launchpad.net/ubuntu/+source/openjdk-8/+bug/1510009  **Especially see** https://bugs.debian.org/cgi-bin/bugreport.cgi?bug813143  Maybe we can just ignore this and wait for it to be fixed in OpenJDK and add a hint to our FAQ and documentation?
1135,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Fix #1130 and re-enable GUI test @koppor Its just a simple if :smile:
1135,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fix #1130 and re-enable GUI test @koppor Its just a simple if :smile:
1135,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix #1130 and re-enable GUI test @koppor Its just a simple if :smile:
1138,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,ImportFormatReader test Added initial tests for ImportFormatReader. Now  seven different formats are imported without specifying the format and the number of imported entries is checked. Should avoid bugs like #1134.  I also removed unused methods and moved a totally unrelated method to a better home.
1138,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,ImportFormatReader test Added initial tests for ImportFormatReader. Now  seven different formats are imported without specifying the format and the number of imported entries is checked. Should avoid bugs like #1134.  I also removed unused methods and moved a totally unrelated method to a better home.
1138,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,ImportFormatReader test Added initial tests for ImportFormatReader. Now  seven different formats are imported without specifying the format and the number of imported entries is checked. Should avoid bugs like #1134.  I also removed unused methods and moved a totally unrelated method to a better home.
1144,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Readd FormatChars support Alternative to  #1114 to add backwards compatibility for FormatChars (and a few other renamed LayoutFormatters). The idea was to replace the reflection code by an (admittedly big) switch statement. In this way we gain some flexibility about the location and naming of LayoutFormatter classes.  By the way   according to http://jabref.sourceforge.net/help/CustomExports.php all LayoutFormatters starting with "Author" are deprecated and are replaced by "Authors" since 2.7. Should we just delete them now? - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1144,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Readd FormatChars support Alternative to  #1114 to add backwards compatibility for FormatChars (and a few other renamed LayoutFormatters). The idea was to replace the reflection code by an (admittedly big) switch statement. In this way we gain some flexibility about the location and naming of LayoutFormatter classes.  By the way   according to http://jabref.sourceforge.net/help/CustomExports.php all LayoutFormatters starting with "Author" are deprecated and are replaced by "Authors" since 2.7. Should we just delete them now? - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1144,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Readd FormatChars support Alternative to  #1114 to add backwards compatibility for FormatChars (and a few other renamed LayoutFormatters). The idea was to replace the reflection code by an (admittedly big) switch statement. In this way we gain some flexibility about the location and naming of LayoutFormatter classes.  By the way   according to http://jabref.sourceforge.net/help/CustomExports.php all LayoutFormatters starting with "Author" are deprecated and are replaced by "Authors" since 2.7. Should we just delete them now? - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
1149,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,Replace NormalizeNamesFormatter by AuthorList and so fix #318 - Fixes #318 (and refs #950) - Removes comma as delimiter of author names (in NormalizenamesFormatter).   The problem is that comma separated authors cannot be distingued from one author in BibTeX format.   For example `Name  della  first` could be three names separated by commas or if interpreted as valid BibTeX string it is one author with lastnamename  jrpartdella  firstnamefirst. - Add colon as delimiter of author names (in AuthorListParser).  Thanks at all  but especially @oscargus  for creating many tests. Made implementing this PR way easier!  ##  - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [ ] Screenshots added (for bigger UI changes)
