Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,automatically remove colon and apostrophe from key pattern
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,files starting with bibtex key of a similar entry are no longer found by mistake
1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,another try to fix the npe in the search bar
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add null checks in groupchangeviewmodel
1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,make path relative when adding automatically found file
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix group search performance
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,refactor export code to
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,initialize previe before mainpanel to prevent npes on delete
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,maintable leaves the swing year and comes back in a new javafx dress
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,maintable leaves the swing year and comes back in a new javafx dress
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lookup filetypes in enum set to prevent npe due to uninitialized expo…
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,add exporter desc to enum analog to import
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,add exporter desc to enum analog to import
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix npe when changing entries between databases
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,export translator field to msoffice xml
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,extend ris import with multiple fields
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,migrate importer tests to junit
1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,chained modifiers work again
1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,file link deletion dialog improvements
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix some fx thread issue
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,differentiate inbooks with different chapters
1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,try to change color of magnifier icon
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,dublin core
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,improve performance for managing journal abbreviations
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,add the menubar to the titlebar in macos
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,update architecture tests to catch static imports
1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,extend toolbar with more icons and add tool tips
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,change open last edited dialgo to javafx
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pretend that we have every translation for every key
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix copy linked files dialog showing npe when no linked files
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,provides download option in context menu and
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,provides download option in context menu and
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,show dialog when copy files did not found file
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,switch colors of search icon for the two search modes
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,improvements around external file types
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,prevent accidentaly deleting a second file when pressing del key
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,correct fetcher messages
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,add external application selection to preferences
1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,replace all ieee urls with
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add button icon for union intersection in the groups side panel
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fixed url column
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix ebookde
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fixieee
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,add text file export for find unlinked files
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix ieee preview does not display month
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,add rfc entry generator id type option
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,duplicate unmodifiable list for sorting
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix look and feel related issues
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix look and feel related issues
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,reimplement tooltips for file and identifier columns
1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,fix custom exporter not displayed in file chooser
1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,do not trim or remove whitespace from the title based id fetcher
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,convert shareddatabaseconnect dialog to javafx
1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,extract old bibtex key generation action
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,to make push to application work again on osx
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,cpu leak
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,migrate review field in entry preview to comment
1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,fix a few things in entry editor
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,dont report journal name as abbreviated when full name abbreviated name
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix convert to bibtex moves contents of the file field
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,saves and reloads window state on close and on open
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,no longer freeze when clicking browse in aux import dialog
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,ctrl f selects search field again
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,make attached files relative to the file directory
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fixed names are not in the standard bibtex format
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fix chinese author bibtex key generation
1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,fix style issues in about dialog
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,solved file annotation
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix attach file does not relativize file path
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix for issue koppor auto cleanup url
1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,migrate to junit
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,remove spin comments
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix npe while merging entries
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,convert part of the issue quality cleanup entries
1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,changed the behavior of the field formatting dialog
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix npe in merge entries dialog
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix loading and storing of xmp field exclusions
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix freeze on import into current library
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix drag and drop in entry editor
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,save sort order column of main table
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,save sort order column of main table
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fix export of corporate author to msoffice
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,auto trim url field
1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,arxiv fetcher support url
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,wip default external application push function
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fixed testexportasmodsandthenimportasmods
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,change latex command handling only for xml chars
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fixes for all mods exporter tests
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,show dialog before creating entry
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,add a preference to add files in entry editor
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix arrayindexoutofboundsexception on second pdf import
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fixed radiobuttons in preference menu
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,add submodule pull to circle ci and fix theme loading css
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,fix group renaming
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix save button
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,improve page checker
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix button sizes in issue
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix for issue some bugs in preference entry table columns
1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,do not extract file ending from urls
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,enable default cursor for new entry
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix preview style configuration
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,try to fix not on fx thread for search and autocomplete
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,add integrity check for books with edition reported as
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix for issue remove usage of tempdirectory extension from junit pioneer
1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,remove resolve duplicate keys dialog
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,group and reorder the main menu tabs & icons
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,fix bibkey generated does not handle diacritics
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix entry preview copy exception
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,adding additional modifiers to be used in bibtex key generator
1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,saving changes and exiting application
1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,fix default import format pattern
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,adding support for input methods
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,adds a browse button next to the path text field for aux based groups
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,move library specific key pattern dialog call to library menu
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,feature implement search filter in show preferences
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve remote messaging
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,enable import button only if entry selected
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,allow hyphens in bibtexgenygenerator
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix removing entries when source code field is out of focus
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,fix illegalargumentexception when ranking entries
1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,nightly indicate the build date and git revision
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix opening of entry editor
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix npe in duplicate resolver dialog
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,relativizes paths to aux files
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix closing of library not handling backup and autosave manager shutdown
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fixes ok button enabling property in group dialog
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fixed group creation with default settings
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,item count in a group updated correctly
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,item count in a group updated correctly
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,enhanced message log
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,enhanced message log
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,put renaming of file entries in javafx thread for cleanup
1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,fix parser exception when loading tex groups with non existing file
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,removed default constructor of fxdialogservice
1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,fix custom name formatters
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,improve full text search for several files
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,fix saving of strings
1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,fixed closing of the shared database login dialog if the user enters wrong authentication details
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,make group dialog resizable
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,quick fix for error when opening preferences
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fixes throwing an exception when id field is present in bib file
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,improve author parsing
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix for issue
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,throw bibentrynotfound exception in case entry is no longer present
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix threading issue with opening from recent libraries
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix for issue download fulltext for multiple entries
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,remove ui threadlist for maintable as it prevents sorting in maintable
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix downloading pdf produces html as extension
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,include preview in entry editor
1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,fix command line help text
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,submenu to select push application
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix the attach file dialog for starting on the users main directory
1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,fix iee fetcher
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fix field formatter save actions throwing exception on autosave
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,select push app in preferences
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,convert preferencedialog to mvvm
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,set up general fields character check not correct & alphabetical ordering
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,fix order of other fields
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,remove bindingshelper for ui in maintabledatamodel
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix automaticalls set file links task not runinng
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,bugfix modified the existing logic to comply crossref resolution with biblatex specification
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,fixes ris data field
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,issue &
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,fix lookup fulltext document not finding files
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,add option to allow for integers in field edition when running database in bibtex mode
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,fetcher ottobib
1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,fix substring exception in find unlinked files
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,fix for issue
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,border for group color indicator and some space for tooltip
1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,tooltip and icon added to group cell
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix exception when adding new entry
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix double paste on different os
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix exception when adding field formatter in cleanup entries dialog
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,add doi url eprint field to general tab layout
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,avoid erroneous materialdesigniconfactory
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,issue
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,issue
1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,add shorten doi field formatter
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,revert get jabref running in eclipse
1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,unify month field formatting in test bib files jabref jabref
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,use binding to update global state manager
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,use binding to update global state manager
1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,fix problem with search and switching between libraries
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,improve group coloring and item count
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix npe when opening a non existing file from the recent files menu
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix various copy to clipboard issues
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix exception when closing jabref
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,bring back the context menu
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,bring back the context menu
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,show more than one group color bar
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,reenable prevcycle
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,fix writing of editor field is duplicated
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fix exception when merging entries
1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,add change listener to main table to scroll to imported entry
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,fix cursor jump
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix nullpointer on import
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,temporary fix for colorpicker in groups
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,fix for issue
1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,add x primary selection clipboard support
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,fix not on fx thread error for custom entry types
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,fix deprecated crossref rest api parameter
1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,try to fix dark theme path
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,new ads fetcher
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,making importing a single file easier issue
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix xmp null error
1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,fix text colour in merge dialogue
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,remove empty customization warning
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,fix a bug that threw a npe when using middle mouse click on windows
1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,improve performance
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,dont remove unwanted characters before first author is s…
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,make entry editor dnd behave as specified in settings
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,improve change scanner
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,auto file finder follows symbolic links
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,rename lookup fulltext to download fulltext
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,
1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,improve column preference migration
1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fix copy drag and drop action
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,add throttle to autosaveuimanager
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,revert side pane not remembering position
