Util,NLP,APM,Network,DB,Interpreter,Logging,DataStructure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,[wip] rewrite mods exporter and add test follow up of #1989 and regarding #2078rewrites the mods exporter with a jaxb parser in comparison to the last pr i do not longer rely on the namespaceprefixmapper i added an annotation in the package-infojava which also does the namespace prefix mapping only problem is that this annotation cannot be automatically generated by a gradle or ant script thats why added the package-infojava to src/main/java/net//mods- [x] tests created for changes- [x] manually tested changed features in running jabref okay now all seems to be executed fine on travis and codecov is increased || yeah codecov was increased but the class `modsexportformattestfiles` was still not run so this issue still remains || codecov itself does not run any tests it relies on the results from travis:http://docscodecovio/docs/ci-service-relationshipmabye its a travis configuration thing no idea it would be nice if you could search for information about that  || yeah i will try to find a solution for this ||
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,make all files selectable in file chooser dialogs make all files selectable in filechooser fixed #2021- [x] change in changelogmd described- [ ] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? does this make the __ file filter the default file filter (selected)? (https://docsoraclecom/javase/7/docs/api/javax/swing/jfilechooserhtml#setacceptallfilefilterused(boolean)) || no the default one is still the specific one (eg xml) || great thanks christoph! ||
1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,crash after saving bibtex source with parsing error fixes #2104- [x] change in changelogmd described- [ ] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? i just tested your pr following the instructions stated in #2104 jabref does not crash anymore however no error message appears and the additional faulty comma is just not stored silently when i look into the error console i see the errorimho this is not quite the behavior we want it is fine to avoid storing the broken bibtex but there should be an error message (that does not crash jabref) otherwise a user might expect that the save worked and would be surprised to see that it did not this is critical since all changes made to the entry are lost not just the comma therefore we need the error message so that the user has a change to fix the mistakes || i get an error message:![parsingerror](https://cloudgithubusercontentcom/assets/15456836/19037291/c6320606-8975-11e6-86bf-fc95adab4f1cpng)i dont know why it does not work for you`edit` keeps the bibtex source (with parsing error) and gives the opportunity to correct the error`revert to original source` does not store the changes || you are correct my bad! i was hitting ctrl+s and not pressing the button in the toolbar your pr can be merged and apologies for not getting itdidnt we use to have a keyboard shortcut for saving? || ohh is this another bug? ctrl+s should also trigger the error message || @grimes2 for me it did not can you please double check? if you can reproduce it would you be willing to submit a second pull request?this could be a keybinding issue though not directly related to the saving logic || file > save database worksctrl+s failsstrange!ill open a new pr || thanks a lot! ||
1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,ctrl-s parsing error message fixes #2109 ctrl-s doesnt trigger parsing error messageproblem: conflict of local shortcut (of the entry editor) with the global shortcutsolution: local shortcut removed (the action assigned to local and global shortcut is essentially the same (save database))- [x] change in changelogmd described- [ ] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? i have tested it and can confirm that it works removing the local shortcut is fine this was certainly the relic of some migration since it is not too much in size there is no need for a second review and ill merge right away@grimes2 good job as always :-) ||
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,fix failing ads test added missing fields fixes #2168 `#10` are really strange field values but this is a discussion for a post cleanup for now this hotfix is good ||
1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,fix memory leak in entry editor this is to fix #2166list of changes -- updated microba to latest version- unregister entryeditor as a listener to entry - implement searchqueryhighlightobservable using entrybus- make entryeditor unregister all fields that are listening on the global search bar lgtm ||
1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,fixes #2222 urldownload now resolves redirects by default   could you please also add a test for the arxiv entry which failed to download before the fix || a test for the entry would be no different it must be done for the urldownloader but im not entirely sure how right now ||
1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,fix for #2218: reenable ads fetcher (see #2218)fetcher is now working again- ~~[ ] change in changelogmd described~~ affected search based fetcher still unreleased- [x] tests ~~created for changes~~ pass again- ~~[ ] screenshots added (for bigger ui changes)~~- [x] manually tested changed features in running jabref- ~~[ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)~~- ~~[ ] if you changed the localization: did you run `gradle localizationupdate`?~~  
1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"change log level to debug ""fixes"" a side aspects mentioned in #2249currently a search will throw errors if one types ""author"" as the search term is still incomplete - those exceptions should not be visible to the normal user  "
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,fix local metadata synchronization (fixes: #2219) issue: https://githubcom/jabref/jabref/issues/2219this issue is fixed by overloading and using the `parse()` method in `metadataparser`the reason was a reset of the local field `metadata` in `dbmssynchronizer` this caused other instances containing this field not to be up-to-date- [x] change in changelogmd described- [x] manually tested changed features in running jabref i merged it because it is a hotfix @obraliar do you think it is possible to add a testcase for that? || i am testing postgresql using elephantsqlcom i am having autosave activated i restart jabref i get following exception:```20:56:15998 [awt-eventqueue-0] info  netsfjabreflogicimporteropendatabase - opening: c:\users\koppor\btsync\projects\2016-11 - dagstuhl-paper\dagstuhlbibnov 20 2016 8:56:22 pm comgooglecommoneventbuseventbus$logginghandler handleexceptionsevere: exception thrown by subscriber method listen(netsfjabrefmodelmetadataeventmetadatachangedevent) on subscriber netsfjabrefshareddbmssynchronizer@6695f8f3 when dispatching event: netsfjabrefmodelmetadataeventmetadatachangedevent@6f7e5617javalangnullpointerexception        at netsfjabrefsharedpostgresqlprocessornotifyclients(postgresqlprocessorjava:126)        at netsfjabrefshareddbmssynchronizerlisten(dbmssynchronizerjava:127)        at sunreflectnativemethodaccessorimplinvoke0(native method)at netsfjabrefmodelmetadatametadatapostchange(metadatajava:202)        at netsfjabrefmodelmetadatametadatasetmode(metadatajava:143)        at netsfjabreflogicimporterutilmetadataparserparse(metadataparserjava:69)        at netsfjabrefshareddbmssynchronizersynchronizelocalmetadata(dbmssynchronizerjava:264)        at netsfjabrefshareddbmssynchronizerinitializedatabases(dbmssynchronizerjava:157)        at netsfjabrefshareddbmssynchronizeropenshareddatabase(dbmssynchronizerjava:353)        at netsfjabrefshareddbmssynchronizeropenshareddatabase(dbmssynchronizerjava:358)        at netsfjabrefguisharedshareddatabaseuimanageropenshareddatabasefromparserresult(shareddatabaseuimanagerjava:140)        at netsfjabrefjabrefguiopenwindow(jabrefguijava:117)        at netsfjabrefjabrefgui<init>(jabrefguijava:63)        at netsfjabrefjabrefmainlambda$start$1(jabrefmainjava:136)``` || @koppor oh yes this now also fixed thanks for the objection ||
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"readd drop down content selectors first attempt at readding the code for #2221 refs #2068 code does not compile yet some adjustments need to be made regarding metadata stuff etc<!-- describe the changes you have made here: what why  -->- [ ] change in changelogmd described- [ ] tests created for changes- [ ] screenshots added (for bigger ui changes)- [ ] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? @tobiasdiez  there are some things with the metadata to make it compile again could you please have a look? thanks! || how to handle the metadata is indeed a problem i remember that i removed the content selectors mainly because they were the last not-so-easy-to-convert-to-the-new-metadata item the next few days i will not find the time to assist you here sorry || still some language related errors  || the localization keys existed before the feature was removed i wonder why the revert did not restore them in the language files? || i did a manual revert because there were some more changes which would have led to conflicts otherwisewas somehow decided || as this was a rather old feature i suppose there were translations for most languages can you readd the translated values as well? or should i go  digging in the history? 😉 || so i re-implemented parsing and serialization of content selectors and added tests for it it is probably not the most beautiful fashion but i need to (want to) link to the old code and not have to re-write the gui speaking of the gui: the content selectors seem to be working fine if the metadata is in the bib file the gui in the entryeditor is not actually beautiful but i guess it has never been (does anybody feel like polishing the ui?) however i do not see options –> manage content selectors maybe that has not been ported from  #2068 yet? maybe someone who is more familiar with the menu than me can have a look? :)finally the test currently say:```netsfjabreflogichelphelpfiletest > refertovalidpage failed```although there seems to be a help page here: http://helpjabreforg/en/contentselector someone certainly has a pointer for that? || regarding the help file there is an enum called helpfiles or similar  forthe name of the help pagei can take a look at the dialog thing in the menuam 30112016 5:10 nachm schrieb ""jörg lenhard"" <notifications@githubcom>:>> so i re-implemented parsing and serialization of content selectors andadded tests for it it is probably not the most beautiful fashion but ineed to (want to) link to the old code and not have to re-write the gui>> speaking of the gui: the content selectors seem to be working fine if themetadata is in the bib file the gui in the entryeditor is not actuallybeautiful but i guess it has never been (does anybody feel like polishingthe ui?) however i do not see options –> manage content selectors maybethat has not been ported from #2068 yet? maybe someone who is more familiarwith the menu than me can have a look? :)>> finally the test currently say:>> netsfjabreflogichelphelpfiletest > refertovalidpage failed>> although there seems to be a help page here:http://helpjabreforg/en/contentselector someone certainly has a pointerfor that?>> —> you are receiving this because you authored the thread> reply to this email directly view it on github or mute the thread || i pushed a commit which should take care of the menu item (hopefully i directly edited it on github) || @tobiasdiez indeed it does! nice :) that means the feature is back!regarding the help files there is `content_selector(""contentselector"")` in `netsfjabreflogichelphelpfile` so the test really should not fail should it? || ok seems we are back on track only the google scholar test is failing now which i hope is just a random connection problem on the side of travis the same might have applied for the help file testso now we can do some more code review and at a certain point have the users from #2221 try out the feature to make sure that it works || @tobiasdiez i addressed most of your comments i agree that ""content selectors"" is probably not the most appropriate name for the stuff this feature does but it is the name under which it has existed for a long time and is known at least by some people i would say that consistency in naming tops appropriateness of the namefurthermore i removed the entry editors update code as you asked for the updating of the content selectors did not even work with this code i tried to replace it with something else and failed so for now you have to restart jabref to get a change in the content selectors to work maybe someone from @jabref/developers can provide a hint on how the refresh of the entry editor should work?finally i will leave the problems in the localization for @siedlerchr to fix :) || closing and reopening of the entry editor does not work? (potentially with selecting another entry?) || @matthiasgeiger unfortunately not the changed data makes it into the metadata but the gui does not notice it is only up-to-date when the metadata is re-read from disk and the entryeditor is re-built closing and reopening the bib file does the trick or restarting jabref || so we would like to get this into v38 which hopefully can be released in december what is missing: - [ ] correct the language files - [ ] have selector keywords updated without reloading of the bib file - [ ] have the users play around with it to see if it really worksi was hoping that @siedlerchr could do the first two points and hopefully soon :-) @siedlerchr what is your opinion on that? || yeah i will try to work on it at least i tried to fix the language files yesterday i will continue working on it the weekend || "
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,follow up for #1323 batch fulltext downloader - 	rename menu item to plural for finding full texts- 	disable menu item when there are no documents selected for fulltext retrieval- 	fix layout of file dialog and increase size of file path significantlyold:![image](https://cloudgithubusercontentcom/assets/2141507/20975849/030bb4ce-bca1-11e6-9b2f-e0f30601d72dpng)new:![image](https://cloudgithubusercontentcom/assets/2141507/20975639/549853a2-bca0-11e6-8107-2742d7381258png)  
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"fix a few group related issues this pr fixes #2334 #1873 and #1681since i didnt understood the groups code i also refactored it main changes:- split `keywordgroup` class into `wordkeywordgroup` which splits field content into words and then matches them and `regexkeywordgroup` that uses a regular expression for this job- extract serialization of groups to `groupserializer` (previously every group decided about its own serialization via the `tostring` method)- move a few things from model and logic to gui since they mostly contained ui-related stuff (eg groupdesrciptions)---- [x] change in changelogmd described- [x] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? the groups code is a mess :-( thanks for being willing to put up with this!unfortunately the amount of changes is too large for meaningful review and my knowledge on groups and the related code is too limited i would trust your ability and the amount of tests that you added here together with the working build cosmetic changes can be made on a later occasion i am sure this is not the last visit to the groups codesince this is on your private branch we have no build on buildsjabreforg if we had we could ask the people that reported the issues to try out this version any chance of getting a build for this? || decision: merge so that many people will be able to test it we can include code review comments later in a separate pri am very aware of the risk refs #1495 || - [ ] dragging an entry to a group does not refresh the main table (keyword-based group)- [ ] context menu shows ""remove group keep subgroups"" even though there are no subgroups- [ ] deletion of a static group does not remove the assignment of entries to it- [ ] clicking on a group and pressing <kbd>del</kbd> triggers the dialog ""do you want to remove the selcted entries"" if i press <kbd>cursor down</kbd> the next group is selected thus <kbd>del</kbd> should really apply to the current groupnothing important or me think this was also happening using the old groups code || "
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"rename ""xmp data"" to ""xmp-metadata"" i worked with the ""import inspection dialog"" which offers to offer entry-creation based on xmp meta data (refs #938) the dialog renders as follows:![grabbed_20161216-072757](https://cloudgithubusercontentcom/assets/1366654/21253754/34de5c92-c361-11e6-80dd-d987519a9405png)my issue is that is uses both ""xmp data"" and ""xmp-metadata"" for the same thing i wanted to rename ""xmp-metadata"" to ""xmp data"" but ""xmp-metadata"" appears in jabref much more often thus i decided to keep ""xmp-metadata"" and just adapt two other strings to that writingnew rendering:![grabbed_20161216-072851](https://cloudgithubusercontentcom/assets/1366654/21253772/5382e5f0-c361-11e6-95d1-2ac102723e59png)discussion: maybe we should use ""xmp metadata"" (without dash) or even ""xmp meta data""  "
1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,"datepicker fix fix for #2403 - and as i was just touching this stuff again: i replaced our custom `easydateformat` class with a standard `datetimeformatter`- [ ] change in changelogmd described- [ ] tests created for changes- ~~[ ] screenshots added (for bigger ui changes)~~- [x] manually tested changed features in running jabref- ~~[ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)~~- ~~[ ] if you changed the localization: did you run `gradle localizationupdate`?~~ documentation at http://helpjabreforg/en/timestampdoes not work with master and v38 on my side v37 does not compile any more (""could not find deundercouch:citeproc-java:100-snapshot"") does also not work with v36 the solution is to reset the preferencessolution works for me @matthiasgeiger thank you for the fix || does not work for me even after resetting the preferences (jabref-381-dev--snapshot--2016-12-20--master--b655bfdjar) || @mlep: after resetting the preferences the timestamp field appears for me and the datepicker works as desired the dev version you mention in your comment is not the most recent one maybe it did not yet include the fix can you try again with jabref-381-dev--snapshot--2016-12-20--master--62d55e1jar || indeed the calendar is displayed nowhowever the `clear` function does not work as expected: the timestamp field is not cleared if i click on `today` then `clear` works || @mlep indeed! clear only works if a proper date is already in the field if you insert something else such as `abc` then clear does not work@matthiasgeiger can you please address this? since this pr is already merged i guess we need a follow-up pr || note: for me it does not clear even if the field content looks good like: ` timestamp      {2016-10-26}` || "
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,switch to latex2unicode motivation is discussed in #2465 fixes many conversion problems such as those discussed in #2063 and #207- [x] change in changelogmd described- [x] tests created for changes- [x] manually tested changed features in running jabref please remove the old latex2unicode formatter code otherwise good to go || since the build is passing and there are two approved reviews i will merge this into master now and close the related issues ||
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,switch to latex2unicode motivation is discussed in #2465 fixes many conversion problems such as those discussed in #2063 and #207- [x] change in changelogmd described- [x] tests created for changes- [x] manually tested changed features in running jabref please remove the old latex2unicode formatter code otherwise good to go || since the build is passing and there are two approved reviews i will merge this into master now and close the related issues ||
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,keyword - special field synchronization fixes #2580 synch should now work appropriatelyfew questions here @koppor and all others:- [x] if keyword sync is enabled there is the possibility that we have multiple `rank1 rank4` keywordsonly the first one is synched with the special field was this always like this? seems like a bug to me - [x] if we change the preferences from write special fields to file to keyword synchronization the data gets lost did i introduce this or was this a bug? @lenhard talked to @koppor this was always the case writable fields and keyword fields were never synchronized we have to defer this until a reimplementationsee #574 ||
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,implement #1904: filter groups <!-- describe the changes you have made here: what why  -->add textbox add the bottom of the groups panel which allows for filtering the groups by name implements #1904![snipimage 002](https://cloudgithubusercontentcom/assets/5037600/23312248/551f4540-fab9-11e6-9a05-518080dfeb3ejpg)- [x] change in changelogmd described- [x] tests created for changes- [x] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? great idea however i would place the search bar on top of the screen and not at the bottom or alternatively is there a way to reuse the existing search bar and add an option to search for groups? || maybe its indeed a good idea to move the search bar and button to the topas this is an easy change i would postpone it for the moment and see what kind of further user controls are necessary in the group pane  || on the bottom looks good to me || i think having the search box at the bottom is fine for now since we can also change it easilythe feature works nicely with normal-size bib files but i just checked it with the large bib file and there the feature scales very badly if i enter something into the search field it freezes and nothing happens for one or two minutes until the rearrangement of the groups appears (as desired) do you see a chance to speed this up? maybe some parallelism using `parallel()` in streams could help? || looks like other people see a group-related performance degradation: https://githubcom/jabref/jabref/issues/2561#issuecomment-283417338 so this is most likely not specific to this pr and you could go for a mergehowever we really need to follow up with a performance improvement pr || since as indicated in https://githubcom/jabref/jabref/issues/2561#issuecomment-283494292 the degraded performance for large bibs is expected at the moment and will be tackled separately i think this is ready for merge (which i am doing right away) || one suggestion as i just stumbled over it: i think the searching should be case insensitive (although this might further slow down the searching -)) || should the performance issue with the groups filtering (which is still massive) also be added to the 40 milestone? || @aegit i am not exactly sure which issue you are referring to but yes: we should try to improve performance before a final release so if there is an open issue that should be in 40 please point me to it! || @lenhard the performance issue im referring to happens with large databases (>10k entries ~1k static groups) in conjunction with the groups filtering when you try to find a group using the newly implemented groups search/filter you have to wait for several minutes for the search to complete during that time jabref behaves as if it had crashed you mentioned this problem yourself in this comment:https://githubcom/jabref/jabref/pull/2588#issuecomment-283042778should i open a new ticket for this? || @aegit yes please open a new ticket for this so that we do not forget it || done )https://githubcom/jabref/jabref/issues/2852 ||
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"fix title-related key patterns in bibtexkeypatternutil <!-- describe the changes you have made here: what why  -->related to [#2604](https://githubcom/jabref/jabref/issues/2604) and [#2589](https://githubcom/jabref/jabref/issues/2589)in the class bibtexkeypatternutil ive added cases for [title] and [camel] to try and make them conform to the [documentation](http://helpjabreforg/en/bibtexkeypatterns)@siedlerchr was also working on this issue [here](https://githubcom/jabref/jabref/pull/2597) i found out that  `caseformatlower_camelto(caseformatupper_camel entrygetfield(fieldnametitle)orelse("""")replaceall(""\\s+"" """"))`didnt work because to be able to transform the title into upper_camel this way the title has to be in  lower_camel case initially which is often not the caseive added some test cases and changed a few others to conform to the documentation i still need to take a look at the failing tests- [x] change in changelogmd described- [x] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? codewise looks good! 👍  thank you very much for your contribution would you please check the failing tets? (just click details on the red-marked travis build and you are able to see the log) from what i saw there is jut another unit test which tests key generation which has to be adapted!  || thanks! ill try to fix it tomorrow 👍  || @siedlerchr ive taken a look at the failing tests and after making a small change to the code and to some tests its now workingsome tests failed because most of the formatter classes only work if the input is a non concatenated string || from my point of view it looks good  however another dev should take a look too if you could just add a changelog entry it would be nice otherwise we can create it on merge  || i wonder whether it would be possible to add test cases to makelabelwithdatabasetestjava with all patterns listed at http://helpjabreforg/en/bibtexkeypatternsi saw that you also added `[camel]` and added a test for that in bibtexkeypatternutiltestjava to test the ""user experience"" i would like to ask to add some tests for that in makelabelwithdatabaseteststrangely `camel""equals(val)` is not test covered even though it should?!![grabbed_20170305-212351](https://cloudgithubusercontentcom/assets/1366654/23591026/44dc023a-01ea-11e7-8f43-d82290a09587png)https://codecovio/gh/jabref/jabref/src/ee7445652023f95e7c623c75c93058b9f2f4adf9/src/main/java/org/jabref/logic/bibtexkeypattern/bibtexkeypatternutiljavaif it is too much effort we can just go ahead and merge! || i have added a test for the [camel] case to makelabelwithdatabasetestjavahope the `camel""equals(val)` is covered now :)are there any additional test cases i should add?edit: about checking all the patterns listed at http://helpjabreforg/en/bibtexkeypatterns i can work on that but im pretty busy the next couple of daysso id rather have this merged now and work on adding the additional test cases later || yeah its covered: https://codecovio/gh/jabref/jabref/src/6aa925b7ec6fc2e1deb497a898e076bc747630da/src/main/java/org/jabref/logic/bibtexkeypattern/bibtexkeypatternutiljavaill go ahead with the merge and look forward to other tests / general improvements we have a huge list of smaller tasks at https://githubcom/koppor/jabref/issuesthank you for the good work! || we just discovered that our documentation was wrong and that `camel` should be a modifier: `title:camel`it should work with `title:capitalize`see https://githubcom/koppor/jabref/issues/237 || hmm ok ive responded in the issue since it is not entirely clear to me what has to happen || "
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,fix exception when parsing groups which contain a top level group fixes the import of #2600 the problem occurred when after the definition of a subgroup of level >0 a group definition with level 0 followed```2 explicitgroup:15\0\0 explicitgroup:16\0\2 explicitgroup:17\0\```<!-- describe the changes you have made here: what why  -->- [x] change in changelogmd described- [x] tests created for changes~~- [ ] screenshots added (for bigger ui changes)~~- [x] manually tested changed features in running jabref~~- [ ] check documentation status (issue created for outdated help page at [helpjabreforg]~~(https://githubcom/jabref/helpjabreforg/issues)?)~~- [ ] if you changed the localization: did you run `gradle localizationupdate`?~~ failing test was google scholar ||
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,fixed wrong logger import fixes the first part of #2617  
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fix2613 provided a macos specific routine for opening tex editors to import citations to fix #2613the solution has been tested with texstudio and texmaker- [x ] change in changelogmd described- [x ] manually tested changed features in running jabref looks good to me as a small fix in general i wondered if it isnt useful to integrate the pushtoapplication somewhere in the desktopos classes i mean there are already methods for opening a file/with an application for each os || lgtm 👍 would also love to see more os-specific stuff integrated in the desktop classes ||
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,"refactor oo connection also fixes #2484trying to simplify oo detection logic- removed cancel option in auto detection logic- removed some of the preferences variables for oo directories and try to keep only the root directory and search for the necessary files inside this directory- added two file finder helper methods inside fileutil- lots of variable method and class renamings- used javanio were possible- some graphical ui improvementstested on- [x] windows with libreoffice 5 and multiple installations- [ ] windows open office 4 (will only work with 32-bit jre!)```javalangunsatisfiedlinkerror: c:\program files (x86)\openoffice 4\program\jpipedll: cant load ia 32-bit dll on a amd 64-bit platform```- [x] linux libreoffice 5`unoiljar` is missing however it would even work without that jar not sure whats the problem here and why it is gone two other jars `java_uno` and `unoloader`are there looks like we can maybe include the uno libraries from gradle (https://mvnrepositorycom/artifact/orgopenoffice) rather than loading them from the classpath of the installation?! maybe a license problem @koppor ?for ubuntu you need to install the additional package:http://packagesubuntucom/de/xenial/libreoffice-java-common- [x] linux open office- [x] osx openoffice- [x] osx libreoffice @jabref/developers @chochreiner i think this has improved quite a bit now need your help on a few question (especially libreoffice 5 linux jar poblem) and your testing here! || i can test windows and ubuntu with libre office regarding the inclusion of jars arent the jars version depended on the installed version of open office/libre office? || open office works fine on macoslibreoffice cannot be detected automatically || @chochreiner great thanks! is libreoffice missing the `unoiljar` inside the `program/classes` folder probably?the logic basically is:1 look inside `/applications` for folder names that contain (case insensitive) `libreoffice | openoffice` folder names2 check for `sofficebin` executable mostly inside `program/`3 check for the uno jars `""unoiljar"" ""jurtjar"" ""juhjar"" ""ridljar""` mostly inside `/prgram/classes/` || libreoffice seems to have a new internal package structure compared to oothey have migrated to dylibs || hm im not sure what this means for our current logic as far as it is implemented right now every connection will fail if any of those libs are missing still it was perfectly fine for a few tests even without the `unoiljar` || libreoffice provides this libs: https://mvnrepositorycom/artifact/orglibreofficeaccording to his project https://githubcom/libreoffice/loeclipse the libs can be found:> search for the libreoffice jars unoiljar juhjar jurtjar ridljar unoloaderjar you find them here:> >     macos: /applications/libreofficeapp/contents/resources/java>     ubuntu: /usr/lib/libreoffice/program/classes>     windows: c:\program files\libreoffice 5\program\classes\>  || @siedlerchr i installed lo 5 on windows and ubuntu and the `unoiljar` is missing the rest is there || @stefan-kolb  under windows 10 lo 53 64bit  the unoiljar is there in `c:\program files\libreoffice 5\program\classes` for ubuntu you need to install the additional package:http://packagesubuntucom/de/xenial/libreoffice-java-common || @siedlerchr hm thats bad for us as the user needs to install that manuallyprobably there is an equal problem with osx || i can confirm that all jars are availalable in: /applications/libreofficeapp/contents/resources/java  || we then should add this at least for linux to the installation instructions that the -common-java package is required || @chochreiner hm ok then the automatic detection should work || @siedlerchr @tobiasdiez i have added a new directory chooser in the fx dialog service can you please take a look? one thing that i noticed is that all of these dialogs have no parent (ie not model) therefore hide in the background if the user clicks somewhere else dunno if we want them to behave like this || the openoffice provides both sofficebin and soffice libreoffice only provides soffice --> with this fix the automatic detection works for me || @chochreiner ah nice thanks so much christoph! || @jabref/developers otherwise im done with this thanks everybody for your help and input 😄 👍 || i also added our finds to the documentation under __known issues__ || "
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"fix #2680 and fix #2667: swing errors are catched properly and without freezing hopefully fixes that the error console is not updated properly #2667 as well as that swing errors lead to frezzing #2680 at least for me it works now without problems @stefan-kolb @lynyus can you please also check itfor the error console i took the suggestion https://githubcom/jabref/jabref/issues/2667#issuecomment-288742546 by @matthiasgeiger the freezing after a swing message occurred since ̀`loggerwarn(""no localized message exception message defined falling back to getmessage()"")`lead to recursive calls (actually log4j has some logic to prevent deadlocks but these dont take effect since the original message is thrown in the swing thread while the above ""no localized messsage"" is posted in the javafx thread) i simply changed it to log level ""debug"" which effectively hides it in most cases as a positive side effect the scroll issue mentioned in https://githubcom/jabref/jabref/issues/2667#issuecomment-288714639 is also fixed<!-- describe the changes you have made here: what why  -->- [ ] change in changelogmd described- [ ] tests created for changes- [ ] screenshots added (for bigger ui changes)- [x] manually tested changed features in running jabref- [ ] check documentation status (issue created for outdated help page at [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)- [ ] if you changed the localization: did you run `gradle localizationupdate`? will look at it- [x] console update seems to be fixed #2667 - [x] unavailable fetcher results in normal console log again without ui freezes || @matthiasgeiger you are right my changes are more a workaround than a proper solution however since the deadlock only appears if an exception is logged in the swing thread and afterwards the guiappender also logs something i decided not to invest more time probably a application-wide lock for the appender is needed ||"
