prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
1906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Check Integrity year check added #1897 Added last four nonpunctuation characters should be numerals in Check Integrity year - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef Thanks! The tests fails because of missing translation strings.  If you run the logic/i10/LocalizationConsistencyTest.java you will get a list of strings which are not in the translation files. Add those to the English one and run the script that the output tells you to. Then  all languages are updated and the test should pass (you may have to refresh the files in your IDE in case it fails again). Also  see: https://github.com/JabRef/jabref/wiki/Code-Howtos#using-localization-correctly  If you can add a test to IntegrityCheckTest (or whatever it is called) that really tests for this new feature it would be great.  || I hope  it is correct now. Please set label "ready-for-review". Thanks.  || Thanks for your work :+1: LGTM!  If you reword the changelog  we can merge it in.  || A probably stupid question: why not just check that the year field consists exactly of 4 digits?  || @tobiasdiez  Because the offical bibtex spec says so: See the issue for details: https://github.com/JabRef/jabref/issues/1897#issuecomment-243756785  || Got 3 minor comments and then we can merge :+1:   || Thanks :smile:  LGTM :+1:   || LGTM  too.  || 
1914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Check integrity edition check implemented #1912 Implemented a check for the field edition. The check differentiates between BibTeX and BibLaTeX mode of the database. - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef Please set label "ready-for-review". Thank you.  || LGTM +1  Just let someone other look at it  too.  Another thing I just got in mind is that the whole checker code could be refactored to use lamdbas  because we have a nice Functional Interface. Will create a new issue for discussing that.   || LGTM :+1:  too. Just change the order in the if statement as @Siedlerchr suggest and then this could be merged.  || And please extract the checker to its own file.  || LGTM from my side now. :+1:   || @grimes2 Please rebase this on master and we will merge it in.  || :+1:  || Thanks for your contribution!  || 
1926,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,Extract all Integrity checker classes to its own file Issue #1922 - [ ] Change in CHANGELOG.md described - [x] Manually tested changed features in running JabRef You have still some checkstyle erorr with your imports. If you run eclipse and have the JabRef profile inlcuded  then you can just do Strg+Shift+o for oganizing imports and your checkstyle error will go away  ) PS: you should also run ./gradlew check before a commit to see if all is right  || Ahh. :laughing:  Thanks. Please set label "ready-for review"  || Looks fine code-wise  solid work! Can be merged  in my point of view.  || Yes  LGTM  too!  || 
1928,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Support CitationStyles Implements #119.  The User can choose multiple CitationStyles which he can cycle threw in the preview panel (forward with <kbd>F9</kbd>  backwards <kbd>shift</kbd> + <kbd>F9</kbd>  both are in the context menu and the menu bar) . As discussed I removed the 2nd Preview. ### Preview before:  ![preview_before](https://cloud.githubusercontent.com/assets/15333371/18280266/c6853006-7458-11e6-8828-4484a74bbda6.PNG) ### Preview after:  ![preview_after](https://cloud.githubusercontent.com/assets/15333371/18280283/d74107e4-7458-11e6-8c88-216281c78758.PNG) ### Preferences before:  ![preferences_before](https://cloud.githubusercontent.com/assets/15333371/18280265/c684f26c-7458-11e6-9672-fde6b684a11b.PNG) ### Preferences after:  ![preferences_after](https://cloud.githubusercontent.com/assets/15333371/18280282/d7368f08-7458-11e6-9bc6-dac0e119443c.PNG)  I didnt include the localization (other the English) on purpose because they create unnecessary conflicts when rebasing quite often (I push them when everything else is fine).  The Help page has to be updated too. I do that as soon as this PR is merged. - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Screenshots added (for bigger UI changes) - [x] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  Warning: currently I read the available CitationStyles at runtime. I had problems reading them from the gradle dependency thus currently they are only found when JabRef is started from the JAR. The text of the preferences tab is not completely visible  either reword or adjust the width of the side panel.  || When pressing the up or down button the selected entry becomes deselected and I have to select it again  this can be quite frustrating if I want to move a citation style to the top. Can you please change it so the selected entry stays selected?  || The preview panel is not being updated after changing the citation style but rather displays always the first selected entry.  Steps to reproduce: 1. go to preferences and add a citation style 2. In the main table select an entry and open the preview panel 3. press F9 to see the newly added citation style 4. select a different entry and the preview panel will not update but use the information of the first selected entry EDIT: it will update the citation style though  || The preview panel is not being updated after changing the citation style when working with multiple databases.  Steps to reproduce: 1. go to preferences and add a citation style 2. open at least two databases with at least one entry 3. in the main table select an entry and open the preview panel 4. select the second database and an entry 6. press F9 to change to the newly added citation style 5. the preview panel will not update at all but the status says the citation style has changed When switching to the first database the preview panel has updated and responds to citation style changes.  || I think it would be great to also add the selected citation styles to the "Export to clipboard" dialog.   || When the bugs are fixed and the other minor comments have been addressed then its fine by me.  || Fixed the Bug (both were caused by the same thing) Is the Export to clipboard important? You can already copy the current preview via context menu on the preview panel.  || <s>The context menu exports text only. Is it possible to export the HTML?</s> When pasting into Microsoft Word  everything is formatted correctly.  The "export to clipboard" is not important. If some interested user requests it  work on it can be done.  || Is the use of Citation Styles only for the preview pane ?  I have downloaded the latest developer version and connected to a LibreOffice document to see if I could use the CSL styles to format my bibliography  but when I open the "Select style" window  only the jstyle format seems to be supported.    || I think  this would be the next logical step: to use Citation Styles in Libre Office.  || Please open a new issue to offer tracking the status. Maybe @oscargus has some time to work on that.  || If I use Biblatex style biblio entries  then I have fields like "journaltitle " "location " and "date" instead of "journal " "address " and "year."  These are not picked up by the new Preview citation styles.    Further  as reported by boceckts above  one cant get the citation style displayed  so as to edit it.  The whole new Preview citation feature is wonderfully helpful. I use it a lot!  Thank you. || 
1931,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Export number field as number if not patent or issue in office 07 xml Add : Export key field (not to be confused with bibtexkey field)   Add test for custom entry type and key field  Refs #1851   Documentation has to be updated.  <!-- describe the changes you have made here: what  why  ... --> - [X] Change in CHANGELOG.md described - [X] Tests created for changes - [X] Screenshots added (for bigger UI changes) - [X] Manually tested changed features in running JabRef - [X] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Added mapping between note field and comments field. Now all official fields  should be mapped. I will update help accordingly.  || :+1:   ||
1934,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Removed external dependency in logic An alternative to #1924 : hard coded `PS` and `PDF` as file type names.  Still some methods that can be removed in `ExternalFileType` (the original thing done in #1924 .  I created three `gui` packages: - `externalfiletypes` for things related to `ExternalFileType` - `externalfiles` for things (primarily) related to the actual files - `filelist` for things related to `FileList` - [x] Change in CHANGELOG.md described LGTM :+1: I like this solution. Personally  I wouldnt separate externalfiletypes and externalfile  but this is probably a matter of taste.  || LGTM as well! And I am in favor of the separation.  Just for clarification before merging: Do you still intend to move `ExternalFileType` and `ExternalFileTypes` into one of the other packages? Or  since the external dependencies on the classes are removed now  will you keep them in gui?  Both ways would be fine in a sense. If those classes are exclusively used in gui  it is fine to keep them there  even if they are could be refactored in a gui-independent fashion.   Before merging the build has to succeed of course.  || The plan is to keep it as is as it solves the problem.  One may indeed think of different solutions regarding the amount of packages and there is no clear border  especially considering `filelist`.  Regarding the builds: clearly I picked the wrong field in `ExternalFileType`... Will fix it.  || Correct field. Bad at reading...  || Not sure why the Circle CI-tests are not executed  but the things are fixed now anyway.  || I closed and reopened the PR to give travis another chance to build the branch.  So can we merge this?   || Good idea and it worked! The build succeeded  so we can merge it.  ||
1942,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,Mods importer Regarding: #1920   Adds an importer for the MODS (xml) format. The importer is written with a JAXB parser. Details on the format and the newest xml schema can be found [here](http://www.loc.gov/standards/mods/). Ive used the newest schema (version 3.6). - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef I just merged my XMLunit changes n #1944.  I think it can useful for you too. Allows checking/validating XML against a schema  too   || I think your code looks good but generally I would like to see more comments and try using more lambdas. :+1:   || I do not really get why travis is failing...   || The problem seems to with the integration tests  not related to your changes  || Hm  Im also wondering why codecov is not running the tests. The test coverage should be much higher...  || I dunno about CodeCo  from my point of view its good! :+1:  @boceckts  Please have a final look  || Okay  I merge it in now as all things are resolved :+1:  Regarding the failing tests we should investigate that in a new issue.   ||
1944,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,Try around with XMLUnit <!-- describe the changes you have made here: what  why  ... -->  See #1943 for details  - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes) - [ ] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Please fix the two comments and then directly merge it.  ||
1950,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Towards hierarchical keywords <!-- describe the changes you have made here: what  why  ... -->  This PR is the first step towards supporting hierarchical keywords #628.  - [x] Refactor the keyword-related code to use new classes `KeywordList` and `Keyword`  - [x] Unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 - [ ] Move keyword delimiter from preferences to metadata (database properties) -> new PR - [ ] Add hierarchical delimiter and change parsing logic in `KeywordList` accordingly -> new PR - [ ] Change UI to support hierarchical keywords -> new PR  Note: I also moved the StringUtil class to model (in some sense it is JabRefs own String class) and removed EntryUtil (only had methods related to strings (-> StringUtil) or keywords (-> KeywordList) ). - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes) - [ ] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
1950,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Towards hierarchical keywords <!-- describe the changes you have made here: what  why  ... -->  This PR is the first step towards supporting hierarchical keywords #628.  - [x] Refactor the keyword-related code to use new classes `KeywordList` and `Keyword`  - [x] Unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 - [ ] Move keyword delimiter from preferences to metadata (database properties) -> new PR - [ ] Add hierarchical delimiter and change parsing logic in `KeywordList` accordingly -> new PR - [ ] Change UI to support hierarchical keywords -> new PR  Note: I also moved the StringUtil class to model (in some sense it is JabRefs own String class) and removed EntryUtil (only had methods related to strings (-> StringUtil) or keywords (-> KeywordList) ). - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes) - [ ] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
1950,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Towards hierarchical keywords <!-- describe the changes you have made here: what  why  ... -->  This PR is the first step towards supporting hierarchical keywords #628.  - [x] Refactor the keyword-related code to use new classes `KeywordList` and `Keyword`  - [x] Unified keyword delimiter to be a single character and in this way fixed the issues mentioned in #705 and #1877 - [ ] Move keyword delimiter from preferences to metadata (database properties) -> new PR - [ ] Add hierarchical delimiter and change parsing logic in `KeywordList` accordingly -> new PR - [ ] Change UI to support hierarchical keywords -> new PR  Note: I also moved the StringUtil class to model (in some sense it is JabRefs own String class) and removed EntryUtil (only had methods related to strings (-> StringUtil) or keywords (-> KeywordList) ). - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes) - [ ] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
1952,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,Fix wrong path in error message Fixes #1949  an error message directs to the wrong preference tab. - [x] Change in CHANGELOG.md described - [ ] Tests created for changes - [ ] Screenshots added (for bigger UI changes) - [ ] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) Please resolve conflicts  then its ready to go.  || Conflicts resolved.  || LGTM :+1:  Ill merge it in  ||
1962,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Minor improvements to the JavaFX about dialog Follow up of #1959. @bartsch-dev had a great idea to use his `Version` class to get the changelog url since it already provides a method for it. I only adjusted it slightly so dev versions will be redirected to https://github.com/JabRef/jabref/blob/master/CHANGELOG.md#unreleased. Links will also stay gighlighted after they have been visited.  ![normal version](https://cloud.githubusercontent.com/assets/15340757/18448747/8a24dc0a-792c-11e6-985d-ce0f1876bc59.PNG)  for snapshot versions a new label will be added for the complete version string. ![snapshot](https://cloud.githubusercontent.com/assets/15340757/18448748/8b2078bc-792c-11e6-8a16-e136173aaa38.PNG) - [ ] Change in CHANGELOG.md described - [ ] Tests created for changes - [x] Screenshots added (for bigger UI changes) - [x] Manually tested changed features in running JabRef - [ ] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?) I think the "License: " prefix is not really necessary. "MIT license" is already self-explanatory.  @koppor do you really want this? Also remove the "snapshot" part in the title  e.g. `3.7dev 2016-09-09`  || @tobiasdiez I get the version string from `Globals.BUILD_INFO.getVersion() ` do you only want to remove "snapshot" in the about dialog or in general? For example copy version also calls the same method.  || Like the idea with the VersioInfo solution! :+1:  Is commit included?  || "snapshot" is part of the builds delivered by builds.jabref.org. For example:  > JabRef 3.7dev--snapshot--2016-09-12--javafx--bd3dbe8 > windows 10 10.0 amd64  > Java 1.8.0_101  The complete version string should be shown somewhere in the About dialog.  Does the text wrap work also for this long string without whitespace?  || @grimes2  yes it will automatically be broken down to fit multiple lines.  ![longversion](https://cloud.githubusercontent.com/assets/15340757/18442493/45034776-7911-11e6-9385-1c9cfb630a80.PNG)  || Ok  leave it like that (with snapshot)...it is only for the dev version  so no reason to be pixel perfect.   || Thats fine. The normal versions JabRef 3.7 or JabRef 3.7dev will anyway fit in one line. And for the authors all informations are now delivered. Thank you!  || I still have the opinion that "License:" should be removed  but apart from that 👍 for merge. @koppor your call.  || After talking to @koppor I changed minor things and how the snapshot versions will be displayed  I updated the screenshots in the description of this pr accordingly.  || The about dialog is not centered on the JabRef window. See attached screenshot.  JabRef 3.7dev--snapshot--2016-10-06--javafx--5a4e79a windows 10 10.0 amd64  Java 1.8.0_101  ![grabbed_20161006-181713](https://cloud.githubusercontent.com/assets/1366654/19160726/4042c700-8bf1-11e6-95dc-8572acfb2f53.png)  || Hmm I just tried it with the jar available at http://builds.jabref.org/javafx/ and it worked perfectly for me :thinking:  ![aboutdialogcenter](https://cloud.githubusercontent.com/assets/15340757/19189106/61ec5d8a-8c96-11e6-9bda-4d2b608089a9.gif)  JabRef 3.7dev--snapshot--2016-09-26--javafx--6134490 windows 8.1 6.3 amd64  Java 1.8.0_102  || Works on a single screen. Have to connect to an external screen and check again. I have the feeling that JavaFX does not work well with two screens having a different magnification.  || This was actually tested on a second screen  thats why there are no icons. Your build is also a newer one  maybe this is the reason.  On Oct 7  2016  14:22  at 14:22  Oliver Kopp notifications@github.com wrote:  > Works on a single screen. Have to connect to an external screen and > check again. I have the feeling that JavaFX does not work well with two > screens having a different magnification. >  > ##  >  > You are receiving this because you authored the thread. > Reply to this email directly or view it on GitHub: > https://github.com/JabRef/jabref/pull/1962#issuecomment-252238662  || 
1970,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fixes #1958: Verbatim URL field is no longer checked for HTML encoded chars - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef Please adjust the javadoc comment and then its good to merge :+1:   ||
1989,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Rewrite mods exporter and add test for it Regarding: #1920  Rewrite the MODS exporter with a JAXB parser.  Details on the format and the newest xml schema can be found [here](http://www.loc.gov/standards/mods/). Ive used the newest schema (version 3.6). This PR uses the same gradle script and schema as in #1942 .  - [ ] internal QS - [x] Tests created for changes - [x] Manually tested changed features in running JabRef For some reason codecov does not run the class `ModsExportFormatTestFiles` like in #1942  ...   || @tschechlovdev  Codecov seems to work again:  codecov/project — 28.28% (+0.42%) compared to a8e1488   || Please work on coverage - or is the coverage indication wrong?  ![grabbed_20160921-091358](https://cloud.githubusercontent.com/assets/1366654/18701229/de5b056e-7fdb-11e6-8148-24f53a816038.png)  || No  I have two test classes. `ModsExportFormatTest` and `ModsExportFormatTestFiles`. The coverage comes from `ModsExportFormatTest`  but `ModsExportFormatTestFiles` does not seem to be executed.  I tried to rename `ModsExportFormatTestFiles` to `ModsExportFormatFilesTest`  because I had the intention that it is because the class didnt end with test. Though that also does not seem to work.  || Regarding the test coverage. I have no idea  but maybe it is related to the fact that its a parameterized test?  || Regarding the not executed tests https://github.com/JabRef/jabref/pull/2017#issuecomment-248593717.  || Please increase test coverage.  I did not see a roundtrip test: bibtex -> mods -> bibtex and mods -> bibtex -> mods. Is that possible?  || @koppor  Regarding test coverage: Its still the same problem that the parameterized test are not run by codecov. I will take care of this in a separate PR. Regarding the roundtrip test: I will add one.  || I remove the "ready-for-review" for the moment until the comments are addressed. Please add it again afterwards. Thanks.  || Good! I merge in!  || Im getting the following error:  ``` :compileJava /home/admir/tmp/jabref/src/main/java/net/sf/jabref/logic/exporter/ModsExportFormat.java:60: error: incompatible types: Character cannot be converted to String             .getKeywordSeparator()  ```  OS data:  ``` Distributor ID: Debian Description:    Debian GNU/Linux 8.5 (jessie) Release:        8.5 Codename:       jessie ```  || Ill take a quick look  || @obraliar  Works fine. Did you run ./gradlew eclipse (or build whatever youride is) ? And also ./gradlew check executes fine. No related error.  || @Siedlerchr What OS are you using? `./gradlew assemble` and also `./gradlew check` fails with the same error. I cloned jabref into another directory to annul all factors. Unfortunately  it doesent work. It works when resetting to the commit before.  || @obraliar  Now it get the same. Seems like my local repo was not update to date. I will revert that commit here.  Problem is the internal class stuff. @tschechlovdev  Sorry  but you have to fix this   || @obraliar  I just reverted the commit. Follow up discussion in #2078  || 
2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Check avaiable help lanugages when opening specific help page <!-- describe the changes you have made here: what  why  ... -->  If help lang not avaiable use English Fix for #1937 - [X] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Screenshots added (for bigger UI changes) - [X] Manually tested changed features in running JabRef - [x] Check documentation status (Issue created for outdated help page at [help.jabref.org](https://github.com/JabRef/help.jabref.org/issues)?)  
2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Implemented Integrity MonthChecker MonthChecker added. #2012 - [x] Change in CHANGELOG.md described - [x] Tests created for changes - [x] Manually tested changed features in running JabRef pattern thing fixed  || Thanks for your contribution! Looks good now :+1:  I will merge it in now   ||
2027,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Disable context menu action on selection of multiple entries If multiple entries are selected  some  context menu  toolbar and menu actions are now disabled. Disabled actions: - Print entry preview - Attach file - Edit entry - Open folder (enable only  if file exist) - Open file (enable only  if file exist) - Open URL or DOI (enable only  if url or doi exist) - Merge entries (enable only on select of two entries)  These actions make no sense to be used when there are multiple entries selected. For further information have a look at #463   Context menu before change:  ![2016-09-22_15h50_28](https://cloud.githubusercontent.com/assets/13031192/18750832/10981b3c-80dd-11e6-96cb-af3b83864d59.png)  Context menu after change:  ![2016-09-22_15h50_45](https://cloud.githubusercontent.com/assets/13031192/18751046/d1eefaa8-80dd-11e6-9d3e-e1d6b3794524.png)  Edit menu before change:  ![2016-09-22_15h51_28](https://cloud.githubusercontent.com/assets/13031192/18750871/398a97e0-80dd-11e6-9a8c-71af8553b537.png)  Edit menu after change:  ![2016-09-22_15h51_55](https://cloud.githubusercontent.com/assets/13031192/18750887/44f77bc0-80dd-11e6-84b9-de724fd66535.png)  Bibtex menu before change:  ![2016-09-22_15h52_21](https://cloud.githubusercontent.com/assets/13031192/18750919/6538a3a0-80dd-11e6-8911-f7e781ec224e.png)  Bibtex menu after change:  ![2016-09-22_15h52_44](https://cloud.githubusercontent.com/assets/13031192/18750934/751fe1a2-80dd-11e6-94f2-633872d1fc51.png)  Quality menu before change:  ![2016-09-22_16h34_33](https://cloud.githubusercontent.com/assets/13031192/18752711/8805176e-80e3-11e6-9c1c-00994c832f16.png)  Quality menu after change:  ![2016-09-22_16h34_52](https://cloud.githubusercontent.com/assets/13031192/18752781/bf2f9318-80e3-11e6-84da-d94dcf7f5b57.png)  Tools menu before change:  ![2016-09-22_16h35_17](https://cloud.githubusercontent.com/assets/13031192/18752801/d894e6e6-80e3-11e6-9471-80ca13d5ae64.png)  Tools menu after change:  ![2016-09-22_18h08_02](https://cloud.githubusercontent.com/assets/13031192/18756271/999a78fa-80ef-11e6-89fa-8c96cfd547ab.png)  Toolbare button "Edit Entry" before change:  ![2016-09-22_15h53_17](https://cloud.githubusercontent.com/assets/13031192/18750974/911e3246-80dd-11e6-916e-a55196e2f1f7.png)  Toolbare button "Edit Entry" after change:  ![2016-09-22_15h53_44](https://cloud.githubusercontent.com/assets/13031192/18750992/a0aaf488-80dd-11e6-94b5-f1e21f3e50eb.png)  Toolbare button "Merge entries" before change:  ![2016-09-22_16h38_10](https://cloud.githubusercontent.com/assets/13031192/18752857/fc3bfcce-80e3-11e6-92e8-2e3edeffe976.png)  Toolbare button "Merge entries" after change:  ![2016-09-22_16h37_00](https://cloud.githubusercontent.com/assets/13031192/18752874/07bcf530-80e4-11e6-8402-d3147d14196f.png)  Please take a look for merge. THX 😄  - [x] Change in CHANGELOG.md described - [x] Screenshots added (for bigger UI changes) - [x] Manually tested changed features in running JabRef - [ ] Internal QS Complete to disable menu item  toolbar button and context menu on multiple select of entries.  || Merge entries needs to be enabled only if exactly two entries are selected  also disable the following if multiple entries are selected: Tools -> open file Tools -> Open URL or DOI  || All things are complete 😄   || Please resolve conflicts.  || All things are done 👍  If all thing is okay  then it will be nice to take a look to merge.  A big THX 😄   || Besides minor comments: LGTM. - The send-as-email-action internally works with multiple entries  but Outlook cannot receive that long string as text. Thus  it is OK for me to exclude this action.  || All things are done 🎅   || Okay  looks good now. Merge it in. :+1:   ||
2028,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,[WIP] Fix ris import Regarding: #1647  Doi import should now work with the DO field. Also Ive added some fields  that are available in the [RIS specification](http://referencemanager.com/sites/rm/files/m/direct_export_ris.pdf). Ive also done some code cleanups. #1074 should be also fixed now. Ive added the scopus file as test file. - [x] Tests created for changes - [x] Manually tested changed features in running JabRef Travis fails  because the Architecture tests say  that the StringUtil class should be kept as small as possible ...  || Speak with @lenhard if its okay to increase it and how to fix the test   || I tried to contact @lenhard  but didnt get an answer. So for the moment I think it is the best to remove the method from the StringUtil class  so that this PR do not have to wait to long. In addition it would only be 2 classes who would use this method.  Travis is still failing because of a DOI test.  || Yes  it is the proper way for the moment. We can think later on for moving it. I would merge it in then  || @tschechlovdev You contacted me? How? :-) This mention of myself is the first sign I see  but maybe I overlooked something.  || @lenhard  The question was about the "Failing travis test" regarding the StringUtil method. The ideas was to add  a method for replacing unicode dashes: `String[] entries  linesAsString.replace("\u2013"  "-").replace("\u2014"  "--").replace("\u2015"  "--")` which is also used in medline Plain.  || I know Im late to the party  but one question: is this unicode dash needed for the page numbers? Because then there is a cleanup formatter which does the job (Page number normalizer  or some permutation of these words).   || The reason for moving more functionality to `StringUtil` in model was  if I recall it correctly  that the group fixes needed these methods. If the dash replacement functionality is not needed by model classes  why should it go into that package? If you need that in multiple importer classes  why not introduce a util class for the importer package?  || 
2028,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,[WIP] Fix ris import Regarding: #1647  Doi import should now work with the DO field. Also Ive added some fields  that are available in the [RIS specification](http://referencemanager.com/sites/rm/files/m/direct_export_ris.pdf). Ive also done some code cleanups. #1074 should be also fixed now. Ive added the scopus file as test file. - [x] Tests created for changes - [x] Manually tested changed features in running JabRef Travis fails  because the Architecture tests say  that the StringUtil class should be kept as small as possible ...  || Speak with @lenhard if its okay to increase it and how to fix the test   || I tried to contact @lenhard  but didnt get an answer. So for the moment I think it is the best to remove the method from the StringUtil class  so that this PR do not have to wait to long. In addition it would only be 2 classes who would use this method.  Travis is still failing because of a DOI test.  || Yes  it is the proper way for the moment. We can think later on for moving it. I would merge it in then  || @tschechlovdev You contacted me? How? :-) This mention of myself is the first sign I see  but maybe I overlooked something.  || @lenhard  The question was about the "Failing travis test" regarding the StringUtil method. The ideas was to add  a method for replacing unicode dashes: `String[] entries  linesAsString.replace("\u2013"  "-").replace("\u2014"  "--").replace("\u2015"  "--")` which is also used in medline Plain.  || I know Im late to the party  but one question: is this unicode dash needed for the page numbers? Because then there is a cleanup formatter which does the job (Page number normalizer  or some permutation of these words).   || The reason for moving more functionality to `StringUtil` in model was  if I recall it correctly  that the group fixes needed these methods. If the dash replacement functionality is not needed by model classes  why should it go into that package? If you need that in multiple importer classes  why not introduce a util class for the importer package?  || 
2031,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Fix localization task hints fixes: #2029  Replaces hints to the old gradle localization task names with the new ones.  
2034,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,Fix bad web search error messages Fixes #1542  I rewrote the error messages when the fetchers fail (or added them). @zellerdev currently rewrites the medline fetcher #2066. Probably the strange error message automatically disappears when the medline fetcher is ported to the new interface. Thus I think it is ok to merge this PR (and double check before merging #2066).  || Uhm... the change in `GeneralFetcher.java` causes a quite weird exception:  ``` Exception in thread "JabRef CachedThreadPool" java.lang.IndexOutOfBoundsException: Index: 3  Size: 3     at java.util.ArrayList.rangeCheck(ArrayList.java:653)     at java.util.ArrayList.get(ArrayList.java:429)     at java.awt.Container.createHierarchyEvents(Container.java:1441)     at java.awt.Container.createHierarchyEvents(Container.java:1441)     at java.awt.Container.createHierarchyEvents(Container.java:1441)     at java.awt.Container.createHierarchyEvents(Container.java:1441)     at java.awt.Container.createHierarchyEvents(Container.java:1441)     at java.awt.Dialog.conditionalShow(Dialog.java:953)     at java.awt.Dialog.show(Dialog.java:1037)     at java.awt.Component.show(Component.java:1673)     at java.awt.Component.setVisible(Component.java:1625)     at java.awt.Window.setVisible(Window.java:1014)     at java.awt.Dialog.setVisible(Dialog.java:1005)     at net.sf.jabref.gui.importer.fetcher.GeneralFetcher.lambda$actionPerformed$171(GeneralFetcher.java:220)     at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)     at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)     at java.lang.Thread.run(Thread.java:745) ```  Occurs on (successful) searches with an internet connection in my branch for #2101   Has anyone else this problem?  || ... and there is another problem caused by the same change:  The whole UI freezes after some consecutive searches  e.g.  using the IEEE fetcher.  @bartsch-dev Can you investigate this issues?  || Ill look into it tomorrow evening.  || To get the fetchers back working I just reverted your change in `GeneralFetcher.java` (see 6daa5b5)  Why have you changed it in your PR?  || To not show the fetcher dialog if the fetching was not successful. Now fetcher dialog opens  the error message is on top of that and closes when the error message gets closed.  || 
