Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,   things to note had to change namespaces due to fxcop rule  main class and namespace were the same ( pr checklist*    5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    things to note  had to change namespaces due to fxcop rule.  main class and namespace were the same.  (     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,fix testsfix  #4329  the underlying problem is the same as in #4152 however i came up with a workaround for msoffice 1 getting the original field2 check for corporate author (braces start and end)3 get latex free value4 readd braces for corporate 5 parse authorthe only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces that one will probably be interpreted as corporate        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) fix tests fix  #4329    the underlying problem is the same as in #4152  however  i came up with a workaround for msoffice.  1. getting the original field 2. check for corporate author (braces start and end) 3. get latex free value 4. readd braces for corporate  5. parse author  the only edgecase which can occur if the entry starts with an author in latex braces and ends with an author in latex braces. that one will probably be interpreted as corporate.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary   service usage refund strategy associated with a ps cannot be deactivated in rmca test system. the deactivate button is missing when viewing the strategy.   . detailed trouble description   to reproduce in rmca test system: 1. create a ps 2. connect a cfss with refund capability (e.g cfss data - test configuration) 3. add a refund strategy in the service usage section 4. activate the ps 5. open the refund strategy - note that it can now not be deactivated (button deactivate is missing on the dialog).   . workaround and recovery n/a
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary saving po agreement specification fails and spec is not possible to open again . detailed trouble description sw-level: rmca 25.6.3  ep01a (i.e. 25.6.4)  td2041  im facing an issue when attempting to save a po agreement realization specification that contains three different pos. the problem occurs after price enrichment has been performed on all the pos and an attempt is made to save the specification. when the save button is pressed an exception is thrown. the spec has indeed been saved in draft state but when an attempt is made to open the spec from the list of all agreement specifications it fails with a new exception in ui.  the following exceptions can be seen in the rmca karaf log:  2020-11-06t08 15.750+0100 | error | tp1772669530-264 | .b.r.e.i.t.updatetransactionimpl | ransaction.updatetransactionimpl  281 | 182 - com.ericsson.bss.rmca.entitymodificationimpl - 24.75.3 | exception during commit of agreementrealizationspecification 5d9b0964-fcd5-4724-8718-3793bf38c008: no value present. 2020-11-06t08 15.751+0100 | error | tp1772669530-264 | c.e.b.r.r.b.restexceptionhandler | ceimpl.base.restexceptionhandler  154 | 215 - com.ericsson.bss.rmca.restserviceimpl.base - 24.75.3 | an unexpected exception occurred while processing the request java.util.nosuchelementexception: no value present         at java.util.optional.get(optional.java:135)         at com.ericsson.bss.rmca.validation.validation.rules.realmspecific.agreementrealizationspecification.priceenrichmentvalidationrule.lambda$getrelatedcfss$30(priceenrichmentvalidationrule.java:235)         at java.util.optional.map(optional.java:215)         at com.ericsson.bss.rmca.validation.validation.rules.realmspecific.agreementrealizationspecification.priceenrichmentvalidationrule.getrelatedcfss(priceenrichmentvalidationrule.java:231)         at com.ericsson.bss.rmca.validation.validation.rules.realmspecific.agreementrealizationspecification.priceenrichmentvalidationrule.lambda$null$19(priceenrichmentvalidationrule.java:169)         at java.util.stream.matchops$1matchsink.accept(matchops.java:90)         at java.util.hashmap$keyspliterator.tryadvance(hashmap.java:1577)         at java.util.stream.referencepipeline.foreachwithcancel(referencepipeline.java:126)         at java.util.stream.abstractpipeline.copyintowithcancel(abstractpipeline.java:499)         at java.util.stream.abstractpipeline.copyinto(abstractpipeline.java:486)         at java.util.stream.abstractpipeline.wrapandcopyinto(abstractpipeline.java:472)         at java.util.stream.matchops$matchop.evaluatesequential(matchops.java:230)         at java.util.stream.matchops$matchop.evaluatesequential(matchops.java:196)         at java.util.stream.abstractpipeline.evaluate(abstractpipeline.java:234)         at java.util.stream.referencepipeline.anymatch(referencepipeline.java:449)         at com.ericsson.bss.rmca.validation.validation.rules.realmspecific.agreementrealizationspecification.priceenrichmentvalidationrule.lambda$validate$20(priceenrichmentvalidationrule.java:169)         at java.util.stream.referencepipeline$2$1.accept(referencepipeline.java:174)         at java.util.hashmap$keyspliterator.foreachremaining(hashmap.java:1556)         at java.util.stream.abstractpipeline.copyinto(abstractpipeline.java:482)         at java.util.stream.abstractpipeline.wrapandcopyinto(abstractpipeline.java:472)         at java.util.stream.reduceops$reduceop.evaluatesequential(reduceops.java:708)         at java.util.stream.abstractpipeline.evaluate(abstractpipeline.java:234)         at java.util.stream.referencepipeline.collect(referencepipeline.java:499)         at com.ericsson.bss.rmca.validation.validation.rules.realmspecific.agreementrealizationspecification.priceenrichmentvalidationrule.validate(priceenrichmentvalidationrule.java:170)         at com.ericsson.bss.rmca.entitymodificationviews.validation.validationengine.execute(validationengine.java:64)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.validation.service.validationhandlerimpl.validatenewversion(validationhandlerimpl.java:254)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.validation.service.validationhandlerimpl.internalvalidate(validationhandlerimpl.java:172)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.validation.service.validationhandlerimpl.internalvalidate(validationhandlerimpl.java:188)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.validation.service.validationhandlerimpl.validate(validationhandlerimpl.java:148)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.validation.service.validationhandlerimpl.validate(validationhandlerimpl.java:112)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.updatetransactionimpl.validate(updatetransactionimpl.java:102)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.updatetransactionimpl.internalcommit(updatetransactionimpl.java:251) . . . . .   screen recording showing the steps performed in the ui leading to the problem is attached as well as rmca karaf log. i have also attached an export the rmca business configuration including pos and the parent agreement specifications used for creation of the new po agreements spec that fails. since the agreement spec is in draft state and thus not possible to extract using rmca entityread rest interface i have enclosed the agreement realization spec  as well as the agreement realization item spec as viewed from cil.  . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,issue #5223 add @software and  @dataset entrytype as an option in the biblatex and bibtex add fields eventitle eventdate and venue to @unpublished entry type i used the misc set of fields to supplement software and dataset couldnt find documentation about specific fields that should be included in @software and @dataset entry type ![entrytype](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) issue #5223  add @software and  @dataset entrytype as an option in the biblatex and bibtex. add fields eventitle  eventdate and venue to @unpublished entry type. i used the misc set of fields to supplement software and dataset  couldn t find documentation about specific fields that should be included in @software and @dataset entry type.  ![entrytype]( ![entrytypepreferences](     ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,        ( (      because github does not support autolinking there -->fixes 4755](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)          ( (       fixes 4755](  ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   - removed underline of the hyperlink buttons so the styling is consistent with the w10 settings app (#2479)- consistent enable toggleswitch for image resizer (#2476)-   visual inconsistency for the image resizer sizes listview (#2478)- tweaked vertical spacing of the module toggle switch ( references#2479 #2479 #2478     2479 #2479 #2478*      (     - removed underline of the hyperlink buttons  so the styling is consistent with the w10 settings app. (#2479) - consistent enable toggleswitch for image resizer (#2476) -  visual inconsistency for the image resizer sizes listview (#2478) - tweaked vertical spacing of the module toggle switch.  (   #2479 #2479 #2478     2479 #2479 #2478 . if not  go over [here]( 
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,fix for #2228 -  change in changelogmd described-   ( [helpjabreforg](  write blog post regarding  november 9 2016 ncbi  servers will redirect or reject all  requests fix for #2228    -   -   ( []( -  write blog post regarding  after november 9  2016  ncbi  servers will redirect or reject all  requests.
1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary buckets which have personalisable min- or max values should allow thresholds to be set for values which are not within these limits  since they may change after being personalised.   . detailed trouble description the following restrictions regarding personalisation should apply: 1. max value can never be personalised 2. min value can be personalised if value containers = single 3. min value can be personalised if the bucket is a babs  . workaround and recovery preferably  the implementation should consider whether both the min and max values are personalisable  and perform threshold validation in accordance to that. if the min value is personalisable  no minimum threshold validation should be performed. if max value is personalisable (presumably not possible currently  but may be in the future)  no maximum threshold validation should be performed.
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,   trouble summary the errorcode parameters order is disregarded in the validationerrors tostring() method.   . detailed trouble description the method currently puts the parameters in the order they appear in a hashmap  which is unordered.   . workaround and recovery n/a
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colorpickerexe and colorpickerdll are now reporting the same version as pt  pr checklist*    5298 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   manual check ( does someone test & validate?_ colorpicker.exe and colorpicker.dll are now reporting the same version as pt   pr checklist *  5298  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __    manual check  ( ![image](   _?_
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,   -->this was the last feature missing from the old file list editor the old class could thus be deleted-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?    -->  this was the last feature missing from the old file list editor. the old class could thus be deleted.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary error when opening an empty migrated contract/customer spec . detailed trouble description i get below error when trying to open an empty migrated contract/customer spec from cpm    i get the same error when trying to create a new spec.  [root@rmca1-it-ocs-03 admin]# rpm -qai | grep rmca name        : rmca source rpm  : rmca-24.61.1-1.src.rpm   . workaround and recovery
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    adding implementation for interfaces required by preview handler implementation designed in a way that it can be easily extended by different preview pane handler(eg: markdown and svg)          914 and #963 *      (      current implementation is using managed code(net) for implementing the preview pane extensions which is possible for preview pane because preview handlers always run out of process more details about preview handlers:  your own preview handler:  describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well -->   *   test library locally     adding implementation for interfaces required by preview handler. implementation designed in a way that it can be easily extended by different preview pane handler(eg: markdown and svg).         914 and #963  . if not  go over [here](       current implementation is using managed code(.net) for implementing the preview pane extensions. which is possible for preview pane because preview handlers always run out of process.  more details about preview handlers:  writing your own preview handler:      *  test library locally.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   colorpicker captures the mouse scroll event while active the event should not be forwarded to other apps in the future we will consider adding an option to only capture scroll events while ctrl is pressed     :  returning -1 from the hook when scrolling achieves the effect  :  use colorpicker above a browser or any other app which responds to scroll events also try moving the mouse away from the zoomed-in preview panel and scroll   -     ** #5746 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (      colorpicker captures the mouse scroll event while active. the event should not be forwarded to other apps. in the future we will consider adding an option to only capture scroll events while ctrl is pressed.    :   returning -1 from the hook when scrolling achieves the effect.  :   use colorpicker above a browser or any other app which responds to scroll events. also try moving the mouse away from the zoomed-in preview panel and scroll.     -  ** #5746  -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   turns on fx cop and fixes all errors for the shell plugin      5129*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   ran shell plugin manually    turns on fx cop and fixes all errors for the shell plugin.     5129 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     ran shell plugin manually.
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,fixes npe in export to external dbadd db type to export succesful messagereformatting#1055no changelog because i think it was new introduced by the redesign of the entry sorting (passing null) fixes npe in export to external db add db type to export succesful message reformatting #1055  no changelog because i think it was new introduced by the redesign of the entry sorting (passing null)
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,according to the following conventions:- all objects which can be read from a string have `public static type parse(stringy input)` method- all objects which can be written to a string have a `public stringy getasstring()` methodshould 888## -  change in changelogmd described-  -   () according to the following conventions: - all objects which can be read from a string have  public static type parse(stringy input)  method. - all objects which can be written to a string have a  public stringy getasstring()  method.  should 888. ##  -   -   -   ()
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,    * single key and shortcut mappings are displayed in the keyboardmanager settings key* keyboard manager can be enabled and disabled from the settings page         889 and #2322 *      (              * single key and shortcut mappings are displayed in the keyboardmanager settings key. * keyboard manager can be enabled and disabled from the settings page.         889 and #2322  . if not  go over [here](         
1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting) fixes: #2208  when you delete an entry the focus will no longer jump to the searchbar  instead it will select the next entry (also counts for pasting).
1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,improve performance by:- caching fields as keywordlist- remove duplicate change listener- remove preference access in loopwith these changes the mega huge library of @aegit works without too much delays (the initial loading of the database is a bit slow but still ok) thus this pr is a potential fix for #4430 and for  describe the changes you have made here:        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) improve performance by: - caching fields as keywordlist - remove duplicate change listener - remove preference access in loop  with these changes  the mega huge library of @aegit works without too much delays (the initial loading of the database is a bit slow but still ok). thus  this pr is a potential fix for #4430 and for            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   fixing fxcop warnings for the microsoftpowertoyssettingsuilibcsproj project pr 2/3     5129 *      (  *     (    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull requestthe changes in this pr deal with fxcop errors: [ca1000]( [ca1001]( [ca1030]( [ca1031]( [ca1062]( [ca1304]( [ca1305]( [ca1307]( [ca2007]( [ca2227]( are a large number of  argumentnullexception  throws added here and they generally fall into 3 categories:- will be caught and either handled or rethrown by some exception handler in existing code paths- the containing methods are only used in tests so any exceptions should blow up at development time- the containing methods and call paths dont seem to catch them but they should only occur from programmer error in particular i had to add these to a group of viewmodel constructors where the arguments the settingsutils and settingsrepository are instantiated immediately before the constructors are called (ie they should never be null) in their respective page classes if these constructors are modified in the future any exceptions should blow up at development time   check that the fxcop warnings above are dealt with and that the related tests pass    fixing fxcop warnings for the microsoft.powertoys.settings.ui.lib.csproj project. pr 2/3.    5129  . if not  go over [here](   (  . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  the changes in this pr deal with fxcop errors: [ca1000](  [ca1001](  [ca1030](  [ca1031](  [ca1062](  [ca1304](  [ca1305](  [ca1307](  [ca2007](  [ca2227](  there are a large number of argumentnullexception throws added here and they generally fall into 3 categories: - will be caught and either handled or rethrown by some exception handler in existing code paths. - the containing methods are only used in tests  so any exceptions should blow up at development time. - the containing methods and call paths don t seem to catch them but they should only occur from programmer error. in particular  i had to add these to a group of viewmodel constructors where the arguments  the settingsutils and settingsrepository  are instantiated immediately before the constructors are called (i.e. they should never be null) in their respective page classes. if these constructors are modified in the future  any exceptions should blow up at development time.     check that the fxcop warnings above are dealt with and that the related tests pass.
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,    this pr solves issue with focus not being set on first launch       3971 #2973 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #     `onloaded` callback is being fired on the first launch and we are registering viewmodel_propertychanged in `onloaded` callback and this causes property change event for visibility to be missed on first launch we can solve this by moving this to `visibilitychanged` callback of main window note: using activate() and updateposition() in `window_isvisiblechanged` is interfering with wpf lifecycle and resulting in launcher never being visible    manually validated from msi that focus issue is not being hit on first launch and subsequent launch    this pr solves issue with focus not being set on first launch.      3971  #2973  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #      onloaded  callback is being fired on the first launch and we are registering viewmodel_propertychanged in  onloaded  callback. and this causes property change event for visibility to be missed on first launch. we can solve this by moving this to  visibilitychanged  callback of main window.   note: using activate() and updateposition() in  window_isvisiblechanged  is interfering with wpf lifecycle and resulting in launcher never being visible.     manually validated from msi that focus issue is not being hit on first launch and subsequent launch.
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4819also convert a few other message boxes to javafx        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 4819. also convert a few other message boxes to javafx.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary announcement message validation rule currently verifies an announcement id - balanceexpirywarning. it should verify announcements parameters ba_bucket_balance and ba_bucket_balance_expiry instead. . detailed trouble description announcement message validation rule currently verifies an announcement id - balanceexpirywarning. it should verify announcements parameters ba_bucket_balance and ba_bucket_balance_expiry instead. . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    creation deletion edit custom layouts tests    tests were revealed problems related to issues #1712 #1754       846 *        tests done:- create custom layout    - layout with zones    - layout without zones    - layout with empty name    - name with unicode characters    - several layouts with same names  - edit custom layouts:    - add/remove canvas zones    - move borders of canvas zones    - move splitters of grid zones    - create new splitters    - merge grid zones - delete custom layout   - delete layout and close editor   - delete and add new layout    creation  deletion  edit custom layouts tests      tests were revealed problems related to issues #1712  #1754      846        tests done: - create custom layout     - layout with zones     - layout without zones     - layout with empty name     - name with unicode characters     - several layouts with same names   - edit custom layouts:     - add/remove canvas zones     - move borders of canvas zones     - move splitters of grid zones     - create new splitters     - merge grid zones  - delete custom layout    - delete layout and close editor    - delete and add new layout
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,  1 effect cant use service parameters with discrete values in rfss   2 description 1.) create rfss.  2.) chose charging service refill 0. 3.) create a scenario triggered rule. 4.) add the salleschanel service parameter and chose a value for it. add any action and name the strategy. 5.) click done and try to save the rfss  the request fails. 3 measures it must be possible service parameters with discrete values to be used in rfss rule. the rfss must be possible to be saved even with this rule configured.
1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary 1. importing of use cases cash is king and fast & furious works but not able to open the entities in the use case. . detailed trouble description msv 5.1.0 cil 3.6.2 cus 1.24.1 rmca 24.42.2  1. import use cases fast & furious and cash is king from rmca configuration 0.178 2. try to open pbs fast and furious data or rs babs cash is king  the gui crashes. attached the error in enclosures.    . workaround and recovery
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? fix for #2980       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2133earlier highlighting was done manually by adding tags to matches in the html text being sent to the pane instead i have opted to make use of the highlighting features of the jeditorpane class this gives the additional benefit that the highlight colour is changed automatically based on the system theme changes - created jeditorpanewithhighlighting class- removed matchhighlighter class and its tests- removed highlighting related tests from layoutentrytest-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2133.  earlier  highlighting was done manually by adding tags to matches in the html text being sent to the pane. instead  i have opted to make use of the highlighting features of the jeditorpane class. this gives the additional benefit that the highlight colour is changed automatically based on the system theme.   changes  - created jeditorpanewithhighlighting class - removed matchhighlighter class and its tests - removed highlighting related tests from layoutentrytest -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,    1   bug with html display going out of screen2 replaced `xdocument` with `htmlagilitypack` since xdocument wasnt able to process uncompleted html tags       914    1.  bug with html display going out of screen. 2. replaced  xdocument  with  htmlagilitypack  since xdocument wasn t able to process uncompleted html tags.      914
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,issue #3189 issue #3189
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    this pr tweaks the ui to fix the issues linked below for #2162 the change is only on the settings window and not the c++ side ( the banded rows the solution using listviewextensions as suggested by @niels9001 [here]( was implemented      2162 #2163 #2164    this pr tweaks the ui to fix the issues linked below. for #2162 the change is only on the settings window and not the c++ side. ( ![image](  for the banded rows  the solution using listviewextensions as suggested by @niels9001 [here]( was implemented.     2162  #2163  #2164
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,… revisit the if debug blocks later   getting wox plugin online  per @ryanbodrug-microsoft i suppressed the warning here as it is caught in debug     5969*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_ … revisit the if debug blocks later     getting wox plugin online.  per @ryanbodrug-microsoft i suppressed the warning here as it is caught in debug    5969 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary not possible to update sharing configuration with new sharing limits. . detailed trouble description bds exist  sharing data pbs. provider ps contains the pbs. adding a sharing limit in new version of bds. when trying to add limit pbs (common and individual) to ps  validation fails with following error:  3002 validation_error_structural_model versions/[0]/relationsto/[1]/ relation to sharing_limit is not allowed . workaround and recovery
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,    applying eg 5-zones grid layout is different then shown in editor fix populating cell child map in editor but without affecting zone numbers increasing from left to right      4441 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      - apply 5-zones grid layout - check that applied layout is the same as shown in editor - check that cycling window through zones via win+number is following zones numbers  - unit tests are passing    applying e.g. 5-zones grid layout is different then shown in editor. fix populating cell child map in editor but without affecting zone numbers increasing from left to right.     4441  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #      - apply 5-zones grid layout.  - check that applied layout is the same as shown in editor.  - check that cycling window through zones via win+number is following zones numbers    - unit tests are passing
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,    implement systemtextjson for communitypowertoysrunpluginvscodeworkspaces and as all logic is not dependant on the main project (settings) created as a seperate prshould be merged before pr (#11699) since it removes the required dlls in pt run     :    :     -     ** #1675-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (       implement system.text.json for community.powertoys.run.plugin.vscodeworkspaces and as all logic is not dependant on the main project (settings)  created as a seperate pr.  should be merged before pr (#11699) since it removes the required dlls in pt run    :   :      -  ** #1675 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,  1 effect deleting pbs or babs specification does not remove the related etd and las.   2 description create babs with permissions rule and save it. delete the babs check the related etd and las. they remain in the system in definition state. this is not correct  the etd and las are supposed to be removed.   3 measures the etd and las are supposed to be removed.
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,        ( (      because github does not support autolinking there -->4614removes the resolve duplicate keys dialog this feature is made obsolete by the integrity check and the user can generate new keys very simply (for all entries or only for the duplicated ones) through the entry editor and/or menu-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)          ( (        4614  removes the resolve duplicate keys dialog. this feature is made obsolete by the integrity check and the user can generate new keys very simply (for all entries or only for the duplicated ones) through the entry editor and/or menu.  ----  -   -   -  -   () -  ( -   ( []()?)
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,      when creating a new canvas layout the zones editor is opening with one zone by default ( is include in the pr:    :     -       #9365 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (        when creating a new canvas layout  the zones editor is opening with one zone by default.  (   :   :      -  ** #9365  -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,    added code to position launcher in upper center of the screen and handle display in a multi monitor setting      2419 *      (  *        1 manually validated that launcher appears in the center when it is visible2 verified that position is updated when dpi is changed from system settings3 validated that launcher is correctly shown/hidden when monitor is changed    added code to position launcher in upper center of the screen and handle display in a multi monitor setting.     2419  . if not  go over [here](       1. manually validated that launcher appears in the center when it is visible. 2. verified that position is updated when dpi is changed from system settings. 3. validated that launcher is correctly shown/hidden when monitor is changed.
