prNumber,APM,Interpreter,Logging,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,UI,Parser,App,corpus
2879,1,0,0,0,0,0,0,0,0,0,0,0,0,adding privacy event tags to each telemetry event
2883,0,0,0,0,0,0,0,0,0,0,1,0,0,fixed tables in markdown previews being displayed incorrectly
2917,0,0,0,0,0,1,0,1,0,1,1,0,1,migrate search box to wpf control
2929,0,0,0,0,0,1,0,0,0,1,1,0,1,[launcher] fix copying of calculator value
2945,0,0,0,0,0,0,0,0,0,0,1,0,1,autoupdate option visible only for administrators group
2969,1,0,0,0,0,1,0,1,0,1,1,0,1,kbm - auto scroll to bottom when adding a remap
2972,0,0,0,0,0,0,0,0,0,0,1,0,1,[settings v2] updated default color values for fz
2997,0,0,0,0,0,1,0,1,0,1,1,0,1,[intern] revert "[intern] gif recorder toolbar ui"
3013,1,0,0,0,0,1,0,1,0,1,1,0,1,fix launcher height
3048,0,0,0,0,0,0,0,0,0,0,1,0,0,setting ws_child on preview handler
3053,0,0,0,0,0,0,0,0,0,0,1,0,0,fixed a crash in settings/imageresizer
3123,0,0,0,0,0,0,0,0,0,0,0,0,1,fix for 3116 changing uwp to packaged
3203,1,1,0,1,0,1,0,1,0,1,1,1,1,kbm - set treat warnings as errors and clean up the dllmaincpp file
3203,1,1,0,1,0,1,0,1,0,1,1,1,1,kbm - set treat warnings as errors and clean up the dllmaincpp file
3213,0,0,0,0,0,0,0,0,0,0,0,0,0,[launcher] - increase the score for exact matches in the name of the application
3270,0,0,0,0,0,0,0,0,0,0,0,0,1,fix publish on local machines
3349,0,0,0,0,0,0,0,0,0,0,0,0,0,disabling isrighttapenabled on all ui elements that steal focus
3377,1,0,0,0,0,1,0,1,0,1,1,1,1,removed restrictions for image-resizer file format
3418,1,0,0,1,0,1,0,1,0,1,1,1,1,[fancyzones] improve monitor work area handling
3418,1,0,0,1,0,1,0,1,0,1,1,1,1,[fancyzones] improve monitor work area handling
3457,0,0,0,0,0,0,0,0,0,1,0,0,1,launcher does not open files in system that are not in english
3604,0,0,0,0,0,0,0,0,0,0,1,0,0,[powertoys run] add "ignore hotkeys in fullscreen" setting (#3262)
3644,1,1,0,1,0,1,0,1,0,1,1,1,1,[fancyzones] custom canvas layouts scaling
3644,1,1,0,1,0,1,0,1,0,1,1,1,1,[fancyzones] custom canvas layouts scaling
3687,0,0,0,0,0,0,0,0,0,0,1,1,1,[fancyzones] remove "keep windows pinned to virtual desktop location"
3750,0,0,0,0,0,1,0,0,0,1,1,0,1,spelling: calculator
3751,1,0,0,1,0,1,0,0,0,1,1,0,1,spelling: separator
3775,0,0,0,0,0,0,0,0,0,1,0,0,1,spelling:  wox
3825,0,0,0,0,0,0,0,0,0,1,1,0,1,[settings/run] lowlevel keyboard hooking for hotkeys
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3840,1,0,0,0,0,1,0,1,0,1,1,0,1,somil55/merge wpf to master
3842,0,0,0,0,0,0,0,0,0,0,0,0,1,fix for camera app not showing up
3842,0,0,0,0,0,0,0,0,0,0,0,0,1,fix for camera app not showing up
3853,0,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] closing pt run and new settings app when powertoys is not running
3874,0,0,0,0,0,0,0,0,0,0,0,0,0,fix for unexpected priority of search results for term
3874,0,0,0,0,0,0,0,0,0,0,0,0,0,fix for unexpected priority of search results for term
4007,0,0,0,0,0,0,0,0,0,0,0,0,0,theming for powertoys run
4008,0,0,0,0,0,0,0,0,0,0,0,0,1,fix for uwp icons not showing up
4023,0,0,0,0,0,0,0,0,0,1,1,0,1,making alt-f4 ignored
4083,1,0,0,0,0,1,0,1,0,1,1,0,1,fix remapping from num lock
4113,1,0,0,0,0,1,0,1,0,1,1,0,1,fixed initial focus on wpf issue
4113,1,0,0,0,0,1,0,1,0,1,1,0,1,fixed initial focus on wpf issue
4217,0,0,0,0,0,0,0,0,0,0,0,0,1,search packaged apps in development mode
4224,0,0,0,0,0,1,0,0,0,1,1,0,1,fix launcher network path
4279,1,0,0,0,0,1,0,0,0,1,1,0,1,[fancyzones] remove editor tmp files paths cmd args and make editor debugable easier
4279,1,0,0,0,0,1,0,0,0,1,1,0,1,[fancyzones] remove editor tmp files paths cmd args and make editor debugable easier
4325,0,0,0,0,0,0,0,0,0,1,0,0,1,remove hidden files from indexer results
4343,0,0,0,0,0,1,0,1,0,1,1,0,1,[powertoys run] vertical scrollbar for results list
4344,0,0,0,0,0,0,0,0,0,0,0,0,0,[settings][fix][image resizer ]  unused text box when selecting custom percent in new settings
4382,0,0,0,0,0,0,0,0,0,0,0,0,0,fixed version property to pull from versionprops in c# projects
4418,1,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] find applications using the path env variable
4423,1,0,0,0,0,1,0,1,0,1,1,0,1,enable code analysis on launcher project
4423,1,0,0,0,0,1,0,1,0,1,1,0,1,enable code analysis on launcher project
4428,1,0,0,0,0,1,0,1,0,1,1,0,1,hotfix for blank settings dialog
4433,0,0,0,0,0,0,0,0,0,1,0,0,0,partial fix for memory issue - limiting the number of imagesources cached
4449,0,0,0,0,0,0,0,0,0,0,0,0,0,dispose keyboard hook object in settings
4457,0,0,0,0,0,1,0,0,0,0,0,0,0,[fancyzones editor] prevent new zones from being unreachable
4479,0,0,0,0,0,0,0,0,0,0,0,0,0,[pt run] clear binary and json storage files on version upgrade
4496,0,0,0,0,0,0,0,0,0,1,1,0,1,fix settings process not terminating on fz and pt run pages
4496,0,0,0,0,0,0,0,0,0,1,1,0,1,fix settings process not terminating on fz and pt run pages
4498,1,0,0,0,0,1,0,1,0,1,1,0,1,fixed hint text casing
4499,0,0,0,0,0,1,0,1,0,1,1,0,1,theme aware plugin
4519,0,0,0,0,0,0,0,0,0,0,0,0,1,scoring tweak - reduced the description weight by half
4537,0,0,0,0,0,0,0,0,0,1,0,0,1,[run] fix for visual glitch
4586,0,0,0,0,0,0,0,0,0,1,0,0,1,fixed null reference exception on context menu buttons
4589,0,1,0,0,0,1,0,0,0,1,1,0,1,tooltip for indexer and program plugin
4597,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for memory issue with context menu items
4626,1,0,0,0,0,1,0,1,0,1,1,0,1,added fix to update text on navigation using up/down arrow
4710,0,0,0,0,0,0,0,0,0,1,1,0,1,rework the hotkeymanager and keyboardhook interop classes
4721,0,0,0,0,0,0,0,0,0,0,0,0,0,added null value handle for image resizer size input
4739,0,0,0,0,0,0,0,0,0,1,0,0,1,[run] open in console functionality
4745,1,1,0,0,0,1,0,0,0,1,1,0,1,set the name(not the description) as the title of the result
4745,1,1,0,0,0,1,0,0,0,1,1,0,1,set the name(not the description) as the title of the result
4758,1,0,0,0,0,1,0,0,0,1,1,0,1,[fancyzones editor] fix odd-number zones grid layout difference between editor and engine
4778,0,0,0,0,0,0,0,0,0,0,1,0,1,new color picker module - integrated from githubcom/martinchrzan/col…
4807,0,0,0,0,0,0,0,0,0,1,0,0,1,add run as admin context menu item for application results returned by the indexer plugin
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4837,1,0,0,0,0,1,1,1,0,1,1,0,1,[settings]change text color for disabled controls
4865,0,0,0,0,0,0,0,0,0,0,1,0,1,[fancyzones] fixes for unit tests
4878,1,0,0,0,0,1,1,0,0,1,1,0,1,remove redundant code from wox project
4921,0,0,0,0,0,0,1,0,0,0,0,0,1,packaged apps test
4927,0,0,0,0,0,0,0,0,0,1,1,0,1,fix for result on empty query
4960,0,0,0,0,0,0,0,0,0,1,0,0,1,functionality to detect win32 apps which are installed deleted or renamed while powertoys is running
4971,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for file not found exception while indexing invalid package app
4995,0,0,0,0,0,0,0,0,0,1,1,0,1,[powertoys run] implemented setting to clear search query when powertoys run is launched
5015,1,0,0,0,0,1,0,1,0,1,1,0,1,detect if all drives are indexed and show a warning if they arent
5028,1,0,0,0,0,1,0,1,0,1,1,0,1,[fancyzones] split and reorganize fancyzonesdata and json helpers
5028,1,0,0,0,0,1,0,1,0,1,1,0,1,[fancyzones] split and reorganize fancyzonesdata and json helpers
5067,0,0,0,0,0,0,0,0,0,1,0,0,1,added functionality for left/right key navigation
5109,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for the issue where pt run was preventing uwp apps from building in vs
5109,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for the issue where pt run was preventing uwp apps from building in vs
5111,0,0,0,0,0,1,0,0,0,1,1,0,1,update communitymd
5120,0,0,0,0,0,0,0,0,0,0,0,0,1,move os detection to common and powertoysinterop
5131,1,0,0,0,0,1,0,0,0,1,1,0,1,fix for internet shortcut app not showing up on installation
5132,0,0,0,0,0,0,0,1,0,0,1,0,1,minor text refinement in drive detection
5134,0,0,0,0,0,0,0,1,0,0,1,0,1,upgrading cppwinrt and adding in new packagesconfig
5135,1,0,0,0,0,1,0,1,0,1,1,0,1,fix for left navview getting stuck
5170,1,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] resolve text alignment issues for rtl input languages (not for mixed strings)
5173,0,0,0,0,0,0,0,0,0,0,0,0,0,[pt run] add additional checks in version info methods to avoid exceptions
5199,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for handling exceptions thrown by dispatcher which were crashing pt run
5201,1,0,0,0,0,1,0,1,0,1,1,0,1,add telemetry event for measuring time taken to display pt run
5203,0,0,0,0,0,0,0,0,0,0,1,0,0,prevent clicking through when selecting a color using color picker
5206,0,0,0,0,0,0,0,0,0,0,0,0,0,set default shortcut for activating launcher creating settingsjson …
5216,0,0,0,0,0,0,0,0,0,1,1,0,1,improving ui performance
5216,0,0,0,0,0,0,0,0,0,1,1,0,1,improving ui performance
5220,0,0,0,0,0,1,0,0,0,1,1,0,1,enabling static analysis on indexer plugin  and fixing errors
5221,0,0,0,0,0,0,0,0,0,1,0,0,1,drive detection indexer warning refinement
5248,0,0,0,0,0,0,0,0,0,0,0,0,0,[fancyzoneseditor] dont load malformed custom layout and show appropriate message
5259,0,0,0,0,0,0,0,0,0,0,1,0,0,added telemetry for color picker module
5283,0,0,0,0,0,0,0,0,0,0,0,0,0,removing hardcoded version numbers from c# telemetry events
5296,1,0,0,0,0,0,0,0,0,0,0,0,0,adjusting interop tests
5297,0,0,0,0,0,0,0,0,0,0,0,0,0,pointing toward linked global
5299,0,0,0,0,0,0,0,0,0,0,0,0,0,set version for colorpicker
5301,0,0,0,0,0,0,0,0,0,0,0,0,0,stylecop enabling for telem and managedcommon
5304,0,0,0,0,0,0,0,0,0,0,0,0,0,upgrading all net assemblies
5304,0,0,0,0,0,0,0,0,0,0,0,0,0,upgrading all net assemblies
5334,0,0,0,0,0,1,0,0,0,1,1,0,1,last nuget packages and fixed small errors
5336,0,0,0,0,0,0,0,0,0,0,1,0,0,enabling stylecop on colorpicker
5339,0,0,0,0,0,0,0,0,0,0,1,0,1,stylecop for unittests-markdownpreviewhandler
5340,0,0,0,0,0,0,0,1,0,0,0,0,1,stylecop for unittests-previewhandlercommon
5341,0,0,0,0,0,0,0,0,0,0,1,0,1,stylecop for unittests-svgpreviewhandler
5364,0,0,0,0,0,0,0,0,0,0,1,1,1,stylecop for microsoftpowertoyssettingsunittest
5370,0,0,0,0,0,0,0,0,0,1,1,0,1,improve query cancellation and resultcollection performance
5373,0,0,0,0,0,0,0,0,0,0,0,0,1,including valid package information when path is invalid
5382,0,0,0,0,0,1,0,0,0,1,1,0,1,stylecop for window walker
5434,0,0,0,0,0,0,0,0,0,0,1,0,0,[settings] updated adaptive trigger behavior
5434,0,0,0,0,0,0,0,0,0,0,1,0,0,[settings] updated adaptive trigger behavior
5434,0,0,0,0,0,0,0,0,0,0,1,0,0,[settings] updated adaptive trigger behavior
5480,0,0,0,0,0,0,0,0,0,0,1,0,0,color picker respects right monitor side boundaries and does not go o…
5483,0,0,0,0,0,0,0,0,0,0,1,0,0,color picker - fixed jerky zoom animation
5500,0,0,0,0,0,0,0,0,0,1,0,0,1,[powertoys run] implemented "hidden files" flag in native windows search
5500,0,0,0,0,0,0,0,0,0,1,0,0,1,[powertoys run] implemented "hidden files" flag in native windows search
5530,0,0,0,0,0,0,0,0,0,0,1,0,0,trying to dispose mouse hook earlier to potentialy fix the lagging mo…
5558,0,0,0,0,0,0,0,0,0,0,1,0,1,fixing potentially infinite loop with logs in color picker
5560,1,0,0,0,0,1,0,1,0,1,1,0,1,possible fix for dispose timer bug
5588,0,0,0,0,0,0,0,0,0,1,1,0,1,fixed launcher not exiting when pt is terminated
5601,1,0,0,0,0,1,0,0,0,1,1,0,1,[fancyzones] focus layout zones mismatch in editor and applied layout
5615,0,0,0,0,0,1,0,1,0,1,1,0,1,fixed exceptions in dispose not allowing pt run to terminate
5620,1,0,0,0,0,1,0,0,0,1,1,0,1,getting shell plugin on stylecop
5622,0,0,0,0,0,1,0,0,0,1,1,0,1,stylecop for pt run calculator plugin
5629,0,0,0,0,0,1,0,0,0,1,1,0,1,style cop for indexer plugin
5630,0,0,0,0,0,0,0,0,0,0,1,0,0,style cop for settingsui
5677,1,1,0,1,0,1,0,1,0,1,1,0,1,stylecop - get whitespace / headers for pt run
5685,0,0,0,0,0,0,0,0,0,1,1,0,1,url audit
5729,0,0,0,0,0,0,0,0,0,1,0,0,1,incremental fix for stylecop on infra
5742,0,0,0,0,0,1,0,0,0,1,1,0,1,unlinked the maxsearchcount value from indexer settings and set to fixed value of 30
5743,0,0,0,0,0,1,0,0,0,1,1,0,1,reduce program plugin results
5747,0,0,0,0,0,0,0,0,0,1,0,0,1,stylecop whitespace for woxtest
5750,1,0,0,0,0,1,0,1,0,1,1,0,1,stylecop powerlauncher whitespace tweaks
5786,0,0,0,0,0,0,0,0,0,1,0,0,1,fixing sa1649 file names
5790,0,0,0,0,0,0,0,0,0,1,0,0,1,[launcher] reportwindow redesign and theming support
5791,0,0,0,0,0,1,0,0,0,1,1,0,1,[powertoys run] add suport for commandline arguments in program plugin
5796,0,0,0,0,0,0,0,0,0,1,1,0,1,remove all plugin results on query change
5843,0,0,0,0,0,1,0,0,0,1,1,0,1,consolidate folder and shell plugin
5843,0,0,0,0,0,1,0,0,0,1,1,0,1,consolidate folder and shell plugin
5844,1,0,0,0,0,1,0,0,0,1,1,0,1,enabling stylecop for folder plugin
5846,0,0,0,0,0,0,0,0,0,1,0,0,1,woxtest on stylecop
5847,0,0,0,0,0,0,0,0,0,1,0,0,1,enable static analysis on programs plugin
5847,0,0,0,0,0,0,0,0,0,1,0,0,1,enable static analysis on programs plugin
5875,1,0,1,0,0,1,0,0,0,1,1,0,1,[stylecop] woxinfra - more left to do
5877,0,0,0,0,0,0,0,0,0,1,0,0,1,[stylecop] woxcore - last amount needed to fully integrate
5878,0,0,0,0,0,0,0,0,0,0,0,0,1,add microsoftpluginuriunittests to ci + fix tests
5882,0,0,0,0,0,0,0,0,0,0,1,1,1,winappdriver tests update
5885,0,0,0,0,0,0,0,0,0,0,0,0,1,[stylecop] uriunittests
5886,0,0,0,1,0,0,0,0,0,1,1,0,1,attempting to run ci unittests for netcore and netframework projects
5891,0,0,1,0,0,0,0,0,0,1,0,0,1,[stylecop] woxinfra final warning / info fixes
5906,0,0,0,0,0,0,0,0,0,0,0,0,0,fix for powerlauncher crash - type load exception
5908,0,0,0,0,0,1,0,0,0,1,1,0,1,[stylecop] program plugin/unit test first pass
5909,1,0,0,0,0,1,0,1,0,1,1,0,1,[stylecop] powerlauncher project
5917,0,0,0,0,0,1,0,0,0,1,1,0,1,[stylecop] runs program plugin - whitespace and type fixes
5921,1,0,0,0,0,1,1,1,0,1,1,1,1,move hardcoded strings in keyboard manager projects to rc file
5923,0,0,0,0,0,0,0,0,0,1,0,0,1,display colored icons for packaged apps
5923,0,0,0,0,0,0,0,0,0,1,0,0,1,display colored icons for packaged apps
5945,0,0,0,0,0,0,0,0,0,1,0,0,1,[stylecop] program plugin last needed pr
5949,0,0,0,0,0,1,0,0,0,1,1,0,1,correcting floating point error on calculator
5950,0,0,0,0,0,0,0,0,0,1,0,0,1,catch exception in save method for json class
5951,0,0,0,0,0,1,0,0,0,1,1,0,1,[stylecop] program plugin - brace / whitespaces
5952,1,0,0,0,0,1,0,1,0,1,1,0,1,[stylecop] launcher
5960,1,0,0,0,0,1,0,1,0,1,1,0,1,[stylecop] launcher main project
5964,0,0,0,0,0,1,1,0,0,1,1,0,1,[stylecop] runs program plugin
6002,1,1,0,0,0,1,0,1,0,1,1,1,1,whitespace forced changes
6003,0,0,0,0,0,0,0,0,0,1,0,0,1,to remove the condition that space is needed after the action keyword
6006,0,0,0,0,0,0,0,0,0,0,1,0,0,[warningsaserrors] fixing color picker warnings and enabling warnings as errors
6007,0,0,0,0,0,0,0,0,0,1,0,0,1,[warningsaserrors] woxtest
6008,0,0,0,1,0,0,0,0,0,1,0,0,0,[warningsaserrors] woxcore
6010,0,0,0,1,0,0,0,0,0,1,1,0,1,[warningsaserrors] woxplugin
6011,0,0,0,0,0,0,0,0,0,0,0,0,0,[fancyzoneseditor] delete custom layout if it has malformed data
6043,0,0,0,0,0,1,0,0,0,1,1,0,1,user/ryanbod/shell plugin fxcop
6052,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for crash due to systemaccessviolationexception when calling oledbsearch from multiple threads
6053,0,0,0,0,0,0,0,0,0,0,0,0,0,[warningsaserrors] getting settings online
6100,1,0,0,0,0,1,0,1,0,1,1,0,1,consolidating nuget packages
6104,1,0,0,0,0,1,0,1,0,1,1,0,1,[localization] migrate resources to resx for shortcut guide
6106,1,0,0,0,0,1,0,1,0,1,1,0,1,[localization] migrate resources to resx for fancyzones
6107,0,0,0,0,0,1,0,0,0,1,1,0,1,remove the code for saving/loadingprogram plugin cache
6107,0,0,0,0,0,1,0,0,0,1,1,0,1,remove the code for saving/loadingprogram plugin cache
6107,0,0,0,0,0,1,0,0,0,1,1,0,1,remove the code for saving/loadingprogram plugin cache
6111,0,0,0,0,0,0,0,1,0,0,1,0,1,adding in fxcop to svg tests
6146,1,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] narrator support for result view navigation
6146,1,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] narrator support for result view navigation
6161,0,0,0,0,0,0,0,0,0,0,1,0,1,[settings] adding tests to verify backward compatibility
6165,1,1,0,0,0,1,0,1,0,1,1,0,1,[localization] move powertoys run string resources from xaml files to resx
6175,0,0,0,0,0,0,0,0,0,0,1,0,0,improved the kb hook in color picker
6181,0,0,0,0,0,0,0,0,0,1,1,0,1,[powertoys run] remove unused wox resources and move hardcoded strings to resx file
6188,0,0,0,0,0,0,0,0,0,0,1,1,1,user/ryanbod/mock settings disk access
6254,0,0,0,0,0,0,0,0,0,0,1,0,0,[settings] temporary string showing latest available version
6257,0,0,0,0,0,0,0,0,0,1,0,0,1,fix missing fragment portion of localpath
6260,0,0,0,0,0,1,0,0,0,0,0,0,0,adding fxcop to microsoftpluginwindowwalker
6269,1,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] fix for argument out of range exception
6277,0,0,0,0,0,0,0,0,0,0,1,0,0,[fancyzones] convert argb color values to rgb
6299,0,0,0,0,0,0,0,0,0,0,0,0,0,[settings] changed imagesize class to parse as double instead of int
6301,0,0,0,0,0,1,0,1,0,1,1,0,1,[pt run] show context menu for first folder plugin result
6335,0,0,0,0,0,0,0,0,0,0,1,0,0,[fancyzones] fix span accross monitors feature
6341,0,0,0,0,0,0,0,0,0,1,0,0,1,corrected querytext display on action keyword
6348,0,0,0,0,0,0,0,0,0,1,0,0,1,[launcher] categorize lnk files in program plugin correctly as per the target file type
6356,0,0,0,0,0,0,0,0,0,0,0,0,1,create unit tests for calculator plugin
6356,0,0,0,0,0,0,0,0,0,0,0,0,1,create unit tests for calculator plugin
6356,0,0,0,0,0,0,0,0,0,0,0,0,1,create unit tests for calculator plugin
6393,0,0,0,0,0,1,0,1,0,1,1,0,1,add in missing telemetry for keyboard manager usage
6456,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for filenotfoundexception exception in win32 programs
6456,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for filenotfoundexception exception in win32 programs
6456,0,0,0,0,0,0,0,0,0,1,0,0,1,fix for filenotfoundexception exception in win32 programs
6464,0,0,0,0,0,0,0,0,0,0,1,0,0,fxcop with colorpicker
6481,1,0,0,0,0,1,0,1,1,1,1,1,1,fxcop on image resizer tests
6497,0,0,0,0,0,0,0,0,0,0,1,0,0,fix null reference exception in pt settings
6547,0,0,0,0,0,1,0,0,0,1,1,0,1,fix for drive detection warning checkbox from settings was not reflecting changes in pt run
6551,0,0,0,0,0,0,0,0,0,1,1,0,1,somil55/list view flickering
6565,0,0,0,0,0,1,0,0,0,0,0,0,0,[fz editor] improved a function in griddatacs
6580,0,0,0,0,0,0,0,0,0,1,0,0,1,to catch uri format exception in pt run
6582,0,0,0,0,0,0,0,0,0,1,1,0,1,fix for argumentoutofrange exception in result list
6584,0,0,0,0,0,0,0,0,0,0,1,0,0,fixing 0x00 file load issue
6585,1,0,0,0,0,1,0,1,0,1,1,0,1,[powertoys run] fix mouse click handler for powertoys run results
6588,1,0,0,0,0,1,0,1,0,1,1,0,1,fixed visibility onpropertychanged getting invoked on clicking away from pt run
6589,0,0,0,0,0,1,0,1,0,1,1,0,1,fix for null reference exception
6600,0,0,0,0,0,1,0,0,0,1,1,0,1,made plugin folder unit tests & expanding enviroment search
6620,0,0,0,0,0,0,0,0,0,0,1,0,0,fix for settings crash on toggling enable button for any powertoy
6620,0,0,0,0,0,0,0,0,0,0,1,0,0,fix for settings crash on toggling enable button for any powertoy
6620,0,0,0,0,0,0,0,0,0,0,1,0,0,fix for settings crash on toggling enable button for any powertoy
6626,1,0,0,0,0,1,0,1,0,1,1,0,1,[settings] fix settings process not terminating on closing settings while minimized
6642,0,0,0,0,0,0,0,0,0,0,0,0,0,[fxcop] telemetrycsproj
6646,0,0,0,0,0,0,0,0,0,0,1,0,1,fxcop markdown preview handler
6647,0,0,0,0,0,0,0,1,0,0,1,0,0,[fxcop] svg preview handler
6668,0,0,0,0,0,0,0,0,0,0,0,0,1,[fxcop] interop tests
6674,0,0,0,0,0,0,0,0,0,0,0,0,1,handle exception in packaged program loading at startup
6674,0,0,0,0,0,0,0,0,0,0,0,0,1,handle exception in packaged program loading at startup
6688,0,0,0,0,0,0,0,0,0,0,0,0,1,pulling custom logger out of program plugin
6708,0,0,0,0,0,0,0,0,0,1,0,0,1,fix logging string format
6711,0,0,0,0,0,0,0,0,0,0,1,0,0,adding in frontmatter and latex
6711,0,0,0,0,0,0,0,0,0,0,1,0,0,adding in frontmatter and latex
6757,0,0,0,0,0,0,0,1,0,0,0,0,0,fxcop and stylecop for svg thumbnail
6757,0,0,0,0,0,0,0,1,0,0,0,0,0,fxcop and stylecop for svg thumbnail
6758,0,0,0,0,0,0,0,0,0,0,1,0,1,[fxcop] markdown preview pane unit tests
6762,0,0,0,0,0,0,0,0,0,0,0,0,0,[fxcop] preview handler common
6800,0,0,1,0,0,0,0,0,0,0,0,0,1,improve logging for pt run
6815,0,0,0,0,0,1,0,0,0,0,0,0,0,[fancyzones editor] crash with big space around zones values
6817,0,0,0,0,0,0,0,0,0,0,1,0,1,fix settings changes that were made in pr #6620
6818,0,0,0,0,0,0,0,0,0,0,0,0,0,[settings] added recursive delete for ioprovider deletedirectory to prevent crash on non-empty directory
6821,0,0,0,0,0,0,0,0,0,0,0,0,1,add delay to file system watchers to prevent calibre installation issue
6832,0,0,0,0,0,0,0,0,0,0,1,0,1,changed default theme in settings to be consistent with that of shortcut guide
6833,0,0,0,0,0,0,0,1,0,0,0,0,1,[fxcop] preview handler common
6841,1,0,0,0,0,1,0,0,0,1,1,0,1,[fxcop] image resizer ui
6874,1,1,0,0,0,1,0,1,1,1,1,1,1,keyboard disable
6880,0,0,0,0,0,0,0,0,0,0,0,0,0,shift to controlzex hc code
6882,0,0,0,0,0,0,0,0,0,1,0,0,0,fix docker desktop not found in program plugin issue
6883,0,0,0,0,0,0,0,0,0,0,1,0,1,[file explorer] fix enable/disable for file explorer powertoy
6923,0,1,0,0,0,1,0,0,0,1,1,0,1,enable starting apps with command line arguments when run as admin is selected
6923,0,1,0,0,0,1,0,0,0,1,1,0,1,enable starting apps with command line arguments when run as admin is selected
6924,0,0,0,0,0,0,0,0,0,1,0,0,0,matching exactname for known win32 programs
6933,0,0,0,0,0,0,0,0,0,0,0,0,0,enumeratefilesysteminfos uses enumerationoptions
6935,0,0,0,0,0,0,0,0,0,1,0,0,1,fixed the error that files were named folder
6943,0,0,0,0,0,1,0,1,0,1,1,0,1,[fancyzones] localize strings in fancyzones editor
6958,0,0,0,0,0,0,0,0,0,1,0,0,1,add exception handling in win32 program
6975,0,0,0,0,0,0,0,0,0,0,1,0,1,[colorpicker] cmyk hsv and hsl color format
6981,0,0,0,0,0,0,0,0,0,1,1,0,1,[run] fix for indexoutofbounds exception
6987,0,0,0,0,0,0,0,0,0,0,1,0,1,[fxcop] settings ui unit tests
6988,0,0,0,0,0,0,0,0,0,1,0,0,1,[run] fix autosuggest
6997,0,1,0,0,0,0,0,0,0,0,0,0,1,detect potential errors copying metadata and avoid them (#2447)
7139,0,0,0,0,0,0,0,0,0,1,0,0,1,[pt run] add null check in selectprevtabitem
7142,0,0,0,0,0,0,1,1,0,1,1,0,1,assertareequal switched cases
7164,0,0,0,0,0,1,0,0,0,1,1,1,1,adjusting to force all instances to use rounded vs result due to mage…
7173,0,0,0,0,0,1,0,1,0,1,1,1,1,user/ryanbod/initialize allplugins
7209,0,0,0,0,0,0,0,0,0,0,0,0,1,fxcopanalyzer fixes for woxcore
7211,0,0,0,0,0,0,0,0,0,1,0,0,1,fxcopanalyzer fix for woxcore (pr#2of3) - removing unused jsonrpc files
7223,0,0,0,0,0,0,0,0,0,1,0,0,1,[powertoys run] improve startup performance of pt runs programs (win32programrepository) plugin
7257,0,0,0,0,0,0,0,0,0,0,1,0,0,[fxcop] settings ui library (part 2)
7278,0,0,0,0,0,0,0,0,0,1,0,0,1,get rid of indexes in dropdowns
7284,1,0,0,0,0,1,0,0,0,1,1,0,1,[fancyzones] allow negative spacing between zones up to -10
7292,0,0,0,0,0,0,0,0,0,1,0,0,1,[pt run] open folder using shell instead of explorerexe
7293,1,1,0,0,0,1,0,1,0,1,1,1,1,io abstraction
7312,0,0,0,0,0,0,0,0,0,0,0,0,0,fxcopanalyzer fixes for woxtest
7355,1,0,1,0,0,1,0,1,0,1,1,0,1,[pt run] option for override theme
7385,0,0,0,0,0,0,0,0,0,0,1,0,1,[fxcop] settings ui library (part 3) - exception handling
7392,1,0,0,0,0,1,0,1,0,1,1,0,1,fix autocomplete text issue on query change
7401,0,0,0,0,0,0,0,0,0,1,0,0,1,use task delay instead of thread sleep
