Utility,Network,Interpreter,Internationalization,Logic,Test,Input and Output,Application,corpus
1,0,0,0,0,0,1,0,rename some operator* classes to onsubscribe* as per #1270 see discussion in issue #1270 numerous classes in the `rxoperator` package are not implementations of `operator` but are actually implementations of `onsubscribe` the classes have been renamed in this pull requestexcuse me not squashing commits looked complicated after doing a pull from upstream in the middle [rxjava-pull-requests #1187](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1187/) successthis pull request looks good ||
1,0,0,1,0,1,1,1,rename some operator* classes to onsubscribe* as per #1270 see discussion in issue #1270 numerous classes in the `rxoperator` package are not implementations of `operator` but are actually implementations of `onsubscribe` the classes have been renamed in this pull requestexcuse me not squashing commits looked complicated after doing a pull from upstream in the middle [rxjava-pull-requests #1187](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1187/) successthis pull request looks good ||
1,0,0,0,0,1,1,1,allow use of the returned subscription to cancel periodic scheduling the documentation for scheduleperiodically indicates that the returnedsubscription can be used to unsubscribe from the periodic action or tounschedule it if it has not been scheduled yet that was the case onlybefore the first action took place and it was then impossible tounsubscribe using the given subscription although unsubscribing theworker did workthis fixes #1344 [rxjava-pull-requests #1257](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1257/) successthis pull request looks good || this new version contains a fixed fix by @akarnokd || [rxjava-pull-requests #1258](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1258/) successthis pull request looks good || thank you ||
1,0,0,0,0,0,1,0,allow use of the returned subscription to cancel periodic scheduling the documentation for scheduleperiodically indicates that the returnedsubscription can be used to unsubscribe from the periodic action or tounschedule it if it has not been scheduled yet that was the case onlybefore the first action took place and it was then impossible tounsubscribe using the given subscription although unsubscribing theworker did workthis fixes #1344 [rxjava-pull-requests #1257](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1257/) successthis pull request looks good || this new version contains a fixed fix by @akarnokd || [rxjava-pull-requests #1258](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1258/) successthis pull request looks good || thank you ||
0,0,0,0,0,0,1,0,"fix the bug that flatmap swallows onerrornotimplementedexception fixed #1365not sure if any other place will swallow `onerrornotimplementedexception` or the fatal errors [rxjava-pull-requests #1292](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1292/) successthis pull request looks good || [rxjava-pull-requests #1293](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1293/) successthis pull request looks good || hi allim new here so i may be missing something but im afraid that this issue should not be closed just yetindeed it looks like there is still a problem if there is more than one flatmap in the chainhere is a unit test to reproduce the bug (i used the previous unit test that was added as part of this bugfix and simply added an additional flatmap stage) :```    @test(expected  onerrornotimplementedexceptionclass)    public void testsubscribewithoutonerror() {        observablejust(""a"" ""b"")        flatmap(s -> observablejust(s + ""1"" s + ""2""))        flatmap(s -> observableerror(new exception(""test"")))        foreach(systemout::println)    }```the output i get is nothing and no error eithershould i submit a new issue or can you reopen this one?thanks! || think the issue still exists there needs to be clear functionality by which exception can be cleanly trapped and rethrown if needed(user preference) to upper layersthanks || "
1,0,0,0,0,0,1,0,"fix the bug that flatmap swallows onerrornotimplementedexception fixed #1365not sure if any other place will swallow `onerrornotimplementedexception` or the fatal errors [rxjava-pull-requests #1292](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1292/) successthis pull request looks good || [rxjava-pull-requests #1293](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1293/) successthis pull request looks good || hi allim new here so i may be missing something but im afraid that this issue should not be closed just yetindeed it looks like there is still a problem if there is more than one flatmap in the chainhere is a unit test to reproduce the bug (i used the previous unit test that was added as part of this bugfix and simply added an additional flatmap stage) :```    @test(expected  onerrornotimplementedexceptionclass)    public void testsubscribewithoutonerror() {        observablejust(""a"" ""b"")        flatmap(s -> observablejust(s + ""1"" s + ""2""))        flatmap(s -> observableerror(new exception(""test"")))        foreach(systemout::println)    }```the output i get is nothing and no error eithershould i submit a new issue or can you reopen this one?thanks! || think the issue still exists there needs to be clear functionality by which exception can be cleanly trapped and rethrown if needed(user preference) to upper layersthanks || "
1,0,0,1,0,0,1,0,more consistent hooks for scheduler plugins  this is a rework of #1514 - deprecated rxjavadefaultschedulers and rxjavadefaultschedulersdefault (i think these names are confusing)- added rxjavaschedulershook- ability to override entire schedulers from scratch- ability to decorate action0 before submission to schedulerthe main change from #1514 is the decoration of action0 instead of runnable  action0 is an improvement as all schedulers must handle these whereas not all schedulers handle runnables [rxjava-pull-requests #1473](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1473/) successthis pull request looks good || reviewed with @benjchristensen and merging ||
1,0,0,0,1,1,1,1,make retrywhen the same with the scheduler as the retrywhen without the scheduler came up in #1580 [rxjava-pull-requests #1510](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1510/) successthis pull request looks good || [rxjava-pull-requests #1511](https://netflixosscicloudbeescom/job/rxjava-pull-requests/1511/) successthis pull request looks good ||
1,0,0,0,0,1,1,1,emptyobserver and testobserver - remove `emptyobserver` as it was confusing compared to `observersempty()` (fixes #1741)- make `testobserver` not throw `onerrornotimplemented` if a delegate is not provided (fixes #1571)  
1,0,0,0,1,1,1,1,emptyobserver and testobserver - remove `emptyobserver` as it was confusing compared to `observersempty()` (fixes #1741)- make `testobserver` not throw `onerrornotimplemented` if a delegate is not provided (fixes #1571)  
1,0,0,0,0,1,1,0,fixed test issuing non-serialized messages to the subject should resolve the test failure of #1972 when the main part of the test succeded an oncompleted was sent out from the main thread which was not serialized in respect to the onnext(1) issued from the worker thread therefore two replay was attempted sometimes at first the caughtup was seen false the replay was entered but the next instruction cleared the index causing the illegalstateexception failed in https://travis-ciorg/reactivex/rxjava/builds/44421756```rxsubjectsreplaysubjectboundedconcurrencytest > testreplaysubjectemissionsubscriptionrace failed    javalangnullpointerexception        at rxsubjectsreplaysubject$boundedstatereplayobserverfromindex(replaysubjectjava:628)        at rxsubjectsreplaysubject$boundedstatereplayobserver(replaysubjectjava:619)        at rxsubjectsreplaysubjectcaughtup(replaysubjectjava:430)        at rxsubjectsreplaysubjectoncompleted(replaysubjectjava:410)        at rxsubjectsreplaysubjectboundedconcurrencytesttestreplaysubjectemissionsubscriptionrace(replaysubjectboundedconcurrencytestjava:399)``` || thanks! forgot about the other test class ||
1,0,1,0,0,1,1,1,subscriberrequest should throw exception if negative request made as per discussion in #1956 and #2545 making a call to `subscriberrequest(n)` with negative n should throw an `illegalargumentexception`includes unit test i think the iae should be mentioned in requests javadoc || javadoc added || great! ||
1,0,0,0,0,0,1,0,optimized isunsubscribed check extracted isunsubscribed optimization from #2603```benchmark                                   (size)   mode   samples          1x        2603    rscomputationschedulerperfobserveon           1  thrpt         5   104110926  104707286rscomputationschedulerperfobserveon          10  thrpt         5   100723402  105825148rscomputationschedulerperfobserveon         100  thrpt         5    24609763   65571461rscomputationschedulerperfobserveon        1000  thrpt         5     3212434   13020027rscomputationschedulerperfobserveon       10000  thrpt         5      955002    1555493  rscomputationschedulerperfobserveon      100000  thrpt         5       96628     160218  rscomputationschedulerperfobserveon     1000000  thrpt         5        9508      16559  rscomputationschedulerperfsubscribeon         1  thrpt         5   114212000  114485516  rscomputationschedulerperfsubscribeon        10  thrpt         5   112376809  112270024  rscomputationschedulerperfsubscribeon       100  thrpt         5    88433002  104240739  rscomputationschedulerperfsubscribeon      1000  thrpt         5    31503640   64446984  rscomputationschedulerperfsubscribeon     10000  thrpt         5     3932988    8200048rscomputationschedulerperfsubscribeon    100000  thrpt         5      437626    1439069rscomputationschedulerperfsubscribeon   1000000  thrpt         5       43104     146385``` nice improvement  ||
1,0,0,0,0,0,1,0,observeon throughput enhancements squashed commits of #2773---further optimizations to `observeon`- using spscarrayqueue directly in observeon instead of `ringbuffer` to avoid the synchronization block- split tracking structure to serial (subscriptionlist) and timed (compositesubscription) in `eventloopsscheduler` which improves the sequential scheduling performance because a completing tasks subscription will be most likely the first item in the underlying linkedlistbenchmark: (i7 920 window 7 x64 java 18u31 5x1s warmup 5x5s iteration)```benchmark      (size)         1x    1x error      this pr   this errorobserveon           1  162326012     2458085   166536559     3154174observeon          10  132471205     1857434   142517407     3734424 ++observeon         100   43282527     2145910   112238179     2270103 ++observeon        1000   11779482      173370    25726564      309193 ++observeon        2000    6756211       89196    12123276      276470 ++observeon        3000    4736893      253796     9342673      263667 ++observeon        4000    3661874       51359     7346015      123049 ++observeon       10000    1519282      108503     1546547       21885observeon      100000     151193        2569      156160        1974observeon     1000000      15373        1310       15660        0153subscribeon         1  161290037     2867882   164952259      797408subscribeon        10  151842821     2448734   147906491     4373682subscribeon       100  136418065     1773558   136889052     2362203subscribeon      1000   58389066     4559030    59482225     1372692subscribeon      2000   34089152     9318205    36581203     1264100subscribeon      3000   26712331     1265442    26519320     1319293subscribeon      4000   20118326     2018439    20163395      839709subscribeon     10000    8914213      677164     9059934      200158subscribeon    100000     958038       43349      965663       60708subscribeon   1000000      91849        2148       92706        1202```notes:- at `size  1` the throughput varies in a +/- 3000 range on each run and since the changes dont touch the scalar optimization there is no real improvement there- at `size  10000` my system reached either the cache capacity or the os schedulers time resolution so there no improvement there on- at `size  100000` and `size  1000000` the throughput doubles if i introduce some extra delay (ie via sleep(1) or some extra work)- the benchmark generates a lot of garbage due to boxing: switching to a constant emitter increases the throughput `subscribeon(1000000)` from 91 to 136 since it conflicts with #2772 anyway this is pr is to let others verify the optimizations actually work on other oses because on my windows i sometimes get significant variance in the throughput during iterations increased iteration time may be required as well  
1,0,0,0,0,0,1,0,fixed window(time) to work properly with unsubscription added backpressure support to window(size skip)see #1880  
1,0,0,0,0,0,1,0,fix retry with predicate ignoring backpressure apparently we forgot about this operator the backpressure handling is a trivial case with `producerarbiter` ive also fixed some apparent code indentation errororiginally reported in #3128 with a test case which i didnt include due to its lengthy nature however i did run the test manually and both passed after the fix  
1,0,0,0,0,0,1,0,"remove unnecessary static modifier ps @benjchristensen @akarnokd sorry for large amount of simple pull requests im doing full code review of rxjava sources http://artemzincom/blog/rxjava-code-review-part-1/ and ill create prs and issues during this reviewill try to group changes by themes so it will be easy to review them looks like this adventure is going to be part of #3145! if it were only me id accept cosmetic changes such as this but history tells me not to  || @akarnokd why? sad that `javac` is not strict enough and allows such things we can add `checkstyle` with only java-lang rules and remove all these things from the code but last time i suggested to add `checkstyle` @benjchristensen was not very happy…i understand that rxjava is not ""my project"" and i cant just come and force you to use ""my codestyle"" (which is actually just standard java codestyle) so if you dont want to accept such changes — its okay ill stop doing such prs and will report only major issues || i like this pr too much im going to merge it ) || > i like this pr too much im going to merge it ):-) || "
1,0,0,0,0,1,1,1,1x: completable class to support valueless event composition + tests this is a backport of #3439 looks good should we annotate `@experimental` on all the public methods and operators?  || now the class annotation should indicate all methods are experimental if individual methods get promoted we can add direct annotations then || sounds good :+1:on sat dec 5 2015 01:38 david karnok notifications@githubcom wrote:> now the class annotation should indicate all methods are experimental if> individual methods get promoted we can add direct annotations then> > —> reply to this email directly or view it on github> https://githubcom/reactivex/rxjava/pull/3444#issuecomment-162167535 || since this adds to the api surface id like to get another like before merging || :+1:  || awesome thanks! ||
1,0,0,1,0,1,1,0,1x: add shorter rxjavaplugin class lookup approach this adds a new pattern and lookup method that lets the developer specify the custom plugins with shorter system property keys android is quite restrictive and allows only 31 charactersthe new pattern splits the target simple class name and its implementation into two separate system properties:```rxjavaplugin1classsimpleclassnamerxjavaplugin1implpathtoimplclass```the index tag (`1`) can be any string of your chosing:```rxjavapluginmykeyclasssimpleclassnamerxjavapluginmykeyimplpathtoimplclass```but make sure they are paired otherwise nothing will happenif there are multiple `class` entries with the same `simpleclassname` one of them will be chosen (depending on the walk order in `javautilproperties`)related issue #2835 :+1:  || updated: made strings local constants and using `length`˙instead of magic numbers plus if the default keying matches the properties is not traversed for an alternate specification || an alternative pattern could be this:```rxjavaplugin1simpleclassnameorgpackagenamingactualclass``` || i agree that if the plugin cannot be found we should crash the app  || updated the code to crash if the plugin implementation is missing || thanks! ||
1,0,0,0,0,1,1,1,"add takeuntil support in single as discussed in #3708this adds `takeuntil(observable)` and `takeuntil(single)` support in `single` it was mostly just adapting the logic from the existing `operatortakeuntil` and adjusting it for accepting a `single` and sending a `cancelattionexception` in the event of a submission from `other` prior to a terminal event in the source `single`any feedback is appreciated it this is my first time contributing an implementation to this project particularly wondering if its worth keeping both overloads or if the user should just coerce their `other` to one type or ther other also particularly looking for feedback on what information to include in the `cancellationexception` just noticed my ide swapped the wildcard imports for explicit ones let me know if i should revert that || yes please || just style issues otherwise lgtm :+1: || cc @akarnokd @artem-zinnatullin for the tests most of them are adapted from `operatortakeuntiltest`  it looks like these tests have two different styles (one with `testobservable` and the other with `subject`) i reused both of them here but would we maybe want to stick with one or the other? especially with single i think some now overlapalso if we stick with one style here should we update the style in `operatortakeuntiltest` as well to match?  || im not too keen on how the tests are named or what test framework objects you useplease squash your commits || squashed || :+1: || @zsxwing @stevegury any input? need another collaborator reviewmain points im wondering about:- should we only support one overload? if we support more than one should it support all three (including `completable`?)- should `takeuntil` test styles formalized looks like there are two styles right now judging by `operatortakeuntiltest`: subject-based and `testobservable`-based || :+1: yes i think it makes sense to had an override for `completable`regarding test styles i dont think its a big deal the best thing to do slowly convert all the tests to the new convention (ideally in separated commits that dont change the behavior) || > sending a cancelattionexception in the event of a submission from other prior to a terminal event in the source singlethis behavior is really confusing why not be same as observable? am i missing anything? || @akarnokd and i discussed it in #3708 `single` currently emits a `nosuchelementexception` if the stream is terminated prior to any event emission by signaling a `cancellationexception` we can at least signal to the subscriber if the error was due to `takeuntil` unsubscribing it or normal missing emissions || @hzsweers thanks for clarifying however i would expect `singletakeuntil` returns something that contains 0 or 1 item how about returning observable instead? then the semantics of `singletakeuntil` is `onnext{0 1} (oncompleted | onerror)` which is consistent with `observabletakeuntil` (`onnext{0 n} (oncompleted | onerror)`) || the operators should stay in the same type as long as they can and there are operators that simply cant behave the same as their counterpart in other reactive types if one wishes the `observabletakeuntil` behavior one can use toobservable()takeuntil() and get that behavior || > the operators should stay in the same type as long as they can and there are operators that simply cant behave the same as their counterpart in other reactive types if one wishes the observabletakeuntil behavior one can use toobservable()takeuntil() and get that behaviorif so i vote for `nosuchelementexception` as `cancellationexception` seems counterintuitive to me `cancellationexception` looks some codes cancel single (eg i call `unsubscribe` in some place) but here the error is that `singletakeuntil` returns something that is not `single` hence i would expect `nosuchelementexception` || thats fair but is there something we could do to at least indicate whether the source was just unsubscribed or actually misbehaved? i was of the impression that `onerror` was primarily for serious unexpected errors whereas this seems like not unexpected or seriousconsider the followingwith `nosuchelementexception`:``` javapublishsubject<integer> source  publishsubjectcreate()publishsubject<integer> until  publishsubjectcreate()sourcetake(1)tosingle()        takeuntil(untiltake(1)tosingle())        subscribe(                new action1<integer>() {                    @override                    public void call(integer integer) {                        systemoutprintln(""success"")                    }                }                new action1<throwable>() {                    @override                    public void call(throwable throwable) {                        systemoutprintln(""i dont know if it was due to unsubscribing or the source is misbehaving"")                    }                })untilonnext(1)```vs with `cancellationexception```` javapublishsubject<integer> source  publishsubjectcreate()publishsubject<integer> until  publishsubjectcreate()sourcetake(1)tosingle()        takeuntil(untiltake(1)tosingle())        subscribe(                new action1<integer>() {                    @override                    public void call(integer integer) {                        systemoutprintln(""success"")                    }                }                new action1<throwable>() {                    @override                    public void call(throwable throwable) {                        if (throwable instanceof cancellationexception) {                            systemoutprintln(""it was canceled"")                        } else {                            systemoutprintln(""source didnt emit"")                        }                    }                })untilonnext(1)```the example i gave in the issue is probably the best example for me we use something similar to this for lifecycle binding in android when the lifecycle ends it might unsubscribe this in the middle for a normal error we might show a generic ""an error occurred"" message in the event that its just the lifecycle ending we dont want to react that way and rather likely just want to do nothing at all or clean up resources im fine with not using `cancellationexception` but i think it would be useful to add a means of being able to differentiate between unsubscription reasons i thought about just specifying a message but felt that @akarnokds `cancellationexception` suggestion made it more clear || ill add an overload for `completable` as well and remove the old test style in the new tests here for now @stevegury just to be clear the ""new"" style would be the `subject`-based approach right? || @hzsweers i actually typed ""its a big deal"" but i was willing to say ""its **not** a big deal"" (i corrected my previous comment) i prefer the subject based approach but i am not strongly opinionated about thati still :+1: on the current implementation || > thats fair but is there something we could do to at least indicate whether the source was just unsubscribed or actually misbehaved?my point here is if singletakeuntil() returns a single that emits nothing it should be `misbehaved` rather than `unsubscribed` || i think ""cancellationexception"" is the clearer reaction here remember the problems around the observablesingle() and how it is a source of problem to find out exactly who didnt signal? here you know that if takeuntil is tripped and not some upstream machinery ends up being empty || > i think ""cancellationexception"" is the clearer reaction here remember the problems around the observablesingle() and how it is a source of problem to find out exactly who didnt signal? here you know that if takeuntil is tripped and not some upstream machinery ends up being emptywhat if we want to add other operator that may return something doesnt signal? if it also emits `cancellationexception` then we still cannot find out exactly who didnt signal so why not use `nosuchelementexception` to indicate all cases that didnt signal? || what about a subclass of `nosuchelementexception`? a `cancelednosuchelementexception` so to speak wouldnt break the downstream apis but still allows for the subscriber to differentiate || > what about a subclass of nosuchelementexception? a cancelednosuchelementexception so to speak wouldnt break the downstream apis but still allows for the subscriber to differentiatemaybe a more general question should we add special exceptions for different operators or we just use a general exception to indicate the same error? || i think people should be aware of the implications of operators they use would `compositeexception` possibly be precedent for this? || > i think people should be aware of the implications of operators they use would compositeexception possibly be precedent for this?compositeexception is fine and clear it indicates there are multiple errors thrown all classes in rxexceptions are well defined and its very easy to connect them with the bad cases i can just read the exception name and tell what my codes violate but for `cancellationexception` its hard to connect it with `takeuntil` especially people use some library that calls `takeuntil` internally in addition imo if i see `cancellationexception` my first thought is `futurecancel` is called somewhereif we can define clearly that when should throw cancellationexception/cancelednosuchelementexception(or whatever you propose) when should throw nosuchelementexception i wont be against that for now the confusing thing for me is that if a single doesnt signal i may receive cancellationexception or nosuchelementexception || im fine with either i think we could be clear in the documentation and subclassing would still allow downstream subscribers to treat it as a `nosuchelementexception` @akarnokd @stevegury thoughts? || added `takeuntil(completable)` support and standardized tests updated with a separate commit for easier reviewing let me know if you want me to squash againping @akarnokd @stevegury || :+1: || :+1:  || "
1,0,0,0,0,0,1,0,1x: add maxconcurrent parameter to concatmapeager relevant issue #3710 will you update this pr? || yes on it ! || i submitted a commit with your proposed changes sorry for the delay feel free to give me more comments/changes also i can squash if needed || :+1:dont squash this time github has now a new feature for the merge button where it offers squashing id like to test if it really squashes everything and the main just gets 1 commit || nothing critical :+1: // @akarnokd squashing on github works and it works especially great when author of the pr just commits on top of previous commits because github now remembers what code youve checked and what not and you can continue reviewing from previous point (doesnt work for me when pr is always squashed) || i have updated the pr do pr commits trigger github notifications ? (should i comment after i do an update ? ) || unfortunately no notification || 👍  ||
1,0,0,0,0,1,1,1,1x: add singleonerrorresumenext(func) closes #3440 closes #3731 closes #3472 (whoa 3 issues at a time!) @akarnokd fixed your comments btw should i add `@experimental` to these operators? || yes and copy over the experimental and since tags into the javadoc || :+1: there is this new like option but do you get a notification for them? || noon mon mar 14 2016 8:10 pm david karnok notifications@githubcom wrote:> [image: :+1:] there is this new like option but do you get a notification> for them?> > —> you are receiving this because you are subscribed to this thread> > reply to this email directly or view it on github:> https://githubcom/reactivex/rxjava/pull/3766#issuecomment-196578174 || :+1:  || :+1:  ||
1,0,0,1,0,0,1,0,1x: make defensive copy of the properties in rxjavaplugins possible solution to #3749 :+1:  ||
1,0,0,0,0,0,1,0,1x: add multi-other withlatestfrom operators add `withlatestfrom` operator version that can take 2 to n other sources and combine them with the main sourcerelated: #3779 👍  ||
1,0,0,0,0,0,1,0,1x: request rebatch operator this is a follow-up on #3964 but with a separate operator on `observable` 👍  || @abersnaze @stealthcode you had some use cases for this any objections? || the reuse of the observeon is interesting but couldnt it be done without the allocation of a queue? || if the downstream request is unbounded and the downstream has caught up then the queue can be skipped in this case `observeon` cant be reused anymore and a custom drain logic has to be implementedotherwise the upstream emissions have to be stored temporarily for an underrequesting downstream || 👍  || i know that @abersnaze still had reservations about this i think that this should not be using `observeon` || my concern is this - if @abersnaze implemented the batching functionality then why wouldnt we use that? the queue in observeon scheduling creates a layer of indirection that seems unnecessary  || remember this started out as a change to `observeon` to not ignore the `immediate` scheduler but people wanted this behavior exposed behind a proper name || thanks for reminding me of the context of this work it seems like we have 2 implementations for the same functionality i think @abersnaze and i agree that the 2 features of request batching and request valve type functionality could be composed however i think that using `observeon` for this functionality is not necessarily the best way to accomplish this  || i personally would be okay with either implementation i think `observeon` is a nice choice because of the request management but would prefer it more if there wasnt a queue but realistically i think the choice is fine also its interesting to note that users are gravitating more and more to taking direct control over the `requester-producer` interactions  || for example this pr does something similar but exactly n (could be modified to have optional 25%) and without a queue #3781  ||
1,0,0,0,0,0,1,0,1x: fix reset() shutting down everything other than the schedulers the reset shut down all the main schedulers and the helper pools causing the failure in #3993 @hzsweers you were right with the need for the instance-shutdown method minor nit rest of the code looks good 👍 nice catch sorry for the inadvertent bug and glad it was a relatively simple fix || 👍  || 👍  ||
1,0,0,0,0,0,1,0,1x: update dooneach(observer) javadoc fixes the documentation problem reported in #3721 nice improvement :+1: ||
1,0,0,1,0,1,1,0,1x: fix replaysubject anomaly around caughtup by removing that optimization adding the backpressure support to `replaysubject` exposed a race condition around the `caughtup` optimizationthe problem occurs when the source thread has caught up after `drain()` returned true but at the same time a concurrent `drain()` starts running (due to a subscribe() process finishing or requesting on top of the previous `longmax_value`) this concurrent drain may think the replay hasnt started yet (by finding `rpnode` null) or seeing that the buffer has more elements (that may get double emitted)the current solution is to remove this optimization until we come up with a correct optimizationrelated: #4028 ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4051?srcpr) is **8049%**> merging [#4051](https://codecovio/gh/reactivex/rxjava/pull/4051?srcpr) into [1x](https://codecovio/gh/reactivex/rxjava/branch/1x?srcpr) will increase coverage by **011%**``` diff@@                1x      #4051   diff @@  files           253        253            lines         16478      16469     -9     methods           0          0            messages          0          0            branches       2500       2491     -9   + hits          13244      13256    +12   + misses         2341       2331    -10   + partials        893        882    -11   ```> powered by [codecov](https://codecovio?srcpr) last updated by [535fb75788f3bd](https://codecovio/gh/reactivex/rxjava/compare/535fb75901bda3ba26edf5c79b0cbfef7a05580b788f3bd94a7756187ec32a870b6900d6c784454f) ||
1,0,0,1,0,0,1,0,2x: convert schedulersupport annotation to accept a string value closes #4052 ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4053?srcpr) is **6958%**> merging [#4053](https://codecovio/gh/reactivex/rxjava/pull/4053?srcpr) into [2x](https://codecovio/gh/reactivex/rxjava/branch/2x?srcpr) will increase coverage by **014%**``` diff@@                2x      #4053   diff @@  files           386        385     -1     lines         27579      27571     -8     methods           0          0            messages          0          0            branches       4476       4476          + hits          19151      19186    +35   + misses         6424       6381    -43     partials       2004       2004          ```> powered by [codecov](https://codecovio?srcpr) last updated by [113eeeb90dc0e6](https://codecovio/gh/reactivex/rxjava/compare/113eeeb2c3e732fce96945304b8a3e27cc3ea7cc90dc0e64f68c924870cc6bac9995405664b85c72) || i meant to include in the pr description that i removed the `single` value it was unused and the javadoc didnt make it clear as to what the exact usage would be anyway || no problem can be added later if necessary although `singlescheduler` is not (planned to be) a default for any operators right now ||
1,0,0,1,0,1,1,1,2x: fix flaky tests this pr should fix some test timing out otherwise sensitive to thread hiccups#4138#4109#4054 :+1: || ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4139?srcpr) is **6920%**> merging [#4139](https://codecovio/gh/reactivex/rxjava/pull/4139?srcpr) into [2x](https://codecovio/gh/reactivex/rxjava/branch/2x?srcpr) will decrease coverage by **001%**``` diff@@                2x      #4139   diff @@  files           386        386            lines         27277      27277            methods           0          0            messages          0          0            branches       4410       4410          - hits          18879      18876     -3     misses         6508       6508          - partials       1890       1893     +3   ```> powered by [codecov](https://codecovio?srcpr) last updated by [13df09beb8242a](https://codecovio/gh/reactivex/rxjava/compare/13df09b14d97820d5becb6d9ceacfeff5091a8e3eb8242a44298bfafb62118b075f91f390431f6f9) ||
1,0,0,0,0,1,1,1,1x: change completablesubscribe(onerror oncomplete) to (oncomplete onerror) closes #3851 closes #4137 actually i can deprecate old one and add new one as overload it will have less impact on user code because only calls like `subscribe(actionsempty() actionsempty())` will be ambiguous to the compilerthoughts? || ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4140?srcpr) is **8133%**> merging [#4140](https://codecovio/gh/reactivex/rxjava/pull/4140?srcpr) into [1x](https://codecovio/gh/reactivex/rxjava/branch/1x?srcpr) will increase coverage by **004%**``` diff@@                1x      #4140   diff @@  files           257        257            lines         16811      16811            methods           0          0            messages          0          0            branches       2547       2547          + hits          13666      13673     +7   + misses         2243       2238     -5   + partials        902        900     -2   ```> powered by [codecov](https://codecovio?srcpr) last updated by [5c7475755723da](https://codecovio/gh/reactivex/rxjava/compare/5c747577e910b5eda657bc9f825914965fb2f1c455723da4b83365611d103a5e0971a198fcafbea1) || :+1: || dynamic languages have trouble with the two methods lets only have 1 method || 👍  ||
1,0,0,0,0,1,1,1,1x: change completablesubscribe(onerror oncomplete) to (oncomplete onerror) closes #3851 closes #4137 actually i can deprecate old one and add new one as overload it will have less impact on user code because only calls like `subscribe(actionsempty() actionsempty())` will be ambiguous to the compilerthoughts? || ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4140?srcpr) is **8133%**> merging [#4140](https://codecovio/gh/reactivex/rxjava/pull/4140?srcpr) into [1x](https://codecovio/gh/reactivex/rxjava/branch/1x?srcpr) will increase coverage by **004%**``` diff@@                1x      #4140   diff @@  files           257        257            lines         16811      16811            methods           0          0            messages          0          0            branches       2547       2547          + hits          13666      13673     +7   + misses         2243       2238     -5   + partials        902        900     -2   ```> powered by [codecov](https://codecovio?srcpr) last updated by [5c7475755723da](https://codecovio/gh/reactivex/rxjava/compare/5c747577e910b5eda657bc9f825914965fb2f1c455723da4b83365611d103a5e0971a198fcafbea1) || :+1: || dynamic languages have trouble with the two methods lets only have 1 method || 👍  ||
1,0,0,0,0,0,1,0,dooneach - reduce allocations report to rxjavahooks as discussed in #4260 - call `rxjavahooksonerror` for secondary errors- reduced allocations (`actionsubscriber` -> `actionobserver` `operator` -> `onsubscribe`)- added 5 unit tests ## [current coverage](https://codecovio/gh/reactivex/rxjava/pull/4262?srcpr) is 8441% (diff: 100%)> merging [#4262](https://codecovio/gh/reactivex/rxjava/pull/4262?srcpr) into [1x](https://codecovio/gh/reactivex/rxjava/branch/1x?srcpr) will increase coverage by **002%**``` diff@@                1x      #4262   diff @@  files           267        268     +1     lines         17460      17477    +17     methods           0          0            messages          0          0            branches       2662       2662          + hits          14735      14753    +18     misses         1866       1866          + partials        859        858     -1   ```> powered by [codecov](https://codecovio?srcpr) last update [969d94c771d859](https://codecovio/gh/reactivex/rxjava/compare/969d94cdd382e6c08f6025413716fc89cc5632ae771d859c701608a655c2b32e7fc4a0dc840a20e9?srcpr) || fixed actionsubscriber usage and removed empty test ta || :+1: ||
