Util,NLP,APM,Network,DB,Interpreter,Logging,i18n,DevOps,Logic,Test,IO,UI,Security,App,corpus
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,implement collect telemetry in this pr microsoft azure application insights is used to record the following information about how jabref is used number of users and sessions dialogs opened so far only the about dialog is tracked as proof of concept new database is opened along with how many entries it contains all exceptions are automatically recorded a few user information country os screen size jabref version java version if you give your ok i will continue and implement the following track all dialogs add opt out preferencein we decided to use google analytics for this but as microsoft already provided a nice interface for java i went for this route change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate well since it was decided in the devcall to implement this it is ok for me if you go ahead regarding the choice of the tracking technology i trust your skills the code that is needed to track a dialog seems to be very simple in any casei am just not sure if an opt out is the way to go or if it should rather be an opt in maybe we could display a dialog asking for consent on first startup that would be more privacy friendly in my point of view and we do not want jabref to appear that it tries to grab user data i am sure there would be enough people who are willing to contribute their data even in case of opt in for opt in nice that you give it a try 😄 👍 ga had no appropriate library why do you want to spy almost everything i do grimes my guess i havent participated in the discussion on this is that this would enable us to see which features are actually used and which are not if we had had data on content selector usage we would not have removed them at the same time we would be able to see if there is a point at all in optimizing jabref usage for really large databases or if this is a waste of time i added tracking of other dialogs and changed the default to do not share telemetry data also after the first minute of using jabref the user is asked whether he wants to share is data i actually preferred to have a more non invasive notification similar to ie provides a notificationpanel exactly for this scenario however it doesnt work if the rest of the application is in swing anyway this pr is now finally ready for your feedback for later reference i will add this links also to the wiki walk through of how to use azure application insights in java azure application insight github project i tried it out locally the dialog appears as desired and the option can be disabled via the preferences code wise i have no objections however jabref does not terminate when i close it and i get the a lot of messages in the console eg ai trace telemetry configuration illegal instrumentation key nullai trace inprocesstelemetrychannel sending telemetryai error failed to send bad request {itemsreceived itemsaccepted errors {index statuscode message invalid instrumentation key} }ai trace telemetry configuration illegal instrumentation key nullai trace inprocesstelemetrychannel sending telemetryai error failed to send bad request {itemsreceived itemsaccepted errors {index statuscode message invalid instrumentation key} } since this is a very sensitive topic i think we should make the dialog a little more explanatory currently it says to improve the user experience we would like to collect data on the features you use no personal data will be collectedwhile everything is in that statement i think we should be more explicit and repeat ourselves suggestion to improve the user experience we would like to collect anonymous statistics on the features you use we will only record what features you access and how often you do it we will neither collect any personal data nor the content of bibliographic items the collected data will be stored on xxx and we will only use it to prioritize our development efforts if you choose to allow data collection you can later disable it via options preferences generali know this is quite long but since this is a delicate topic i think it is necessary btw where is the data actually stored jabref developers i think this is so important that everyone should consider it brieflyand a last comment we will get flack from the linux freaks when they find out that we dare to include a microsoft library so be prepared for it i like your suggestion for the dialog text and updated it accordingly the data is store on microsoft azure serverno idea where exactly 😄 the reason for the error message is that a correct instrumentation key is only inserted by travis and thus you get these messages when you run jabref from the ide by the way this is what i just got after installing soapui soapui course they have a much more explicit privacy policy page for that
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,readd drop down content selectors first attempt at readding the code for refs code does not compile yet some adjustments need to be made regarding metadata stuff etc change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate tobiasdiez there are some things with the metadata to make it compile again could you please have a look thanks how to handle the metadata is indeed a problem i remember that i removed the content selectors mainly because they were the last not so easy to convert to the new metadata item the next few days i will not find the time to assist you here sorry still some language related errors the localization keys existed before the feature was removed i wonder why the revert did not restore them in the language files i did a manual revert because there were some more changes which would have led to conflicts otherwisewas somehow decided as this was a rather old feature i suppose there were translations for most languages can you readd the translated values as well or should i go digging in the history 😉 so i re implemented parsing and serialization of content selectors and added tests for it it is probably not the most beautiful fashion but i need to want to link to the old code and not have to re write the gui speaking of the gui the content selectors seem to be working fine if the metadata is in the bib file the gui in the entryeditor is not actually beautiful but i guess it has never been does anybody feel like polishing the ui however i do not see options – manage content selectors maybe that has not been ported from yet maybe someone who is more familiar with the menu than me can have a look finally the test currently say netsfjabreflogichelphelpfiletest refertovalidpage failed although there seems to be a help page here someone certainly has a pointer for that regarding the help file there is an enum called helpfiles or similar forthe name of the help pagei can take a look at the dialog thing in the menuam nachm schrieb jörg lenhard so i re implemented parsing and serialization of content selectors andadded tests for it it is probably not the most beautiful fashion but ineed to want to link to the old code and not have to re write the gui speaking of the gui the content selectors seem to be working fine if themetadata is in the bib file the gui in the entryeditor is not actuallybeautiful but i guess it has never been does anybody feel like polishingthe ui however i do not see options – manage content selectors maybethat has not been ported from yet maybe someone who is more familiarwith the menu than me can have a look finally the test currently say netsfjabreflogichelphelpfiletest refertovalidpage failed although there seems to be a help page here someone certainly has a pointerfor that — you are receiving this because you authored the thread reply to this email directly view it on github or mute the thread i pushed a commit which should take care of the menu item hopefully i directly edited it on github tobiasdiez indeed it does nice that means the feature is backregarding the help files there is content_selector contentselector in netsfjabreflogichelphelpfile so the test really should not fail should it ok seems we are back on track only the google scholar test is failing now which i hope is just a random connection problem on the side of travis the same might have applied for the help file testso now we can do some more code review and at a certain point have the users from try out the feature to make sure that it works tobiasdiez i addressed most of your comments i agree that content selectors is probably not the most appropriate name for the stuff this feature does but it is the name under which it has existed for a long time and is known at least by some people i would say that consistency in naming tops appropriateness of the namefurthermore i removed the entry editors update code as you asked for the updating of the content selectors did not even work with this code i tried to replace it with something else and failed so for now you have to restart jabref to get a change in the content selectors to work maybe someone from jabref developers can provide a hint on how the refresh of the entry editor should workfinally i will leave the problems in the localization for siedlerchr to fix closing and reopening of the entry editor does not work potentially with selecting another entry matthiasgeiger unfortunately not the changed data makes it into the metadata but the gui does not notice it is only up to date when the metadata is re read from disk and the entryeditor is re built closing and reopening the bib file does the trick or restarting jabref so we would like to get this into v which hopefully can be released in december what is missing correct the language files have selector keywords updated without reloading of the bib file have the users play around with it to see if it really worksi was hoping that siedlerchr could do the first two points and hopefully soon siedlerchr what is your opinion on that yeah i will try to work on it at least i tried to fix the language files yesterday i will continue working on it the weekend
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog okay i think the current state is now a good improvement of the old status quo at the moment the prefs migration and a dialog showing a warning if customized entries would be overridden is still missing apart from that i would appreciate some feedback apart from a changelog and some more tests this is good to go from my side mlep frith th it is not yet decided whether we will include this improvement in or not however there are three more translations which are added in this pull request could you provide me translations for these three strings then ill add them manuallythanks select_all_customized_types_to_be_stored_in_local_preferencescurrently_unknowndifferent_customization_current_settings_will_be_overwritten on thu dec at am matthias geiger wrote mlep include this improvement in or not however there are three more translations which are added in this pull request could you provide me translations for these three strings then ill add them manually thanks select_all_customized_types_to_be_stored_in_local_preferences select_all_customized_types_to_be_stored_in_local_preferencesseleziona_tutti_i_tipi_personalizzati_da_registrare_nelle_preferenze_locali currently_unknown currently_unknownattualmente_sconosciutothats the singular mode the plural is attualmente_sconosciutibut since italian is profoundly evil thats ok if referred to a masculinenoun the feminine forms are different but im digressing different_customization_current_settings_will_be_overwritten different_customization_current_settings_will_be_overwrittenpersonalizzazione_differente_i_parametri_correnti_saranno_sovrascritti — you are receiving this because you were mentioned reply to this email directly view it on github the thread fer do santagata thank you frith th youre welcomeon fri dec at pm matthias geiger wrote thank you frith th — you are receiving this because you were mentioned reply to this email directly view it on github the thread fer do santagata how did we proceed regarding standard types is it a v issue see https githubcom koppor jabref issues
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,improve entrytype customization goals entry customization based on bibdatabasemode working for custom entry types defined in bib db storage is working for new customized entries instead of creating three four prefs strings for each customized entry type in the form custom_type_ _name custom_type_ _req two distinct pref nodes one for bibtex one for biblatex for customized entry types are used which simply use the custom type name as key and the string serialization as value parsing can be reused loading is working for newly created customized entries write prefs migration is performed on first startup of new version existing prefs will be put as new custom types for defaultbibdatabasemode old prefs are not deleted enable testing with cleanup after test execution bibtex biblatex various bug fixes and improvements eg refactor rewrite parts of entrycustomizationdialog to improve performance refs and also clearing of bibtexkeypatterns using reset preferences deleting custom type restoring customized default type from exported prefs no multiple import of customized entry types check resetting overridden default entry types does not work sometimes even crashes not reproducible in reworked state ask stefan kolb whether still an issue related to caused by running through all entries in all open dbs x if a customized type is declared in a file it will be tried to import the declarations if a customtype already exists a warning should be shown that it will be overwritten before this pr no import of already existing customizations custom import before now more control custom import new x a customized standard type should not appear in the custom section of the new entry dialog and not in the custom entries section of the change entry type menu x changelog okay i think the current state is now a good improvement of the old status quo at the moment the prefs migration and a dialog showing a warning if customized entries would be overridden is still missing apart from that i would appreciate some feedback apart from a changelog and some more tests this is good to go from my side mlep frith th it is not yet decided whether we will include this improvement in or not however there are three more translations which are added in this pull request could you provide me translations for these three strings then ill add them manuallythanks select_all_customized_types_to_be_stored_in_local_preferencescurrently_unknowndifferent_customization_current_settings_will_be_overwritten on thu dec at am matthias geiger wrote mlep include this improvement in or not however there are three more translations which are added in this pull request could you provide me translations for these three strings then ill add them manually thanks select_all_customized_types_to_be_stored_in_local_preferences select_all_customized_types_to_be_stored_in_local_preferencesseleziona_tutti_i_tipi_personalizzati_da_registrare_nelle_preferenze_locali currently_unknown currently_unknownattualmente_sconosciutothats the singular mode the plural is attualmente_sconosciutibut since italian is profoundly evil thats ok if referred to a masculinenoun the feminine forms are different but im digressing different_customization_current_settings_will_be_overwritten different_customization_current_settings_will_be_overwrittenpersonalizzazione_differente_i_parametri_correnti_saranno_sovrascritti — you are receiving this because you were mentioned reply to this email directly view it on github the thread fer do santagata thank you frith th youre welcomeon fri dec at pm matthias geiger wrote thank you frith th — you are receiving this because you were mentioned reply to this email directly view it on github the thread fer do santagata how did we proceed regarding standard types is it a v issue see https githubcom koppor jabref issues
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,be more friendly when using journal alias field id like to copy bibtex entries to biblatex databases and vice versa when using required fields only this works perfectly when in biblatex mode jabref does not display the value of journal in the required fields because jabref demands the field journaltitle this is not only confusing for me but also for other users i know that a clean solution is this however wont happen this yeari also know that a bibtex to biblatex converter and biblatex to bibtex converter is another solution this however forces users to run these when copying and pasting between databases this could be solved by running these converters silently when copying and pasting when jabref is used in parallel to other software such as notepad this does not help i cannot force everyone to use jabref thus simply supporting journal in jabref is the solution for me the biblatex manual states journal field literal an alias for journaltitle provided for bibtex compatibility see § thus it is not deprecated but an alias and should imho be considered as full alternative for journaltitle i am aware that this patch makes it hard for users using full biblatex with journaltitle instead of journal i am assuming that not much users are aware of the different modes of jabref and that they switch back and forth for the same file or for the bibentries we now show both journaltitle and journal if these fields exists in as required fieldsthis whole discussion somehow refs minor improvement enhanced integrity checks testing for biblatex only fields to be aware of more fields eg location all fetchers return now bibtex before arxiv and msbib created biblatex screenshot current jabref grabbed_ screenshot updated jabref grabbed_ checklist change in changelogmd described manually tested changed features in running jabref n a helpjabreforg n a if you changed the localization did you run gradle ate hehe let us see how political this will get code wise the pr looks fine and i give my for merging the only blocker is that for some reason the gui tests are failing edit i restartet the build for the push lets see if it works on a second try you could also create a discussion point at in case i want to start a discussion im going to do that on the dante ev mailing list or same dante ev event 😇 the gui tests are also failing on master i dont like thisdespite im not using the biblatex mode i think it is the wrong approach to use the deprecated field instead of the intended field only because we are too lazy to implement our fetchers in the right way or because the user is too lazy to convert copied bibtex entries to biblatex wink journaltitle is the main biblatex field for journal names and hence jabref should support it as a first class citizen this means it should be displayed as a required field and to biblatex should convert journal to journaltitle moreover the journal is not the only controversial field date is the preferred way to store the publication date but bibtex only supports year and month in my opinion we shouldnt reinterpret the biblatex standard just because some users have problems but of course i can see that the new conventions are sometimes inconvenient if users switch between bibtex and biblatex as far as i see it the main problem is that journal lands in deprecated although it is an alias to a required field would it be a solution to show the journal field right below journaltitle in required if it has a value then it would work similar to year month vs date matthiasgeiger journal is not deprecated it is just an alias field tobiasdiez yes that would be a solution therefore i put it in quotes all comments addressed should be good to go now
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,change in changelogmd described manually tested changed features in running jabref if you changed the localization did you run gradle ate
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,fix several file cleanup rename issues separated move rename cleanup logicmove rename files in general tab file now use internally the cleanup operations logicseparated gui context menu operations for move cleanuprename files no longer moves files it only renames themfiles are not overwritten if they exist or have the same name todo apply new targetfiledir in test todo adapt test finally todo rework gui action code fix for and includes fix for and jabrefgeneralfilefield describe the changes you have made here change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate gui cleanuppreset panel metadatagetdefaultfiledirectory seems not to check bibtex location somehow todo find a wy to cleanup only one file todo add some preview dialog stuff prevent filedirpattern subfolder creation on each run if already exists i had a look at the code which in general is good and fixed a few minor issues directly missing getters setters that were missing well before this pr but this is a good time for a fix i also played around a little with the ui and tried to find errors but was unsuccessfulin the spirit of progress and as suggested by siedlerchr i am merging now directly more far fetching suggestions by tobiasdiez should be addressed in a follow up pr as discussed above siedlerchr thanks again for this heap of work
1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,make sure that unregistered event sources do not stop jabref from shu… …tting down unregistering event sources that have not been registered before should not stop jabref from shutting down orderly this pr logs such a problem instead of halting the shutdown of the program change in changelogmd described manually tested changed features in running jabref would it be possible to first check if the event is registered and only doing a shutdown thenthis should be implemented at best in unregister itself siedlerchr unfortunately the implementation of the event bus from google supports no such checking functionality hence we would have to remember subscribers in a custom list which in my point of view would be an unnecessary overhead however i have now moved the exception handling code to all the different event sources in jabref i hope i found them all that way we catch the exception as early as possible i cannot think of a circumstance where trying to remove a listener that never listened should crash the complete applicationit is not always logged though since not all of the classes that are event sources use a logger but again i do not think that this is very tragic or indeed important there is already discussion about checking it fixing check style you should add the comments for switching it off at hat position siedlerchr sorry but i am not getting your comment regarding checkstyle the builds seem to fail because of the usual random fetcher errors lenhard i meant the codacy which will complain about the empty catch blocksbut i think i confused it with checkstyle module siedlerchr ok i understand however i am not too fond of codacy and refuse to add comments just because the tool produces false positives i am well aware that it is near impossible for a tool to tell if an empty catch block makes sense or not but it is false positive nonetheless the existing comment in there is meaningful to humans which is way more importanti just pushed a few minor formatting fixes ill take the thumps up as an ok for merge which ill do right away
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fix apostrophe conversion this repairs the apostrophe handling in the latex to unicode conversion broken by and maintains the special handling of apostrophes in conjunction with the character n that intended to fix it increases complexity and reduces performance in the unicode conversion a tiny bit through the additional checks that are now in there ultimately the goal should be to replace the conversion with an external library change in changelogmd described manually tested changed features in running jabref ich merge das mal rein und hoffe dass cih das dann dan fürs erste erledigt hat
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,fix title related key patterns in bibtexkeypatternutil related to and the class bibtexkeypatternutil ive added cases for title and camel to try and make them conform to the documentation was also working on this issue here i found out that caseformatlower_camelto caseformatupper_camel entrygetfield fieldnametitle orelse replaceall \\s didnt work because to be able to transform the title into upper_camel this way the title has to be in lower_camel case initially which is often not the caseive added some test cases and changed a few others to conform to the documentation i still need to take a look at the failing tests change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate codewise looks good 👍 thank you very much for your contribution would you please check the failing tets just click details on the red marked travis build and you are able to see the log from what i saw there is jut another unit test which tests key generation which has to be adapted thanks ill try to fix it tomorrow 👍 siedlerchr ive taken a look at the failing tests and after making a small change to the code and to some tests its now workingsome tests failed because most of the formatter classes only work if the input is a non concatenated string from my point of view it looks good however another dev should take a look too if you could just add a changelog entry it would be nice otherwise we can create it on merge i wonder whether it would be possible to add test cases to makelabelwithdatabasetestjava with all patterns listed at saw that you also added camel and added a test for that in bibtexkeypatternutiltestjava to test the user experience i would like to ask to add some tests for that in makelabelwithdatabaseteststrangely camelequals val is not test covered even though it should grabbed_ it is too much effort we can just go ahead and merge i have added a test for the camel case to makelabelwithdatabasetestjavahope the camelequals val is covered now are there any additional test cases i should addedit about checking all the patterns listed at i can work on that but im pretty busy the next couple of daysso id rather have this merged now and work on adding the additional test cases later yeah its covered go ahead with the merge and look forward to other tests general improvements we have a huge list of smaller tasks at you for the good work we just discovered that our documentation was wrong and that camel should be a modifier title camel it should work with title capitalize see hmm ok ive responded in the issue since it is not entirely clear to me what has to happen
1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,fix exception when parsing groups which contain a top level group fixes the import of the problem occurred when after the definition of a subgroup of level a group definition with level followed explicitgroup \ \ explicitgroup \ \ explicitgroup \ \ change in changelogmd described ~~ ~~ manually tested changed features in running jabref~~ helpjabreforg ~~ if you changed the localization did you run gradle ate ~~ failing test was google scholar
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,extend architecture tests to javafx and javafxcollections extends the architecture tests to also cover javafx and javafxcollections as discussed in it seems that it is high time for this since javafx classes are already being misused as this pr uncovers thus this currently fails the build the misuses are orgjabreflogicexportergroupserializer groupserializertest groupsparsertest uses javafxscenepaintcolor orgjabreflogicjournalsabbreviation uses javafxbeanspropertysimplestringproperty test orgjabreflogicl nlocalizationparser uses fxmlloader platformimplalthough we might think about making exceptions for the beans and tests i dont see why the color class should be directly accessed in the gui change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate thanks for your reply looking at the color class it is just a representation of the rgb code so not too problematic i am still not sure assuming we would switch to a new gui technology would we be using javafxcolor objects or would we have to refactor the model classes to only use the rgb code string i would really like to have a third opinion from someone from jabref developers on this so that we can sort of say that we have a majority consensus i dont think very highly of our custom event bus and have always said so so bean properties would be acceptable to me especially considering the fact that we allow observable collections which are essentially just bean data structures it might make sense to exclude the whole test sources from the architecture tests imho they are not really relevant for static architecture checks i will have a look at that i have been thinking a little more about color isnt this the very same thing as we have in there we also have all the color codes but in the gui package and not in model so what is our reasoning to allow the javafx version of color in model but not the awt version also had we used the awt version in model wouldnt that have meant that we would have had to rewrite all such usages for the javafx migration if yes isnt that a good argument for not allowing the javafx version of color in modeland interestingly i found this this is a plain violation of our architecture rules tobiasdiez did you do the import like that on purpose so that the tests do not find it or was that an accident i think the issue with the color class is that previously there was no need to have anything color related in the model as no class in model relied upon it thus there was never situation where the usage of awtcolor in model was on the table from an architectural standpoint the cleanest solution is probably to implement our own version of color in model and use this the gui contains then a converter from this color to whatever color is used in the corresponding ui framework however this is additional work and apart from making a migration to a new gui easier i dont see any advantages simonharrer as i have our discussion about various architectural points in good memory i would highly value your opinion on this matter if you find the time to look into it i cant remember that i was creative enough to use the full path to hide the dependency from our architecture tests but good to know that this works i will now definitely ab use it and make my life way easier 😄 of course i will fix it tomorrow tobiasdiez the fix will go into this pr color to add it as exception because it is just a data model i would not implement a separate color class even though this would be the cleanest solution effort saving beans to allow them tests yes please exclude them side comment macker seems to be a tool which also implements architecture checks example ok it is outdated but i thought it is nice to know 😇 i still think that making an exception for color is a bad decision that will come back to bite us in the course of moving to javafx we are currently losing a lot of independence in our model packages something that we invested a lot of effort when trying to get rid of the swing dependenciesbut if this is the consensus in the team ill bow to that i created exceptions for the remaining fx classes and this pr should be ready to go when the build succeeds on travis
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fix entry editor and this was a tricky bug javafx creates empty dummy cells at the end of a list view for some reason the list view for the linked files had an initial size of e and well creating that many dummy cells takes a while probably longer than the universe took to create humans and eventually lead to a freeze of the javafx threadthe fix was easy just add maxheight and be happy finally after trying to debug the problem for ages change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,less backups addresses the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by doing backups only every x events and not for every event ignoring fieldchangeevents in the backup adding the size of the field change in the fieldchangeevent class so that you can ignore it if only character changedthis pr combines options and ie the backup manager ignores events that are very minor and only does a backup if enough of them have happened currently set to five what do you think change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,update source tab when an entry is changed attempts to fix the remaining part of the source tab is now updated each time an entry is changed in the editorthere no part of a bibentry that represents the source tab per se to which we could bind therefore this pr adds a listener to the source tab it now listens to entrychangedevents and if the entry that it represents is changed then it updates its content change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,make font size in entry editor and group panel customizable this fix for is inspired and based on due to my limited git knowledge i was not able to directly hijack the other pr sorry lenhard change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,fix for issue this is an atempt to fix the problem with entry editor focus as described in in detail when entryeditor opens up it is not focused automatically the desired behavior is to focus the first textfield on any of the entryeditor s tabsthe way the fix is implemented when entryeditor is opened the jfxpanel in which is the tabpane of the entryeditor is getting the focus the focus is given implicitly to a focustraversable node contained in the jfxpanel the selection of the node seems to be random even though consistent for a given tree of nodes as far as ive tested it consistently focuses the first textfield on any tab which is the desired behavior i make this pull requested as suggested in discussion by siedlerchr i should mention that i ran gradle check which results in tests failed in my setup but this was also the result when i ran the test before making any change change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate thanks for the pr
1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,store changes in source tab when new entry is selected the problem was that the source tab only stored changes on focus change and this did not happen when you just select a new entry in the main tablethe pr modifies an attribute in the entryeditor movingtodifferententry and turns it into a booleanproperty so that you can bind to it and react to changesedit also fixes a second unreported issue now the base panel is marked as dirty when you type something in the source tabedit fixes also now the other fields tab is rebuilt whenever an other field is newly added or removed at the bibentry this is achieved with the event system and a new subtype of fieldchangedevent change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,increase size of file and keywords editors in the new entryeditor we have the problem that sometimes text in the textareas is hard to read because the areas are very narrow the reason for this is that java tries to fit them in the available display space examples this pr sets a minimum size for all textareas in the entryeditor the value of px is rather arbitrary and ill be happy to get some thoughts if this is good or if more or less is desirable with this minimum size all textareas are nicer to read even in the cramped up general tab the only problem is that you now need to scroll in the general tab most of the time all in all i think this should definitly go into change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate to be honest im not a big fan of the increased size i prefer to have as much information on the screen as possible and not to have to scroll on the other hand i acknowledge that the current layout is also suboptimal as the text fields are not expanding on their own when they contain much information maybe it is already enough to increase the prefered height instead of minimum also you should be able to increase the size of the files panel independently of the other fieldsfurthermore it is probably better to use scaling units like em instead of pixels tobiasdiez ok you have the same opinion as koppor i guessincreasing the preferred height didnt help unfortunately we can leave most field editors as they are but we have to increase the size of the file and the the keywords editor those are the two editors in the cramped general tab where users could enter information with more than a single line that doesnt look good at all and really does annoy usersive tried to change just these two editors in code but failed whenever i call setminwidth in or change the minheight in the related fxml file the min height of all field editors in the tab increase any hint the problem is probably where the rows are set to have the same height quick idea if the row constraints are the problem it might be an option to use two rows for the file keyword editors matthiasgeiger not sure if thats easily possible the best solution is probably to write new subclass of entryeditortab or extend the fxfieldeditor by a getweight method which you can use in it is already sufficient to remove these row constraints although there was probably a reason why i added them in the first place ok ive implemented a hack that assigns twice the space of normal rows to the keyword and file field editorsas i said this is a hack but before i turn this into something more acceptable along your suggestion tobiasdiez i would like to get confirmation from the team that this is a solution that we can live with visually in the jabref ui if not than i am just wasting my time with gui hacking and now i refactored it anyway jabref continues to ruin my lunch time i tried out the new solution locally and it looks good enough on two column tabs the things shrink too much but we discussed in the devcall that it is difficult to determine the right min height screen resolution etc so good to merge as discussed in the dev call i am merging this now
1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,fix freezing on browse in protected terms dialog when adding from entrry editorchanged open file dialog to save file dialog change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate tested locally and works good job
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,followup to issue entry editor now adds missing curly braces on closing change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate hey snisnisniksonah is this pr ready for review if so please notify us by adding the label and remove the tag from the title
1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,when groups are removed also remove them from entries change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok one more try now only explicitgroups are removed from entries keyword based groups are kept i hope this is the last missing puzzle piece sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈 thanks challenge accepted i did not only add one test but threei will merge when the build goes through
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,added logic to check whether linked file already exists added a check in linkedfileviewmodelrename to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see for additional details this work fine and includes all the requested changes from the previous pull request with one caveat if the file being overridden is related to a different entry and has different case such as entry abc renamed to def entry def then the nd entry file association will target a now non existing file its possible to get around this by searching the database for any entries that have the old filename def and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now ok i changed to an optional and removed filesexists targetfilepath as its redundant im still getting the hang of git and egit so hopefully the merge didnt mess anything up andrew lev i stick to git and git gui from command line a lot easier than struggling with the eclipse git client thanks this looks really good now
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,implemented issue added an error dialog if the file is open in another process and cannot be renamed this is my first contribution please give me feedback if you see any problems hi derebaba thanks for your pull request your contribution is certainly very welcome and looks good overalli still have two points that should be addressed you add two new localization entries here the way in which you use the localization strings in the code is fine but you need to add the keys to the language files otherwise the build will fail to do so you need to add the keys manually to the english file jabref src main resources l n jabref_enproperties and then execute gradlew ate on the command line which will synchronize the keys in all files theres also a pretty good description of that when you run the tests and the localization test fails apart from that you are using the older file api javaio for doing the rename check we try to get rid of that and try to use the new file api javanio instead i would expect something like filesiswritable to do the trick can you please adjust your solution to use the nio api hi lenhard thanks for your feedback are the keys ordered in any way in properties file or should i add new keys at the end derebaba you should first check if there is already a key with the same or similar text which you can reuse otherwise add it to the end and i synchronized the keys and removed the check which used the old api however filesiswritable returns true even if the file is open in another process i searched a lot but i dont think the check is possible with the new api therefore i moved the error dialog code to the catch block in fileutiljava
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,update link to renamed file this patch fixes the issue described in the link to the renamed file is successfully updated now change in changelogmd described manually tested changed features in running jabref helpjabreforg if you changed the localization did you run gradle ate thank you for the contribution derebaba this look very good now and will be merged as soon as another maintainer gives his okwe have quite some further open issues that wait for fixing so feel free to have a look at those meanwhile you can also join us at slack if you have questions i have merged this and moved the changelog entry to the right category
